time,3078（YDC-4000kN）力值曲线,3078（YDC-4000kN）位移曲线
2024-10-12 19:53:58,560.64,-0.91
2024-10-12 19:53:59,644.07,-0.53
2024-10-12 19:54:00,738.19,-0.15
2024-10-12 19:54:01,825.71,0.22
2024-10-12 19:54:02,916.57,0.58
2024-10-12 19:54:03,1008.26,0.94
2024-10-12 19:54:04,1077.58,1.30
2024-10-12 19:54:05,1116.29,1.64
2024-10-12 19:54:06,1144.77,1.99
2024-10-12 19:54:07,1155.15,2.22
2024-10-12 19:54:08,1062.13,2.40
2024-10-12 19:54:09,1181.14,2.60
2024-10-12 19:54:10,1062.13,2.77
2024-10-12 19:54:11,1162.94,2.91
2024-10-12 19:54:12,1139.59,3.08
2024-10-12 19:54:13,1090.46,3.24
2024-10-12 19:54:14,1108.54,3.39
2024-10-12 19:54:15,1204.58,3.55
2024-10-12 19:54:16,1100.79,3.69
2024-10-12 19:54:17,1149.96,3.86
2024-10-12 19:54:18,1204.58,4.01
2024-10-12 19:54:19,1108.54,4.15
2024-10-12 19:54:20,1238.54,4.31
2024-10-12 19:54:21,1118.88,4.48
2024-10-12 19:54:22,1249.01,4.64
2024-10-12 19:54:23,1149.96,4.78
2024-10-12 19:54:24,1144.77,4.92
2024-10-12 19:54:25,1207.19,5.07
2024-10-12 19:54:26,1291.00,5.20
2024-10-12 19:54:27,1178.54,5.34
2024-10-12 19:54:28,1238.54,5.48
2024-10-12 19:54:29,1181.14,5.61
2024-10-12 19:54:30,1306.78,5.74
2024-10-12 19:54:31,1312.05,5.87
2024-10-12 19:54:32,1196.76,5.92
2024-10-12 19:54:33,1196.76,5.97
2024-10-12 19:54:34,1194.16,6.02
2024-10-12 19:54:35,1188.95,6.08
2024-10-12 19:54:36,1196.76,6.15
2024-10-12 19:54:37,1188.95,6.26
2024-10-12 19:54:38,1238.54,6.39
2024-10-12 19:54:39,1280.48,6.53
2024-10-12 19:54:40,1181.14,6.66
2024-10-12 19:54:41,1246.39,6.80
2024-10-12 19:54:42,1194.16,6.89
2024-10-12 19:54:43,1194.16,6.97
2024-10-12 19:54:44,1196.76,7.01
2024-10-12 19:54:45,1201.98,7.07
2024-10-12 19:54:46,1314.69,7.11
2024-10-12 19:54:47,1243.77,7.15
2024-10-12 19:54:48,1194.16,7.20
2024-10-12 19:54:49,1186.34,7.25
2024-10-12 19:54:50,1191.55,7.32
2024-10-12 19:54:51,1196.76,7.40
2024-10-12 19:54:52,1196.76,7.48
2024-10-12 19:54:53,1196.76,7.54
2024-10-12 19:54:54,1215.02,7.55
2024-10-12 19:54:55,1304.15,7.59
2024-10-12 19:54:56,1194.16,7.65
2024-10-12 19:54:57,1280.48,7.66
2024-10-12 19:54:58,1186.34,7.76
2024-10-12 19:54:59,1183.74,7.88
2024-10-12 19:55:00,1191.55,8.00
2024-10-12 19:55:01,1191.55,8.03
2024-10-12 19:55:02,1230.69,8.13
2024-10-12 19:55:03,1194.16,8.20
2024-10-12 19:55:04,1199.37,8.24
2024-10-12 19:55:05,1196.76,8.27
2024-10-12 19:55:06,1199.37,8.31
2024-10-12 19:55:07,1194.16,8.33
2024-10-12 19:55:08,1199.37,8.37
2024-10-12 19:55:09,1298.89,8.39
2024-10-12 19:55:10,1194.16,8.43
2024-10-12 19:55:11,1194.16,8.46
2024-10-12 19:55:12,1194.16,8.48
2024-10-12 19:55:13,1186.34,8.48
2024-10-12 19:55:14,1196.76,8.51
2024-10-12 19:55:15,1201.98,8.54
2024-10-12 19:55:16,1183.74,8.54
2024-10-12 19:55:17,1194.16,8.58
