time,3078（YDC-4000kN）力值曲线,3078（YDC-4000kN）位移曲线
2024-10-13 17:04:24,420.06,-0.91
2024-10-13 17:04:25,422.46,-0.54
2024-10-13 17:04:26,424.87,-0.16
2024-10-13 17:04:27,420.06,0.22
2024-10-13 17:04:28,424.87,0.60
2024-10-13 17:04:29,432.09,0.99
2024-10-13 17:04:30,434.50,1.37
2024-10-13 17:04:31,432.09,1.75
2024-10-13 17:04:32,434.50,2.13
2024-10-13 17:04:33,439.32,2.51
2024-10-13 17:04:34,444.14,2.90
2024-10-13 17:04:35,444.14,3.28
2024-10-13 17:04:36,448.97,3.66
2024-10-13 17:04:37,448.97,4.04
2024-10-13 17:04:38,453.79,4.42
2024-10-13 17:04:39,461.04,4.79
2024-10-13 17:04:40,463.46,5.17
2024-10-13 17:04:41,465.87,5.56
2024-10-13 17:04:42,470.71,5.94
2024-10-13 17:04:43,473.13,6.32
2024-10-13 17:04:44,473.13,6.70
2024-10-13 17:04:45,480.39,7.08
2024-10-13 17:04:46,475.55,7.45
2024-10-13 17:04:47,485.23,7.83
2024-10-13 17:04:48,492.50,8.22
2024-10-13 17:04:49,494.93,8.60
2024-10-13 17:04:50,494.93,8.97
2024-10-13 17:04:51,499.78,9.35
2024-10-13 17:04:52,504.63,9.73
2024-10-13 17:04:53,507.06,10.11
2024-10-13 17:04:54,507.06,10.48
2024-10-13 17:04:55,511.92,10.86
2024-10-13 17:04:56,516.78,11.24
2024-10-13 17:04:57,519.21,11.61
2024-10-13 17:04:58,516.78,11.99
2024-10-13 17:04:59,524.08,12.38
2024-10-13 17:05:00,528.94,12.74
2024-10-13 17:05:01,531.38,13.13
2024-10-13 17:05:02,536.25,13.51
2024-10-13 17:05:03,536.25,13.88
2024-10-13 17:05:04,536.25,14.26
2024-10-13 17:05:05,543.56,14.64
2024-10-13 17:05:06,543.56,15.01
2024-10-13 17:05:07,548.44,15.39
2024-10-13 17:05:08,553.32,15.77
2024-10-13 17:05:09,555.76,16.14
2024-10-13 17:05:10,560.64,16.52
2024-10-13 17:05:11,563.09,16.89
2024-10-13 17:05:12,565.53,17.27
2024-10-13 17:05:13,565.53,17.65
2024-10-13 17:05:14,565.53,18.02
2024-10-13 17:05:15,575.31,18.40
2024-10-13 17:05:16,575.31,18.77
2024-10-13 17:05:17,577.76,19.15
2024-10-13 17:05:18,582.65,19.53
2024-10-13 17:05:19,582.65,19.90
2024-10-13 17:05:20,585.10,20.28
