time,3077（YDC-4000kN）力值曲线,3077（YDC-4000kN）位移曲线
2024-10-13 07:15:52,456.21,-0.91
2024-10-13 07:15:53,453.79,-0.51
2024-10-13 07:15:54,463.46,-0.13
2024-10-13 07:15:55,465.87,0.25
2024-10-13 07:15:56,465.87,0.63
2024-10-13 07:15:57,470.71,1.03
2024-10-13 07:15:58,475.55,1.41
2024-10-13 07:15:59,475.55,1.79
2024-10-13 07:16:00,482.81,2.17
2024-10-13 07:16:01,485.23,2.57
2024-10-13 07:16:02,485.23,2.95
2024-10-13 07:16:03,487.66,3.33
2024-10-13 07:16:04,492.50,3.72
2024-10-13 07:16:05,492.50,4.10
2024-10-13 07:16:06,492.50,4.48
2024-10-13 07:16:07,504.63,4.86
2024-10-13 07:16:08,504.63,5.24
2024-10-13 07:16:09,504.63,5.63
2024-10-13 07:16:10,514.35,6.01
2024-10-13 07:16:11,514.35,6.39
2024-10-13 07:16:12,514.35,6.77
2024-10-13 07:16:13,521.64,7.15
2024-10-13 07:16:14,524.08,7.54
2024-10-13 07:16:15,524.08,7.92
2024-10-13 07:16:16,533.81,8.30
2024-10-13 07:16:17,536.25,8.68
2024-10-13 07:16:18,536.25,9.06
2024-10-13 07:16:19,546.00,9.43
2024-10-13 07:16:20,546.00,9.81
2024-10-13 07:16:21,546.00,10.20
2024-10-13 07:16:22,550.88,10.58
2024-10-13 07:16:23,546.00,10.96
2024-10-13 07:16:24,555.76,11.33
2024-10-13 07:16:25,555.76,11.71
2024-10-13 07:16:26,563.09,12.09
2024-10-13 07:16:27,560.64,12.47
2024-10-13 07:16:28,567.97,12.84
2024-10-13 07:16:29,567.97,13.22
2024-10-13 07:16:30,572.86,13.61
2024-10-13 07:16:31,575.31,13.97
2024-10-13 07:16:32,580.20,14.36
2024-10-13 07:16:33,582.65,14.72
2024-10-13 07:16:34,587.55,15.11
2024-10-13 07:16:35,587.55,15.49
2024-10-13 07:16:36,592.45,15.86
2024-10-13 07:16:37,594.90,16.24
2024-10-13 07:16:38,594.90,16.62
2024-10-13 07:16:39,597.36,16.99
2024-10-13 07:16:40,468.29,17.34
2024-10-13 07:16:41,456.21,17.38
2024-10-13 07:16:42,594.90,17.62
2024-10-13 07:16:43,609.63,17.99
2024-10-13 07:16:44,612.08,18.37
2024-10-13 07:16:45,614.54,18.76
2024-10-13 07:16:46,621.91,19.12
2024-10-13 07:16:47,624.37,19.51
2024-10-13 07:16:48,626.83,19.89
2024-10-13 07:16:49,626.83,20.26
2024-10-13 07:16:50,631.75,20.64
2024-10-13 07:16:51,636.68,21.01
2024-10-13 07:16:52,641.60,21.35
2024-10-13 07:16:53,494.93,21.56
2024-10-13 07:16:54,641.60,21.88
2024-10-13 07:16:55,649.00,22.25
2024-10-13 07:16:56,514.35,22.59
2024-10-13 07:16:57,644.07,22.93
2024-10-13 07:16:58,656.40,23.31
2024-10-13 07:16:59,649.00,23.68
2024-10-13 07:17:00,661.34,24.06
2024-10-13 07:17:01,668.75,24.43
2024-10-13 07:17:02,668.75,24.81
2024-10-13 07:17:03,676.16,25.18
2024-10-13 07:17:04,678.64,25.56
2024-10-13 07:17:05,681.11,25.93
2024-10-13 07:17:06,683.58,26.31
2024-10-13 07:17:07,686.06,26.68
2024-10-13 07:17:08,686.06,27.01
2024-10-13 07:17:09,695.97,27.33
2024-10-13 07:17:10,691.01,27.61
2024-10-13 07:17:11,695.97,27.88
2024-10-13 07:17:12,698.45,28.14
2024-10-13 07:17:13,656.40,28.39
2024-10-13 07:17:14,673.69,28.65
2024-10-13 07:17:15,656.40,28.87
2024-10-13 07:17:16,698.45,29.13
2024-10-13 07:17:17,587.55,29.34
2024-10-13 07:17:18,708.37,29.59
2024-10-13 07:17:19,695.97,29.79
2024-10-13 07:17:20,703.41,29.99
2024-10-13 07:17:21,708.37,30.19
2024-10-13 07:17:22,644.07,30.42
2024-10-13 07:17:23,715.81,30.63
2024-10-13 07:17:24,718.30,30.84
2024-10-13 07:17:25,713.33,31.05
2024-10-13 07:17:26,718.30,31.25
2024-10-13 07:17:27,695.97,31.45
2024-10-13 07:17:28,723.27,31.65
2024-10-13 07:17:29,636.68,31.84
2024-10-13 07:17:30,590.00,32.03
2024-10-13 07:17:31,590.00,32.23
2024-10-13 07:17:32,614.54,32.42
2024-10-13 07:17:33,735.70,32.64
2024-10-13 07:17:34,653.93,32.82
2024-10-13 07:17:35,609.63,33.00
2024-10-13 07:17:36,666.28,33.19
2024-10-13 07:17:37,738.19,33.39
2024-10-13 07:17:38,745.66,33.57
2024-10-13 07:17:39,612.08,33.75
2024-10-13 07:17:40,626.83,33.92
2024-10-13 07:17:41,750.65,34.14
2024-10-13 07:17:42,614.54,34.32
2024-10-13 07:17:43,616.99,34.52
2024-10-13 07:17:44,758.13,34.77
2024-10-13 07:17:45,760.62,35.14
2024-10-13 07:17:46,765.61,35.51
2024-10-13 07:17:47,773.11,35.88
2024-10-13 07:17:48,768.11,36.24
2024-10-13 07:17:49,780.60,36.61
2024-10-13 07:17:50,780.60,36.98
2024-10-13 07:17:51,780.60,37.35
2024-10-13 07:17:52,790.61,37.72
2024-10-13 07:17:53,788.11,38.08
2024-10-13 07:17:54,793.11,38.45
2024-10-13 07:17:55,803.13,38.81
2024-10-13 07:17:56,803.13,39.17
2024-10-13 07:17:57,800.63,39.54
2024-10-13 07:17:58,813.16,39.91
2024-10-13 07:17:59,813.16,40.28
2024-10-13 07:18:00,815.67,40.63
2024-10-13 07:18:01,813.16,41.00
2024-10-13 07:18:02,823.20,41.37
2024-10-13 07:18:03,828.23,41.73
