time,force_left,force_right,dis_left,dis_right,force_avg,force_sum,force_diff,force_diff_ratio,total_delta_dis,dis_diff,left_force_rate,right_force_rate,force_rate,force_rate_diff,force_rate_ratio,left_force_acc,right_force_acc,force_acc,left_dis_rate,right_dis_rate,dis_rate_diff,stiffness_ratio,force_std_5s,force_diff_std_5s,force_rate_std_5s
2025-07-11 15:52:36,358.97,355.74,1.54,0.23,357.355,714.71,3.230000000000018,0.0090386310278613,1.77,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.89536616081008,0.0,0.0,0.0
2025-07-11 15:52:37,375.11,383.19,1.78,0.42,379.15,758.3,8.079999999999984,0.0213108267933249,2.2,1.36,16.139999999999986,27.44999999999999,21.79499999999996,11.310000000000002,0.51892633544729,16.139999999999986,27.44999999999999,21.79499999999996,0.24,0.1899999999999999,0.05,172.3408307541678,0.0,0.0,0.0
2025-07-11 15:52:38,368.65,384.81,1.78,0.65,376.73,753.46,16.160000000000025,0.0428954422453868,2.43,1.13,-6.460000000000036,1.6200000000000043,-2.419999999999959,8.080000000000041,3.338841595520075,-22.600000000000023,-25.829999999999984,-24.21499999999992,0.0,0.23,0.23,155.03285801116954,0.0,0.0,0.0
2025-07-11 15:52:39,362.2,350.9,1.78,0.77,356.54999999999995,713.0999999999999,11.300000000000011,0.0316926096432685,2.55,1.01,-6.449999999999989,-33.910000000000025,-20.180000000000064,27.46000000000004,1.3607531535801187,0.0100000000000477,-35.53000000000003,-17.760000000000105,0.0,0.12,0.12,139.82347457902955,0.0,0.0,0.0
2025-07-11 15:52:40,439.82,402.59,2.69,1.47,421.205,842.41,37.23000000000002,0.0883892639251926,4.16,1.22,77.62,51.69,64.65500000000003,25.930000000000007,0.401051729935013,84.07,85.60000000000002,84.8350000000001,0.91,0.7,0.2099999999999999,101.25117758385151,26.24752335935717,13.185482547104606,32.607573315105824
2025-07-11 15:52:41,456.03,412.29,3.63,2.46,434.16,868.3199999999999,43.73999999999995,0.1007462684246676,6.09,1.17,16.20999999999998,9.700000000000044,12.954999999999984,6.509999999999934,0.5025086451170434,-61.410000000000025,-41.98999999999995,-51.700000000000045,0.94,0.99,0.05,71.2906286879099,32.68502378766155,16.11262300185788,31.844977115708552
2025-07-11 15:52:42,473.88,430.1,4.59,3.44,451.99,903.98,43.77999999999997,0.0968605497978703,8.03,1.15,17.850000000000023,17.810000000000002,17.83000000000004,0.0400000000000204,0.0022434098573533,1.6400000000000432,8.109999999999957,4.875000000000057,0.96,0.98,0.02,56.28766422320496,40.0583090007554,15.582102553891731,31.69371242849284
2025-07-11 15:52:43,493.36,443.06,5.55,4.43,468.21,936.42,50.30000000000001,0.1074304262885662,9.98,1.12,19.480000000000015,12.95999999999998,16.220000000000027,6.520000000000039,0.4019728482137595,1.6299999999999957,-4.850000000000023,-1.6100000000000136,0.96,0.9899999999999998,0.0299999999999998,46.91482495843438,42.92187577448127,15.235356904253988,30.259761524176
2025-07-11 15:52:44,511.24,456.03,6.51,5.39,483.635,967.27,55.21000000000004,0.1141563366709268,11.9,1.12,17.879999999999995,12.96999999999997,15.424999999999956,4.910000000000025,0.3183144039990687,-1.6000000000000227,0.0099999999999909,-0.7950000000000728,0.96,0.96,0.0,40.64159322339553,25.14958772027883,6.896547687067796,22.005167177279084
2025-07-11 15:52:45,522.63,477.12,7.45,6.37,499.875,999.75,45.50999999999999,0.0910427605080414,13.82,1.08,11.389999999999986,21.090000000000032,16.24000000000001,9.700000000000044,0.597290603615113,-6.490000000000009,8.120000000000061,0.8150000000000546,0.9400000000000004,0.9800000000000004,0.04,36.17040259259026,25.79278615233334,4.975034673246033,1.7821174203739394
