time,force_left,force_right,dis_left,dis_right,force_avg,force_sum,force_diff,force_diff_ratio,total_delta_dis,dis_diff,left_force_rate,right_force_rate,force_rate,force_rate_diff,force_rate_ratio,left_force_acc,right_force_acc,force_acc,left_dis_rate,right_dis_rate,dis_rate_diff,stiffness_ratio,force_std_5s,force_diff_std_5s,force_rate_std_5s
2025-04-12 15:08:20,380.41,362.25,4.03,0.47,371.33,742.6600000000001,18.160000000000025,0.048905286271227,4.5,3.5600000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.51775944049791,0.0,0.0,0.0
2025-04-12 15:08:21,397.73,368.54,4.18,0.94,383.135,766.27,29.19,0.0761872445060168,5.119999999999999,3.24,17.319999999999993,6.2900000000000205,11.80499999999995,11.029999999999973,0.9343497726090848,17.319999999999993,6.2900000000000205,11.80499999999995,0.1499999999999994,0.47,0.3200000000000005,74.83104007206249,0.0,0.0,0.0
2025-04-12 15:08:22,440.3,376.4,4.42,1.43,408.35,816.7,63.900000000000034,0.1564834084572465,5.85,2.99,42.56999999999999,7.859999999999957,25.215000000000032,34.71000000000004,1.3765615159007922,25.25,1.5699999999999363,13.410000000000082,0.2400000000000002,0.49,0.2499999999999997,69.8034068712125,0.0,0.0,0.0
2025-04-12 15:08:23,400.88,379.55,4.56,1.76,390.215,780.4300000000001,21.329999999999984,0.0546621732771364,6.319999999999999,2.8,-39.420000000000016,3.150000000000034,-18.13499999999999,42.57000000000005,2.3473944115029317,-81.99000000000001,-4.709999999999923,-43.35000000000002,0.1399999999999996,0.33,0.1900000000000004,61.742869977394,0.0,0.0,0.0
2025-04-12 15:08:24,405.61,409.46,4.67,2.13,407.535,815.0699999999999,3.849999999999966,0.0094470413352299,6.8,2.54,4.730000000000018,29.909999999999968,17.319999999999936,25.17999999999995,1.4538105396183314,44.150000000000034,26.75999999999993,35.45499999999993,0.1100000000000003,0.3699999999999999,0.2599999999999995,59.931608833586935,15.950064498302169,22.428854852622347,16.895668601745232
2025-04-12 15:08:25,400.88,385.84,4.67,2.3,393.36,786.72,15.04000000000002,0.0382346958556165,6.97,2.37,-4.730000000000018,-23.620000000000005,-14.174999999999956,18.889999999999983,1.3326277719486614,-9.460000000000036,-53.52999999999997,-31.49499999999989,0.0,0.1699999999999999,0.1699999999999999,56.43614685277664,11.069959010764183,22.78677182051027,19.415723782542827
2025-04-12 15:08:26,402.46,387.41,4.67,2.46,394.935,789.87,15.049999999999956,0.0381075365867609,7.13,2.21,1.579999999999984,1.57000000000005,1.5749999999999886,0.009999999999934,0.0063492023179249,6.310000000000002,25.19000000000005,15.749999999999943,0.0,0.1600000000000001,0.1600000000000001,55.39059531688705,8.451413639149314,23.26697079552904,18.975115941674755
2025-04-12 15:08:27,402.46,387.41,4.82,2.53,394.935,789.87,15.049999999999956,0.0381075365867609,7.35,2.2900000000000005,0.0,0.0,0.0,0.0,0.0,-1.579999999999984,-1.57000000000005,-1.5749999999999886,0.1500000000000003,0.0699999999999998,0.0800000000000005,53.732645750660446,6.625111697171531,6.324901580261945,14.109211795844548
2025-04-12 15:08:28,400.88,392.14,4.82,2.7,396.51,793.02,8.740000000000009,0.0220423191797374,7.52,2.12,-1.579999999999984,4.729999999999961,1.5749999999999886,6.309999999999945,4.006346662637034,-1.579999999999984,4.729999999999961,1.5749999999999886,0.0,0.1700000000000003,0.1700000000000003,52.72738660540071,5.743893496575217,5.09573645315375,11.157383989986142
2025-04-12 15:08:29,402.46,400.01,4.82,2.95,401.235,802.47,2.4499999999999886,0.0061061472550845,7.77,1.87,1.579999999999984,7.870000000000003,4.725000000000023,6.2900000000000205,1.3312166494779556,3.159999999999968,3.140000000000043,3.150000000000034,0.0,0.25,0.25,51.63898949305154,3.029572989713142,5.634334920822498,7.420907963315519
2025-04-12 15:08:30,397.73,396.86,4.82,2.95,397.295,794.59,0.8700000000000045,0.002189808575014,7.77,1.87,-4.729999999999961,-3.1499999999999773,-3.9399999999999977,1.579999999999984,0.4010151266459031,-6.309999999999945,-11.019999999999982,-8.66500000000002,0.0,0.0,0.0,51.1319110512341,2.5879132520235983,6.720470221643698,3.15093755888624
