time,3071（YDC-1000kN）力值曲线,3071（YDC-1000kN）位移曲线
2024-08-31 18:46:52,207.48,1.71
2024-08-31 18:46:53,242.42,3.54
2024-08-31 18:46:54,280.32,5.24
2024-08-31 18:46:55,320.63,6.86
2024-08-31 18:46:56,359.70,8.47
2024-08-31 18:46:57,399.67,9.95
2024-08-31 18:46:58,437.44,11.42
2024-08-31 18:46:59,476.77,12.82
2024-08-31 18:47:00,516.91,14.16
2024-08-31 18:47:01,560.33,15.43
2024-08-31 18:47:02,597.07,16.69
2024-08-31 18:47:03,641.29,17.88
2024-08-31 18:47:04,622.47,17.98
2024-08-31 18:47:05,619.07,17.98
2024-08-31 18:47:06,609.73,17.98
2024-08-31 18:47:07,609.73,17.98
2024-08-31 18:47:08,609.73,17.98
2024-08-31 18:47:09,607.20,17.98
2024-08-31 18:47:10,605.50,17.98
2024-08-31 18:47:11,606.35,17.98
2024-08-31 18:47:12,603.81,17.98
2024-08-31 18:47:13,602.97,17.98
2024-08-31 18:47:14,597.07,17.98
2024-08-31 18:47:15,602.97,17.98
2024-08-31 18:47:16,599.60,17.98
2024-08-31 18:47:17,599.60,17.98
2024-08-31 18:47:18,597.07,17.98
2024-08-31 18:47:19,597.91,17.98
2024-08-31 18:47:20,596.23,17.98
2024-08-31 18:47:21,597.07,17.98
2024-08-31 18:47:22,597.07,17.98
2024-08-31 18:47:23,596.23,17.98
2024-08-31 18:47:24,591.18,17.98
2024-08-31 18:47:25,595.38,17.98
2024-08-31 18:47:26,595.38,17.98
2024-08-31 18:47:27,591.18,17.98
2024-08-31 18:47:28,588.66,17.98
2024-08-31 18:47:29,588.66,17.98
2024-08-31 18:47:30,587.83,17.98
2024-08-31 18:47:31,592.02,17.98
2024-08-31 18:47:32,589.50,17.98
2024-08-31 18:47:33,588.66,17.98
2024-08-31 18:47:34,592.02,17.98
2024-08-31 18:47:35,590.34,17.98
2024-08-31 18:47:36,589.50,17.98
2024-08-31 18:47:37,590.34,17.98
2024-08-31 18:47:38,587.83,17.98
2024-08-31 18:47:39,589.50,17.98
2024-08-31 18:47:40,588.66,17.98
2024-08-31 18:47:41,589.50,17.98
2024-08-31 18:47:42,589.50,17.98
2024-08-31 18:47:43,588.66,17.98
2024-08-31 18:47:44,586.99,17.98
2024-08-31 18:47:45,586.15,17.98
2024-08-31 18:47:46,585.31,17.98
2024-08-31 18:47:47,585.31,17.98
2024-08-31 18:47:48,588.66,17.98
2024-08-31 18:47:49,585.31,17.98
2024-08-31 18:47:50,588.66,17.98
2024-08-31 18:47:51,585.31,17.98
2024-08-31 18:47:52,585.31,17.98
2024-08-31 18:47:53,586.99,17.98
2024-08-31 18:47:54,588.66,17.98
2024-08-31 18:47:55,585.31,17.98
2024-08-31 18:47:56,585.31,17.98
2024-08-31 18:47:57,585.31,17.98
2024-08-31 18:47:58,588.66,17.98
2024-08-31 18:47:59,588.66,17.98
2024-08-31 18:48:00,584.47,17.98
2024-08-31 18:48:01,587.83,17.98
2024-08-31 18:48:02,584.47,17.98
2024-08-31 18:48:03,587.83,17.98
2024-08-31 18:48:04,588.66,17.98
2024-08-31 18:48:05,585.31,17.98
2024-08-31 18:48:06,587.83,17.98
2024-08-31 18:48:07,588.66,17.98
2024-08-31 18:48:08,588.66,17.98
2024-08-31 18:48:09,582.80,17.98
2024-08-31 18:48:10,588.66,17.98
2024-08-31 18:48:11,583.64,17.98
2024-08-31 18:48:12,585.31,17.98
2024-08-31 18:48:13,585.31,17.98
2024-08-31 18:48:14,585.31,17.98
2024-08-31 18:48:15,586.99,17.98
2024-08-31 18:48:16,586.99,17.98
2024-08-31 18:48:17,584.47,17.98
2024-08-31 18:48:18,585.31,17.98
2024-08-31 18:48:19,585.31,17.98
2024-08-31 18:48:20,586.15,17.98
2024-08-31 18:48:21,586.15,17.98
2024-08-31 18:48:22,585.31,17.98
2024-08-31 18:48:23,585.31,17.98
2024-08-31 18:48:24,584.47,17.98
2024-08-31 18:48:25,582.80,17.98
2024-08-31 18:48:26,496.74,16.79
2024-08-31 18:48:27,358.95,12.77
2024-08-31 18:48:28,232.75,8.58
2024-08-31 18:48:29,95.21,2.22
2024-08-31 18:48:30,45.95,0.99
2024-08-31 18:48:31,44.17,0.99
2024-08-31 18:48:32,44.17,0.99
2024-08-31 18:48:33,43.58,0.99
2024-08-31 18:48:34,43.58,0.99
2024-08-31 18:48:35,42.39,0.99
2024-08-31 18:48:36,42.39,0.99
2024-08-31 18:48:37,42.39,0.99
2024-08-31 18:48:38,42.39,0.99
2024-08-31 18:48:39,42.39,0.99
