time,3074（YDC-1000型kN）力值曲线,3074（YDC-1000型kN）位移曲线
2024-08-31 05:52:35,251.04,1.60
2024-08-31 05:52:36,284.81,3.32
2024-08-31 05:52:37,319.29,4.97
2024-08-31 05:52:38,353.73,6.65
2024-08-31 05:52:39,385.76,8.26
2024-08-31 05:52:40,379.62,8.90
2024-08-31 05:52:41,412.12,9.64
2024-08-31 05:52:42,454.73,11.21
2024-08-31 05:52:43,486.10,12.77
2024-08-31 05:52:44,523.72,14.26
2024-08-31 05:52:45,558.66,15.73
2024-08-31 05:52:46,594.18,17.19
2024-08-31 05:52:47,631.13,18.62
2024-08-31 05:52:48,637.20,18.97
2024-08-31 05:52:49,625.07,19.36
2024-08-31 05:52:50,619.03,19.36
2024-08-31 05:52:51,620.75,19.36
2024-08-31 05:52:52,615.59,19.36
2024-08-31 05:52:53,615.59,19.36
2024-08-31 05:52:54,615.59,19.36
2024-08-31 05:52:55,615.59,19.36
2024-08-31 05:52:56,614.73,19.36
2024-08-31 05:52:57,613.01,19.36
2024-08-31 05:52:58,610.43,19.36
2024-08-31 05:52:59,611.29,19.36
2024-08-31 05:53:00,607.86,19.36
2024-08-31 05:53:01,606.14,19.36
2024-08-31 05:53:02,609.57,19.36
2024-08-31 05:53:03,608.71,19.36
2024-08-31 05:53:04,604.43,19.36
2024-08-31 05:53:05,606.14,19.36
2024-08-31 05:53:06,605.29,19.36
2024-08-31 05:53:07,601.01,19.36
2024-08-31 05:53:08,601.01,19.36
2024-08-31 05:53:09,602.72,19.36
2024-08-31 05:53:10,604.43,19.36
2024-08-31 05:53:11,601.86,19.36
2024-08-31 05:53:12,601.01,19.36
2024-08-31 05:53:13,602.72,19.36
2024-08-31 05:53:14,601.01,19.36
2024-08-31 05:53:15,601.01,19.36
2024-08-31 05:53:16,601.01,19.36
2024-08-31 05:53:17,594.18,19.36
2024-08-31 05:53:18,601.01,19.36
2024-08-31 05:53:19,600.15,19.36
2024-08-31 05:53:20,600.15,19.36
2024-08-31 05:53:21,599.30,19.36
2024-08-31 05:53:22,594.18,19.36
2024-08-31 05:53:23,598.44,19.36
2024-08-31 05:53:24,598.44,19.36
2024-08-31 05:53:25,597.59,19.36
2024-08-31 05:53:26,596.74,19.36
2024-08-31 05:53:27,594.18,19.36
2024-08-31 05:53:28,596.74,19.36
2024-08-31 05:53:29,597.59,19.36
2024-08-31 05:53:30,595.03,19.36
2024-08-31 05:53:31,593.33,19.36
2024-08-31 05:53:32,595.88,19.36
2024-08-31 05:53:33,593.33,19.36
2024-08-31 05:53:34,592.47,19.36
2024-08-31 05:53:35,595.88,19.36
2024-08-31 05:53:36,594.18,19.36
2024-08-31 05:53:37,595.03,19.36
2024-08-31 05:53:38,595.03,19.36
2024-08-31 05:53:39,590.77,19.36
2024-08-31 05:53:40,592.47,19.36
2024-08-31 05:53:41,591.62,19.36
2024-08-31 05:53:42,594.18,19.36
2024-08-31 05:53:43,590.77,19.36
2024-08-31 05:53:44,592.47,19.36
2024-08-31 05:53:45,594.18,19.36
2024-08-31 05:53:46,587.37,19.36
2024-08-31 05:53:47,590.77,19.36
2024-08-31 05:53:48,592.47,19.36
2024-08-31 05:53:49,588.22,19.36
2024-08-31 05:53:50,592.47,19.36
2024-08-31 05:53:51,590.77,19.36
2024-08-31 05:53:52,591.62,19.36
2024-08-31 05:53:53,588.22,19.36
2024-08-31 05:53:54,592.47,19.36
2024-08-31 05:53:55,589.07,19.36
2024-08-31 05:53:56,591.62,19.36
2024-08-31 05:53:57,587.37,19.36
2024-08-31 05:53:58,589.92,19.36
2024-08-31 05:53:59,590.77,19.36
2024-08-31 05:54:00,589.92,19.36
2024-08-31 05:54:01,589.92,19.36
2024-08-31 05:54:02,589.92,19.36
2024-08-31 05:54:03,589.92,19.36
2024-08-31 05:54:04,589.92,19.36
2024-08-31 05:54:05,587.37,19.36
2024-08-31 05:54:06,586.52,19.36
2024-08-31 05:54:07,587.37,19.36
2024-08-31 05:54:08,587.37,19.36
2024-08-31 05:54:09,583.12,19.36
2024-08-31 05:54:10,583.97,19.36
2024-08-31 05:54:11,587.37,19.36
2024-08-31 05:54:12,587.37,19.36
2024-08-31 05:54:13,583.97,19.36
2024-08-31 05:54:14,588.22,19.36
2024-08-31 05:54:15,587.37,19.36
2024-08-31 05:54:16,588.22,19.36
2024-08-31 05:54:17,587.37,19.36
2024-08-31 05:54:18,584.82,19.36
2024-08-31 05:54:19,581.43,19.36
2024-08-31 05:54:20,587.37,19.36
2024-08-31 05:54:21,586.52,19.36
2024-08-31 05:54:22,582.28,19.36
2024-08-31 05:54:23,580.58,19.36
2024-08-31 05:54:24,586.52,19.36
2024-08-31 05:54:25,586.52,19.36
2024-08-31 05:54:26,586.52,19.36
2024-08-31 05:54:27,581.43,19.36
2024-08-31 05:54:28,586.52,19.36
2024-08-31 05:54:29,366.63,15.38
2024-08-31 05:54:30,217.28,8.74
2024-08-31 05:54:31,61.49,0.09
2024-08-31 05:54:32,15.95,4.91
2024-08-31 05:54:33,14.76,4.91
2024-08-31 05:54:34,14.17,4.91
2024-08-31 05:54:35,12.98,4.91
2024-08-31 05:54:36,12.39,4.91
2024-08-31 05:54:37,12.39,4.91
2024-08-31 05:54:38,11.80,4.91
2024-08-31 05:54:39,12.39,4.91
2024-08-31 05:54:40,11.20,4.91
2024-08-31 05:54:41,11.80,4.91
