time,4045（2500kN）力值曲线,4045（2500kN）位移曲线
2025-07-02 15:15:45,501.49,0.75
2025-07-02 15:15:46,553.57,1.61
2025-07-02 15:15:47,597.61,2.48
2025-07-02 15:15:48,604.14,3.07
2025-07-02 15:15:49,607.41,3.35
2025-07-02 15:15:50,617.22,3.63
2025-07-02 15:15:51,582.92,3.96
2025-07-02 15:15:52,586.18,4.36
2025-07-02 15:15:53,646.66,4.71
2025-07-02 15:15:54,600.88,4.96
2025-07-02 15:15:55,600.88,5.15
2025-07-02 15:15:56,610.68,5.36
2025-07-02 15:15:57,605.78,5.36
2025-07-02 15:15:58,679.43,5.76
2025-07-02 15:15:59,702.40,6.61
2025-07-02 15:16:00,649.94,7.31
2025-07-02 15:16:01,631.94,7.31
2025-07-02 15:16:02,631.94,7.31
2025-07-02 15:16:03,631.94,7.31
2025-07-02 15:16:04,630.30,7.31
2025-07-02 15:16:05,627.03,7.31
2025-07-02 15:16:06,625.39,7.31
2025-07-02 15:16:07,625.39,7.31
2025-07-02 15:16:08,622.12,7.31
2025-07-02 15:16:09,627.03,7.31
2025-07-02 15:16:10,625.39,7.31
2025-07-02 15:16:11,625.39,7.31
2025-07-02 15:16:12,627.03,7.31
2025-07-02 15:16:13,625.39,7.31
2025-07-02 15:16:14,625.39,7.31
2025-07-02 15:16:15,625.39,7.31
2025-07-02 15:16:16,625.39,7.31
2025-07-02 15:16:17,625.39,7.31
2025-07-02 15:16:18,622.12,7.31
2025-07-02 15:16:19,627.03,7.31
2025-07-02 15:16:20,623.76,7.31
2025-07-02 15:16:21,759.94,8.13
2025-07-02 15:16:22,768.17,8.97
2025-07-02 15:16:23,802.78,9.82
2025-07-02 15:16:24,822.59,10.64
2025-07-02 15:16:25,839.11,11.48
2025-07-02 15:16:26,850.68,12.30
2025-07-02 15:16:27,860.60,13.14
2025-07-02 15:16:28,873.84,13.96
2025-07-02 15:16:29,890.40,14.81
2025-07-02 15:16:30,897.02,15.63
2025-07-02 15:16:31,915.26,16.45
2025-07-02 15:16:32,931.85,17.27
2025-07-02 15:16:33,936.83,18.09
2025-07-02 15:16:34,943.48,18.91
2025-07-02 15:16:35,961.75,19.73
2025-07-02 15:16:36,973.39,20.55
2025-07-02 15:16:37,980.05,21.37
2025-07-02 15:16:38,995.02,22.19
2025-07-02 15:16:39,1010.01,22.99
2025-07-02 15:16:40,1020.01,23.81
2025-07-02 15:16:41,1020.01,24.63
2025-07-02 15:16:42,1031.69,25.43
2025-07-02 15:16:43,1050.04,26.25
2025-07-02 15:16:44,1058.39,27.04
2025-07-02 15:16:45,986.70,27.30
2025-07-02 15:16:46,985.04,27.30
2025-07-02 15:16:47,980.05,27.30
2025-07-02 15:16:48,978.38,27.30
2025-07-02 15:16:49,976.72,27.30
2025-07-02 15:16:50,976.72,27.30
2025-07-02 15:16:51,968.40,27.30
2025-07-02 15:16:52,975.06,27.30
2025-07-02 15:16:53,971.73,27.30
2025-07-02 15:16:54,973.39,27.30
2025-07-02 15:16:55,971.73,27.30
2025-07-02 15:16:56,971.73,27.30
2025-07-02 15:16:57,971.73,27.30
2025-07-02 15:16:58,966.74,27.30
2025-07-02 15:16:59,970.07,27.30
2025-07-02 15:17:00,961.75,27.30
2025-07-02 15:17:01,966.74,27.30
2025-07-02 15:17:02,971.73,27.30
2025-07-02 15:17:03,965.08,27.30
2025-07-02 15:17:04,970.07,27.30
2025-07-02 15:17:05,968.40,27.30
2025-07-02 15:17:06,971.73,27.30
2025-07-02 15:17:07,970.07,27.30
2025-07-02 15:17:08,965.08,27.30
2025-07-02 15:17:09,1081.78,27.98
2025-07-02 15:17:10,1111.89,28.78
2025-07-02 15:17:11,1133.67,29.55
2025-07-02 15:17:12,1155.47,30.35
2025-07-02 15:17:13,1173.93,31.14
2025-07-02 15:17:14,1195.77,31.92
2025-07-02 15:17:15,1200.81,32.71
2025-07-02 15:17:16,1209.22,33.51
2025-07-02 15:17:17,1212.58,34.05
2025-07-02 15:17:18,1160.50,34.61
2025-07-02 15:17:19,1182.32,35.13
2025-07-02 15:17:20,1237.83,35.43
2025-07-02 15:17:21,1239.51,35.74
2025-07-02 15:17:22,1236.14,36.07
2025-07-02 15:17:23,1187.36,36.39
2025-07-02 15:17:24,1195.77,36.77
2025-07-02 15:17:25,1202.49,37.10
2025-07-02 15:17:26,1195.77,37.45
2025-07-02 15:17:27,1269.85,37.75
2025-07-02 15:17:28,1276.60,38.08
2025-07-02 15:17:29,1220.99,38.39
2025-07-02 15:17:30,1215.95,38.55
2025-07-02 15:17:31,1283.34,38.88
2025-07-02 15:17:32,1220.99,39.04
2025-07-02 15:17:33,1266.47,39.25
2025-07-02 15:17:34,1237.83,39.58
2025-07-02 15:17:35,1237.83,39.77
2025-07-02 15:17:36,1237.83,39.93
2025-07-02 15:17:37,1283.34,40.00
2025-07-02 15:17:38,1231.09,40.12
2025-07-02 15:17:39,1231.09,40.28
2025-07-02 15:17:40,1241.20,40.45
2025-07-02 15:17:41,1231.09,40.45
2025-07-02 15:17:42,1237.83,40.64
2025-07-02 15:17:43,1231.09,40.64
2025-07-02 15:17:44,1244.56,40.80
2025-07-02 15:17:45,1236.14,40.80
2025-07-02 15:17:46,1231.09,40.80
2025-07-02 15:17:47,1239.51,40.96
2025-07-02 15:17:48,1236.14,40.96
2025-07-02 15:17:49,1234.46,40.96
2025-07-02 15:17:50,1227.72,41.01
2025-07-02 15:17:51,1231.09,41.01
2025-07-02 15:17:52,1239.51,41.20
2025-07-02 15:17:53,1236.14,41.20
2025-07-02 15:17:54,1232.78,41.20
2025-07-02 15:17:55,1231.09,41.20
2025-07-02 15:17:56,1234.46,41.25
2025-07-02 15:17:57,1231.09,41.25
2025-07-02 15:17:58,1247.93,41.41
2025-07-02 15:17:59,1237.83,41.41
2025-07-02 15:18:00,1229.41,41.41
2025-07-02 15:18:01,1229.41,41.41
2025-07-02 15:18:02,1231.09,41.41
2025-07-02 15:18:03,1232.78,41.41
2025-07-02 15:18:04,1244.56,41.57
2025-07-02 15:18:05,1239.51,41.57
2025-07-02 15:18:06,1239.51,41.57
2025-07-02 15:18:07,1237.83,41.57
2025-07-02 15:18:08,1236.14,41.57
2025-07-02 15:18:09,1234.46,41.57
2025-07-02 15:18:10,1227.72,41.57
2025-07-02 15:18:11,1231.09,41.57
2025-07-02 15:18:12,1232.78,41.57
2025-07-02 15:18:13,1244.56,41.74
2025-07-02 15:18:14,1236.14,41.74
2025-07-02 15:18:15,1237.83,41.74
2025-07-02 15:18:16,1237.83,41.74
2025-07-02 15:18:17,1236.14,41.74
2025-07-02 15:18:18,1234.46,41.74
2025-07-02 15:18:19,1229.41,41.74
2025-07-02 15:18:20,1232.78,41.74
2025-07-02 15:18:21,1231.09,41.74
2025-07-02 15:18:22,1231.09,41.74
2025-07-02 15:18:23,1231.09,41.74
2025-07-02 15:18:24,1237.83,41.76
2025-07-02 15:18:25,1236.14,41.76
2025-07-02 15:18:26,1234.46,41.76
2025-07-02 15:18:27,1229.41,41.76
2025-07-02 15:18:28,1234.46,41.76
2025-07-02 15:18:29,1231.09,41.76
2025-07-02 15:18:30,1234.46,41.76
2025-07-02 15:18:31,1231.09,41.81
2025-07-02 15:18:32,1237.83,41.81
2025-07-02 15:18:33,1231.09,41.81
2025-07-02 15:18:34,1234.46,41.81
2025-07-02 15:18:35,1234.46,41.81
2025-07-02 15:18:36,1234.46,41.81
2025-07-02 15:18:37,1226.04,41.81
2025-07-02 15:18:38,1237.83,41.83
2025-07-02 15:18:39,1237.83,41.83
2025-07-02 15:18:40,1236.14,41.83
2025-07-02 15:18:41,1229.41,41.83
2025-07-02 15:18:42,1234.46,41.83
2025-07-02 15:18:43,1231.09,41.83
2025-07-02 15:18:44,1224.36,41.83
2025-07-02 15:18:45,1231.09,41.83
2025-07-02 15:18:46,1227.72,41.83
2025-07-02 15:18:47,1229.41,41.83
2025-07-02 15:18:48,1231.09,41.88
2025-07-02 15:18:49,1231.09,41.88
2025-07-02 15:18:50,1234.46,41.88
2025-07-02 15:18:51,1229.41,41.88
2025-07-02 15:18:52,1234.46,41.88
2025-07-02 15:18:53,1229.41,41.88
2025-07-02 15:18:54,1234.46,41.88
2025-07-02 15:18:55,1229.41,41.88
2025-07-02 15:18:56,1226.04,41.88
2025-07-02 15:18:57,1224.36,41.88
2025-07-02 15:18:58,1232.78,41.93
2025-07-02 15:18:59,1237.83,41.93
2025-07-02 15:19:00,1227.72,41.93
2025-07-02 15:19:01,1227.72,41.93
2025-07-02 15:19:02,1236.14,41.93
2025-07-02 15:19:03,1236.14,41.93
2025-07-02 15:19:04,1008.35,41.08
2025-07-02 15:19:05,910.29,39.49
2025-07-02 15:19:06,687.63,37.75
2025-07-02 15:19:07,481.99,35.90
2025-07-02 15:19:08,222.28,33.91
2025-07-02 15:19:09,26.17,31.73
2025-07-02 15:19:10,23.00,31.73
2025-07-02 15:19:11,19.83,31.73
2025-07-02 15:19:12,16.66,31.73
2025-07-02 15:19:13,15.07,31.73
2025-07-02 15:19:14,16.66,31.73
2025-07-02 15:19:15,15.07,31.73
2025-07-02 15:19:16,15.07,31.73
2025-07-02 15:19:17,13.49,31.73
2025-07-02 15:19:18,11.90,31.73
