time,3073（YDC1200-200型kN）力值曲线,3073（YDC1200-200型kN）位移曲线
2024-08-30 20:25:54,214.12,1.66
2024-08-30 20:25:55,245.47,3.38
2024-08-30 20:25:56,276.04,5.08
2024-08-30 20:25:57,305.73,6.70
2024-08-30 20:25:58,334.49,8.26
2024-08-30 20:25:59,369.79,9.80
2024-08-30 20:26:00,401.93,11.32
2024-08-30 20:26:01,432.29,12.77
2024-08-30 20:26:02,463.94,14.21
2024-08-30 20:26:03,496.10,15.58
2024-08-30 20:26:04,528.77,16.89
2024-08-30 20:26:05,566.15,18.18
2024-08-30 20:26:06,589.73,19.41
2024-08-30 20:26:07,588.04,19.80
2024-08-30 20:26:08,585.50,19.80
2024-08-30 20:26:09,581.28,19.80
2024-08-30 20:26:10,582.97,19.80
2024-08-30 20:26:11,580.44,19.80
2024-08-30 20:26:12,579.60,19.80
2024-08-30 20:26:13,576.23,19.80
2024-08-30 20:26:14,577.91,19.80
2024-08-30 20:26:15,577.91,19.80
2024-08-30 20:26:16,576.23,19.80
2024-08-30 20:26:17,575.38,19.80
2024-08-30 20:26:18,573.70,19.80
2024-08-30 20:26:19,572.02,19.80
2024-08-30 20:26:20,575.38,19.80
2024-08-30 20:26:21,572.02,19.80
2024-08-30 20:26:22,573.70,19.80
2024-08-30 20:26:23,572.02,19.80
2024-08-30 20:26:24,572.02,19.80
2024-08-30 20:26:25,572.02,19.80
2024-08-30 20:26:26,572.02,19.80
2024-08-30 20:26:27,569.50,19.80
2024-08-30 20:26:28,565.31,19.80
2024-08-30 20:26:29,571.18,19.80
2024-08-30 20:26:30,568.66,19.80
2024-08-30 20:26:31,566.15,19.80
2024-08-30 20:26:32,568.66,19.80
2024-08-30 20:26:33,567.83,19.80
2024-08-30 20:26:34,568.66,19.80
2024-08-30 20:26:35,566.15,19.80
2024-08-30 20:26:36,568.66,19.80
2024-08-30 20:26:37,568.66,19.80
2024-08-30 20:26:38,566.15,19.80
2024-08-30 20:26:39,567.83,19.80
2024-08-30 20:26:40,568.66,19.80
2024-08-30 20:26:41,565.31,19.80
2024-08-30 20:26:42,566.99,19.80
2024-08-30 20:26:43,566.99,19.80
2024-08-30 20:26:44,566.99,19.80
2024-08-30 20:26:45,566.99,19.80
2024-08-30 20:26:46,563.64,19.80
2024-08-30 20:26:47,566.99,19.80
2024-08-30 20:26:48,565.31,19.80
2024-08-30 20:26:49,565.31,19.80
2024-08-30 20:26:50,565.31,19.80
2024-08-30 20:26:51,565.31,19.80
2024-08-30 20:26:52,565.31,19.80
2024-08-30 20:26:53,565.31,19.80
2024-08-30 20:26:54,563.64,19.80
2024-08-30 20:26:55,564.47,19.80
2024-08-30 20:26:56,564.47,19.80
2024-08-30 20:26:57,565.31,19.80
2024-08-30 20:26:58,564.47,19.80
2024-08-30 20:26:59,561.96,19.80
2024-08-30 20:27:00,564.47,19.80
2024-08-30 20:27:01,565.31,19.80
2024-08-30 20:27:02,563.64,19.80
2024-08-30 20:27:03,560.29,19.80
2024-08-30 20:27:04,563.64,19.80
2024-08-30 20:27:05,562.80,19.80
2024-08-30 20:27:06,564.47,19.80
2024-08-30 20:27:07,563.64,19.80
2024-08-30 20:27:08,403.48,17.68
2024-08-30 20:27:09,178.71,11.94
2024-08-30 20:27:10,25.95,6.81
2024-08-30 20:27:11,23.58,6.81
2024-08-30 20:27:12,23.58,6.81
2024-08-30 20:27:13,22.98,6.81
2024-08-30 20:27:14,24.76,6.81
2024-08-30 20:27:15,24.76,6.81
2024-08-30 20:27:16,24.76,6.81
2024-08-30 20:27:17,24.17,6.81
2024-08-30 20:27:18,24.17,6.81
2024-08-30 20:27:19,24.17,6.81
