time,3071（YDC-1000kN）力值曲线,3071（YDC-1000kN）位移曲线
2024-08-30 09:30:17,210.87,1.44
2024-08-30 09:30:18,243.11,2.94
2024-08-30 09:30:19,271.82,4.31
2024-08-30 09:30:20,303.23,5.57
2024-08-30 09:30:21,330.13,6.81
2024-08-30 09:30:22,358.21,7.94
2024-08-30 09:30:23,386.00,8.95
2024-08-30 09:30:24,408.85,9.90
2024-08-30 09:30:25,431.22,10.74
2024-08-30 09:30:26,450.72,11.53
2024-08-30 09:30:27,469.63,12.20
2024-08-30 09:30:28,488.73,12.87
2024-08-30 09:30:29,503.17,13.44
2024-08-30 09:30:30,513.67,13.95
2024-08-30 09:30:31,527.47,14.41
2024-08-30 09:30:32,541.38,14.87
2024-08-30 09:30:33,554.54,15.22
2024-08-30 09:30:34,566.13,15.58
2024-08-30 09:30:35,568.63,15.93
2024-08-30 09:30:36,581.13,16.23
2024-08-30 09:30:37,589.50,16.49
2024-08-30 09:30:38,594.54,16.74
2024-08-30 09:30:39,602.13,16.94
2024-08-30 09:30:40,609.73,17.19
2024-08-30 09:30:41,613.97,17.33
2024-08-30 09:30:42,620.77,17.53
2024-08-30 09:30:43,617.37,17.68
2024-08-30 09:30:44,618.22,17.68
2024-08-30 09:30:45,617.37,17.68
2024-08-30 09:30:46,617.37,17.68
2024-08-30 09:30:47,611.43,17.68
2024-08-30 09:30:48,613.97,17.68
2024-08-30 09:30:49,614.82,17.68
2024-08-30 09:30:50,609.73,17.68
2024-08-30 09:30:51,613.12,17.68
2024-08-30 09:30:52,609.73,17.68
2024-08-30 09:30:53,614.82,17.68
2024-08-30 09:30:54,613.12,17.68
2024-08-30 09:30:55,613.12,17.68
2024-08-30 09:30:56,613.12,17.68
2024-08-30 09:30:57,613.12,17.68
2024-08-30 09:30:58,612.28,17.68
2024-08-30 09:30:59,613.12,17.68
2024-08-30 09:31:00,613.12,17.68
2024-08-30 09:31:01,613.12,17.68
2024-08-30 09:31:02,613.12,17.68
2024-08-30 09:31:03,611.43,17.68
2024-08-30 09:31:04,607.20,17.68
2024-08-30 09:31:05,607.20,17.68
2024-08-30 09:31:06,611.43,17.68
2024-08-30 09:31:07,610.58,17.68
2024-08-30 09:31:08,612.28,17.68
2024-08-30 09:31:09,610.58,17.68
2024-08-30 09:31:10,611.43,17.68
2024-08-30 09:31:11,611.43,17.68
2024-08-30 09:31:12,611.43,17.68
2024-08-30 09:31:13,608.04,17.68
2024-08-30 09:31:14,610.58,17.68
2024-08-30 09:31:15,611.43,17.68
2024-08-30 09:31:16,612.28,17.68
2024-08-30 09:31:17,609.73,17.68
2024-08-30 09:31:18,611.43,17.68
2024-08-30 09:31:19,608.89,17.68
2024-08-30 09:31:20,610.58,17.68
2024-08-30 09:31:21,609.73,17.68
2024-08-30 09:31:22,610.58,17.68
2024-08-30 09:31:23,608.89,17.68
2024-08-30 09:31:24,609.73,17.68
2024-08-30 09:31:25,609.73,17.68
2024-08-30 09:31:26,610.58,17.68
2024-08-30 09:31:27,611.43,17.68
2024-08-30 09:31:28,610.58,17.68
2024-08-30 09:31:29,608.89,17.68
2024-08-30 09:31:30,609.73,17.68
2024-08-30 09:31:31,609.73,17.68
2024-08-30 09:31:32,608.04,17.68
2024-08-30 09:31:33,611.43,17.68
2024-08-30 09:31:34,610.58,17.68
2024-08-30 09:31:35,609.73,17.68
2024-08-30 09:31:36,607.20,17.68
2024-08-30 09:31:37,607.20,17.68
2024-08-30 09:31:38,609.73,17.68
2024-08-30 09:31:39,609.73,17.68
2024-08-30 09:31:40,609.73,17.68
2024-08-30 09:31:41,609.73,17.68
2024-08-30 09:31:42,609.73,17.68
2024-08-30 09:31:43,609.73,17.68
2024-08-30 09:31:44,609.73,17.68
2024-08-30 09:31:45,609.73,17.68
2024-08-30 09:31:46,609.73,17.68
2024-08-30 09:31:47,609.73,17.68
2024-08-30 09:31:48,609.73,17.68
2024-08-30 09:31:49,608.89,17.68
