time,3071（YDC1200-200型kN）力值曲线,3071（YDC1200-200型kN）位移曲线
2024-09-09 20:06:36,276.78,1.66
2024-09-09 20:06:37,310.46,3.43
2024-09-09 20:06:38,340.42,5.19
2024-09-09 20:06:39,370.17,6.92
2024-09-09 20:06:40,389.79,8.10
2024-09-09 20:06:41,430.44,9.80
2024-09-09 20:06:42,455.43,11.42
2024-09-09 20:06:43,491.13,12.98
2024-09-09 20:06:44,521.78,14.56
2024-09-09 20:06:45,545.48,15.58
2024-09-09 20:06:46,573.62,17.09
2024-09-09 20:06:47,594.54,18.52
2024-09-09 20:06:48,621.62,19.21
2024-09-09 20:06:49,613.12,19.60
2024-09-09 20:06:50,609.73,19.60
2024-09-09 20:06:51,607.20,19.60
2024-09-09 20:06:52,602.97,19.60
2024-09-09 20:06:53,604.66,19.60
2024-09-09 20:06:54,598.75,19.60
2024-09-09 20:06:55,599.60,19.60
2024-09-09 20:06:56,601.28,19.60
2024-09-09 20:06:57,596.23,19.60
2024-09-09 20:06:58,596.23,19.60
2024-09-09 20:06:59,596.23,19.60
2024-09-09 20:07:00,597.07,19.60
2024-09-09 20:07:01,597.07,19.60
2024-09-09 20:07:02,596.23,19.60
2024-09-09 20:07:03,590.34,19.60
2024-09-09 20:07:04,595.38,19.60
2024-09-09 20:07:05,595.38,19.60
2024-09-09 20:07:06,594.54,19.60
2024-09-09 20:07:07,593.70,19.60
2024-09-09 20:07:08,593.70,19.60
2024-09-09 20:07:09,592.86,19.60
2024-09-09 20:07:10,592.02,19.60
2024-09-09 20:07:11,586.15,19.60
2024-09-09 20:07:12,590.34,19.60
2024-09-09 20:07:13,586.15,19.60
2024-09-09 20:07:14,586.99,19.60
2024-09-09 20:07:15,590.34,19.60
2024-09-09 20:07:16,589.50,19.60
2024-09-09 20:07:17,590.34,19.60
2024-09-09 20:07:18,588.66,19.60
2024-09-09 20:07:19,589.50,19.60
2024-09-09 20:07:20,587.83,19.60
2024-09-09 20:07:21,586.15,19.60
2024-09-09 20:07:22,583.64,19.60
2024-09-09 20:07:23,538.92,19.02
2024-09-09 20:07:24,461.73,16.94
2024-09-09 20:07:25,376.93,13.90
2024-09-09 20:07:26,270.41,10.32
2024-09-09 20:07:27,169.43,6.60
2024-09-09 20:07:28,84.70,2.99
2024-09-09 20:07:29,77.94,2.99
2024-09-09 20:07:30,69.41,2.99
2024-09-09 20:07:31,63.35,2.99
2024-09-09 20:07:32,59.72,2.99
2024-09-09 20:07:33,56.72,2.99
2024-09-09 20:07:34,54.32,2.99
2024-09-09 20:07:35,51.92,2.99
2024-09-09 20:07:36,50.13,2.99
2024-09-09 20:07:37,48.93,2.99
