time,3073（YDC-1000kN）力值曲线,3073（YDC-1000kN）位移曲线
2024-09-02 06:43:39,241.96,1.60
2024-09-02 06:43:40,279.63,3.21
2024-09-02 06:43:41,324.85,4.80
2024-09-02 06:43:42,367.51,6.38
2024-09-02 06:43:43,403.48,7.88
2024-09-02 06:43:44,453.59,9.32
2024-09-02 06:43:45,499.34,10.74
2024-09-02 06:43:46,537.02,12.05
2024-09-02 06:43:47,579.60,13.34
2024-09-02 06:43:48,622.15,14.62
2024-09-02 06:43:49,632.48,15.38
2024-09-02 06:43:50,624.73,15.38
2024-09-02 06:43:51,622.15,15.38
2024-09-02 06:43:52,618.71,15.38
2024-09-02 06:43:53,623.01,15.38
2024-09-02 06:43:54,621.29,15.38
2024-09-02 06:43:55,620.43,15.38
2024-09-02 06:43:56,618.71,15.38
2024-09-02 06:43:57,614.43,15.38
2024-09-02 06:43:58,617.86,15.38
2024-09-02 06:43:59,617.00,15.38
2024-09-02 06:44:00,616.14,15.38
2024-09-02 06:44:01,616.14,15.38
2024-09-02 06:44:02,615.29,15.38
2024-09-02 06:44:03,613.57,15.38
2024-09-02 06:44:04,611.86,15.38
2024-09-02 06:44:05,609.30,15.38
2024-09-02 06:44:06,613.57,15.38
2024-09-02 06:44:07,612.72,15.38
2024-09-02 06:44:08,611.86,15.38
2024-09-02 06:44:09,607.59,15.38
2024-09-02 06:44:10,611.86,15.38
2024-09-02 06:44:11,607.59,15.38
2024-09-02 06:44:12,607.59,15.38
2024-09-02 06:44:13,609.30,15.38
2024-09-02 06:44:14,609.30,15.38
2024-09-02 06:44:15,604.18,15.38
2024-09-02 06:44:16,609.30,15.38
2024-09-02 06:44:17,609.30,15.38
2024-09-02 06:44:18,605.03,15.38
2024-09-02 06:44:19,604.18,15.38
2024-09-02 06:44:20,605.88,15.38
2024-09-02 06:44:21,607.59,15.38
2024-09-02 06:44:22,605.03,15.38
2024-09-02 06:44:23,604.18,15.38
2024-09-02 06:44:24,604.18,15.38
2024-09-02 06:44:25,607.59,15.38
2024-09-02 06:44:26,605.03,15.38
2024-09-02 06:44:27,607.59,15.38
2024-09-02 06:44:28,607.59,15.38
2024-09-02 06:44:29,605.03,15.38
2024-09-02 06:44:30,601.62,15.38
2024-09-02 06:44:31,604.18,15.38
2024-09-02 06:44:32,607.59,15.38
2024-09-02 06:44:33,605.03,15.38
2024-09-02 06:44:34,604.18,15.38
2024-09-02 06:44:35,606.74,15.38
2024-09-02 06:44:36,607.59,15.38
2024-09-02 06:44:37,606.74,15.38
2024-09-02 06:44:38,600.77,15.38
2024-09-02 06:44:39,600.77,15.38
2024-09-02 06:44:40,606.74,15.38
2024-09-02 06:44:41,605.88,15.38
2024-09-02 06:44:42,606.74,15.38
2024-09-02 06:44:43,606.74,15.38
2024-09-02 06:44:44,605.03,15.38
2024-09-02 06:44:45,606.74,15.38
2024-09-02 06:44:46,605.88,15.38
2024-09-02 06:44:47,606.74,15.38
2024-09-02 06:44:48,554.45,14.92
2024-09-02 06:44:49,277.47,10.38
2024-09-02 06:44:50,23.58,4.31
2024-09-02 06:44:51,22.39,4.31
2024-09-02 06:44:52,22.39,4.31
2024-09-02 06:44:53,21.80,4.31
2024-09-02 06:44:54,21.80,4.31
2024-09-02 06:44:55,20.61,4.31
2024-09-02 06:44:56,21.20,4.31
2024-09-02 06:44:57,20.61,4.31
2024-09-02 06:44:58,20.61,4.31
2024-09-02 06:44:59,20.61,4.31
