time,3072（YDC-1000型kN）力值曲线,3072（YDC-1000型kN）位移曲线
2024-08-28 16:47:54,190.41,1.04
2024-08-28 16:47:55,229.73,2.22
2024-08-28 16:47:56,261.15,3.38
2024-08-28 16:47:57,272.26,4.53
2024-08-28 16:47:58,288.67,5.68
2024-08-28 16:47:59,334.23,6.81
2024-08-28 16:48:00,359.78,7.94
2024-08-28 16:48:01,363.68,9.00
2024-08-28 16:48:02,407.13,10.11
2024-08-28 16:48:03,440.15,11.16
2024-08-28 16:48:04,444.22,12.20
2024-08-28 16:48:05,497.79,13.23
2024-08-28 16:48:06,519.60,14.26
2024-08-28 16:48:07,541.62,15.28
2024-08-28 16:48:08,581.99,16.28
2024-08-28 16:48:09,590.67,17.28
2024-08-28 16:48:10,642.55,18.23
2024-08-28 16:48:11,620.43,18.48
2024-08-28 16:48:12,636.33,19.02
2024-08-28 16:48:13,647.88,19.51
2024-08-28 16:48:14,657.70,19.65
2024-08-28 16:48:15,655.91,19.65
2024-08-28 16:48:16,653.23,19.65
2024-08-28 16:48:17,646.99,19.65
2024-08-28 16:48:18,648.77,19.65
2024-08-28 16:48:19,649.67,19.65
2024-08-28 16:48:20,649.67,19.65
2024-08-28 16:48:21,645.21,19.65
2024-08-28 16:48:22,648.77,19.65
2024-08-28 16:48:23,642.55,19.65
2024-08-28 16:48:24,646.99,19.65
2024-08-28 16:48:25,643.43,19.65
2024-08-28 16:48:26,646.10,19.65
2024-08-28 16:48:27,645.21,19.65
2024-08-28 16:48:28,643.43,19.65
2024-08-28 16:48:29,641.66,19.65
2024-08-28 16:48:30,639.88,19.65
2024-08-28 16:48:31,639.88,19.65
2024-08-28 16:48:32,641.66,19.65
2024-08-28 16:48:33,643.43,19.65
2024-08-28 16:48:34,641.66,19.65
2024-08-28 16:48:35,644.32,19.65
2024-08-28 16:48:36,643.43,19.65
2024-08-28 16:48:37,641.66,19.65
2024-08-28 16:48:38,639.88,19.65
2024-08-28 16:48:39,641.66,19.65
2024-08-28 16:48:40,638.11,19.65
2024-08-28 16:48:41,638.11,19.65
2024-08-28 16:48:42,637.22,19.65
2024-08-28 16:48:43,641.66,19.65
2024-08-28 16:48:44,635.45,19.65
2024-08-28 16:48:45,634.56,19.65
2024-08-28 16:48:46,639.88,19.65
2024-08-28 16:48:47,641.66,19.65
2024-08-28 16:48:48,640.77,19.65
2024-08-28 16:48:49,636.33,19.65
2024-08-28 16:48:50,638.99,19.65
2024-08-28 16:48:51,639.88,19.65
2024-08-28 16:48:52,633.68,19.65
2024-08-28 16:48:53,639.88,19.65
2024-08-28 16:48:54,638.11,19.65
2024-08-28 16:48:55,638.99,19.65
2024-08-28 16:48:56,638.11,19.65
2024-08-28 16:48:57,638.11,19.65
2024-08-28 16:48:58,633.68,19.65
2024-08-28 16:48:59,636.33,19.65
2024-08-28 16:49:00,638.11,19.65
2024-08-28 16:49:01,634.56,19.65
2024-08-28 16:49:02,634.56,19.65
2024-08-28 16:49:03,636.33,19.65
2024-08-28 16:49:04,634.56,19.65
2024-08-28 16:49:05,636.33,19.65
2024-08-28 16:49:06,634.56,19.65
2024-08-28 16:49:07,638.11,19.65
2024-08-28 16:49:08,634.56,19.65
2024-08-28 16:49:09,637.22,19.65
2024-08-28 16:49:10,638.11,19.65
2024-08-28 16:49:11,637.22,19.65
2024-08-28 16:49:12,637.22,19.65
2024-08-28 16:49:13,638.11,19.65
2024-08-28 16:49:14,635.45,19.65
2024-08-28 16:49:15,637.22,19.65
2024-08-28 16:49:16,633.68,19.65
2024-08-28 16:49:17,632.79,19.65
2024-08-28 16:49:18,634.56,19.65
2024-08-28 16:49:19,634.56,19.65
2024-08-28 16:49:20,636.33,19.65
2024-08-28 16:49:21,634.56,19.65
2024-08-28 16:49:22,631.90,19.65
2024-08-28 16:49:23,635.45,19.65
2024-08-28 16:49:24,629.25,19.65
2024-08-28 16:49:25,635.45,19.65
2024-08-28 16:49:26,635.45,19.65
2024-08-28 16:49:27,635.45,19.65
2024-08-28 16:49:28,635.45,19.65
2024-08-28 16:49:29,631.90,19.65
2024-08-28 16:49:30,631.90,19.65
2024-08-28 16:49:31,635.45,19.65
2024-08-28 16:49:32,634.56,19.65
2024-08-28 16:49:33,629.25,19.65
2024-08-28 16:49:34,634.56,19.65
2024-08-28 16:49:35,631.90,19.65
2024-08-28 16:49:36,635.45,19.65
2024-08-28 16:49:37,631.90,19.65
2024-08-28 16:49:38,634.56,19.65
2024-08-28 16:49:39,634.56,19.65
2024-08-28 16:49:40,634.56,19.65
2024-08-28 16:49:41,627.48,19.65
2024-08-28 16:49:42,631.02,19.65
2024-08-28 16:49:43,629.25,19.65
2024-08-28 16:49:44,633.68,19.65
2024-08-28 16:49:45,634.56,19.65
2024-08-28 16:49:46,631.90,19.65
2024-08-28 16:49:47,634.56,19.65
2024-08-28 16:49:48,629.25,19.65
2024-08-28 16:49:49,629.25,19.65
2024-08-28 16:49:50,627.48,19.65
2024-08-28 16:49:51,632.79,19.65
2024-08-28 16:49:52,628.37,19.65
2024-08-28 16:49:53,631.02,19.65
2024-08-28 16:49:54,633.68,19.65
2024-08-28 16:49:55,633.68,19.65
2024-08-28 16:49:56,634.56,19.65
2024-08-28 16:49:57,632.79,19.65
2024-08-28 16:49:58,631.02,19.65
2024-08-28 16:49:59,627.48,19.65
2024-08-28 16:50:00,627.48,19.65
2024-08-28 16:50:01,631.02,19.65
2024-08-28 16:50:02,632.79,19.65
2024-08-28 16:50:03,632.79,19.65
2024-08-28 16:50:04,632.79,19.65
2024-08-28 16:50:05,626.60,19.65
2024-08-28 16:50:06,627.48,19.65
2024-08-28 16:50:07,626.60,19.65
2024-08-28 16:50:08,631.90,19.65
2024-08-28 16:50:09,630.14,19.65
2024-08-28 16:50:10,628.37,19.65
2024-08-28 16:50:11,628.37,19.65
2024-08-28 16:50:12,631.02,19.65
2024-08-28 16:50:13,626.60,19.65
2024-08-28 16:50:14,631.02,19.65
2024-08-28 16:50:15,626.60,19.65
2024-08-28 16:50:16,631.02,19.65
2024-08-28 16:50:17,625.72,19.65
2024-08-28 16:50:18,629.25,19.65
2024-08-28 16:50:19,627.48,19.65
2024-08-28 16:50:20,630.14,19.65
2024-08-28 16:50:21,629.25,19.65
2024-08-28 16:50:22,631.02,19.65
2024-08-28 16:50:23,594.15,19.56
2024-08-28 16:50:24,521.28,18.62
2024-08-28 16:50:25,462.20,17.83
2024-08-28 16:50:26,412.73,17.14
2024-08-28 16:50:27,338.07,16.18
2024-08-28 16:50:28,245.00,14.92
2024-08-28 16:50:29,126.13,13.23
2024-08-28 16:50:30,69.82,12.15
2024-08-28 16:50:31,62.70,12.05
2024-08-28 16:50:32,-5.11,10.59
2024-08-28 16:50:33,-8.16,10.59
2024-08-28 16:50:34,-10.59,10.59
2024-08-28 16:50:35,-13.02,10.59
2024-08-28 16:50:36,-14.23,10.59
2024-08-28 16:50:37,-16.05,10.59
2024-08-28 16:50:38,-17.26,10.59
2024-08-28 16:50:39,-19.07,10.59
2024-08-28 16:50:40,-19.67,10.59
2024-08-28 16:50:41,-20.88,10.59
