time,3073（YDC1200-200型kN）力值曲线,3073（YDC1200-200型kN）位移曲线
2024-08-30 04:06:07,252.53,0.99
2024-08-30 04:06:08,289.01,2.05
2024-08-30 04:06:09,309.39,3.10
2024-08-30 04:06:10,316.00,4.15
2024-08-30 04:06:11,324.85,5.19
2024-08-30 04:06:12,359.20,6.16
2024-08-30 04:06:13,388.08,7.19
2024-08-30 04:06:14,395.76,8.15
2024-08-30 04:06:15,401.93,9.11
2024-08-30 04:06:16,439.37,10.06
2024-08-30 04:06:17,465.53,10.95
2024-08-30 04:06:18,467.13,11.89
2024-08-30 04:06:19,483.98,12.77
2024-08-30 04:06:20,523.84,13.70
2024-08-30 04:06:21,541.16,14.56
2024-08-30 04:06:22,536.20,15.38
2024-08-30 04:06:23,573.70,16.23
2024-08-30 04:06:24,600.77,17.09
2024-08-30 04:06:25,599.92,17.88
2024-08-30 04:06:26,599.92,18.03
2024-08-30 04:06:27,593.12,18.03
2024-08-30 04:06:28,593.12,18.03
2024-08-30 04:06:29,593.97,18.03
2024-08-30 04:06:30,592.28,18.03
2024-08-30 04:06:31,589.73,18.03
2024-08-30 04:06:32,593.12,18.03
2024-08-30 04:06:33,593.12,18.03
2024-08-30 04:06:34,592.28,18.03
2024-08-30 04:06:35,591.43,18.03
2024-08-30 04:06:36,587.20,18.03
2024-08-30 04:06:37,589.73,18.03
2024-08-30 04:06:38,583.81,18.03
2024-08-30 04:06:39,586.35,18.03
2024-08-30 04:06:40,588.89,18.03
2024-08-30 04:06:41,587.20,18.03
2024-08-30 04:06:42,586.35,18.03
2024-08-30 04:06:43,585.50,18.03
2024-08-30 04:06:44,586.35,18.03
2024-08-30 04:06:45,583.81,18.03
2024-08-30 04:06:46,585.50,18.03
2024-08-30 04:06:47,584.66,18.03
2024-08-30 04:06:48,585.50,18.03
2024-08-30 04:06:49,584.66,18.03
2024-08-30 04:06:50,584.66,18.03
2024-08-30 04:06:51,583.81,18.03
2024-08-30 04:06:52,580.44,18.03
2024-08-30 04:06:53,583.81,18.03
2024-08-30 04:06:54,579.60,18.03
2024-08-30 04:06:55,582.97,18.03
2024-08-30 04:06:56,583.81,18.03
2024-08-30 04:06:57,582.97,18.03
2024-08-30 04:06:58,582.13,18.03
2024-08-30 04:06:59,582.13,18.03
2024-08-30 04:07:00,582.97,18.03
2024-08-30 04:07:01,582.97,18.03
2024-08-30 04:07:02,579.60,18.03
2024-08-30 04:07:03,578.75,18.03
2024-08-30 04:07:04,581.28,18.03
2024-08-30 04:07:05,580.44,18.03
2024-08-30 04:07:06,579.60,18.03
2024-08-30 04:07:07,581.28,18.03
2024-08-30 04:07:08,581.28,18.03
2024-08-30 04:07:09,580.44,18.03
2024-08-30 04:07:10,579.60,18.03
2024-08-30 04:07:11,578.75,18.03
2024-08-30 04:07:12,578.75,18.03
2024-08-30 04:07:13,579.60,18.03
2024-08-30 04:07:14,579.60,18.03
2024-08-30 04:07:15,576.23,18.03
2024-08-30 04:07:16,576.23,18.03
2024-08-30 04:07:17,579.60,18.03
2024-08-30 04:07:18,577.91,18.03
2024-08-30 04:07:19,579.60,18.03
2024-08-30 04:07:20,578.75,18.03
2024-08-30 04:07:21,577.07,18.03
2024-08-30 04:07:22,573.70,18.03
2024-08-30 04:07:23,579.60,18.03
2024-08-30 04:07:24,577.91,18.03
2024-08-30 04:07:25,573.70,18.03
2024-08-30 04:07:26,577.07,18.03
2024-08-30 04:07:27,577.07,18.03
2024-08-30 04:07:28,572.86,18.03
2024-08-30 04:07:29,576.23,18.03
2024-08-30 04:07:30,576.23,18.03
2024-08-30 04:07:31,575.38,18.03
2024-08-30 04:07:32,574.54,18.03
2024-08-30 04:07:33,576.23,18.03
2024-08-30 04:07:34,576.23,18.03
2024-08-30 04:07:35,573.70,18.03
2024-08-30 04:07:36,573.70,18.03
2024-08-30 04:07:37,575.38,18.03
2024-08-30 04:07:38,574.54,18.03
2024-08-30 04:07:39,574.54,18.03
2024-08-30 04:07:40,572.02,18.03
2024-08-30 04:07:41,575.38,18.03
2024-08-30 04:07:42,574.54,18.03
2024-08-30 04:07:43,573.70,18.03
2024-08-30 04:07:44,570.34,18.03
2024-08-30 04:07:45,572.86,18.03
2024-08-30 04:07:46,572.02,18.03
2024-08-30 04:07:47,572.86,18.03
2024-08-30 04:07:48,574.54,18.03
2024-08-30 04:07:49,570.34,18.03
2024-08-30 04:07:50,573.70,18.03
2024-08-30 04:07:51,574.54,18.03
2024-08-30 04:07:52,573.70,18.03
2024-08-30 04:07:53,572.02,18.03
2024-08-30 04:07:54,574.54,18.03
2024-08-30 04:07:55,572.86,18.03
2024-08-30 04:07:56,575.38,18.03
2024-08-30 04:07:57,569.50,18.03
2024-08-30 04:07:58,572.02,18.03
2024-08-30 04:07:59,572.86,18.03
2024-08-30 04:08:00,569.50,18.03
2024-08-30 04:08:01,574.54,18.03
2024-08-30 04:08:02,570.34,18.03
2024-08-30 04:08:03,572.86,18.03
2024-08-30 04:08:04,573.70,18.03
2024-08-30 04:08:05,573.70,18.03
2024-08-30 04:08:06,572.86,18.03
2024-08-30 04:08:07,573.70,18.03
2024-08-30 04:08:08,573.70,18.03
