time,3071（YDC1200-200型kN）力值曲线,3071（YDC1200-200型kN）位移曲线
2024-09-09 20:35:25,277.48,1.66
2024-09-09 20:35:26,302.51,3.43
2024-09-09 20:35:27,334.53,5.13
2024-09-09 20:35:28,364.93,6.86
2024-09-09 20:35:29,395.86,8.52
2024-09-09 20:35:30,425.02,10.22
2024-09-09 20:35:31,438.22,11.21
2024-09-09 20:35:32,467.26,12.62
2024-09-09 20:35:33,491.13,13.95
2024-09-09 20:35:34,516.91,15.28
2024-09-09 20:35:35,547.95,16.59
2024-09-09 20:35:36,573.62,17.83
2024-09-09 20:35:37,597.91,19.11
2024-09-09 20:35:38,589.50,19.75
2024-09-09 20:35:39,590.34,19.75
2024-09-09 20:35:40,588.66,19.75
2024-09-09 20:35:41,587.83,19.75
2024-09-09 20:35:42,585.31,19.75
2024-09-09 20:35:43,585.31,19.75
2024-09-09 20:35:44,584.47,19.75
2024-09-09 20:35:45,583.64,19.75
2024-09-09 20:35:46,581.96,19.75
2024-09-09 20:35:47,581.96,19.75
2024-09-09 20:35:48,579.46,19.75
2024-09-09 20:35:49,581.13,19.75
2024-09-09 20:35:50,575.28,19.75
2024-09-09 20:35:51,577.79,19.75
2024-09-09 20:35:52,577.79,19.75
2024-09-09 20:35:53,577.79,19.75
2024-09-09 20:35:54,576.95,19.75
2024-09-09 20:35:55,571.95,19.75
2024-09-09 20:35:56,573.62,19.75
2024-09-09 20:35:57,573.62,19.75
2024-09-09 20:35:58,576.12,19.75
2024-09-09 20:35:59,576.12,19.75
2024-09-09 20:36:00,571.95,19.75
2024-09-09 20:36:01,575.28,19.75
2024-09-09 20:36:02,572.79,19.75
2024-09-09 20:36:03,573.62,19.75
2024-09-09 20:36:04,573.62,19.75
2024-09-09 20:36:05,572.79,19.75
2024-09-09 20:36:06,570.29,19.75
2024-09-09 20:36:07,570.29,19.75
2024-09-09 20:36:08,571.12,19.75
2024-09-09 20:36:09,571.95,19.75
2024-09-09 20:36:10,569.46,19.75
2024-09-09 20:36:11,570.29,19.75
2024-09-09 20:36:12,529.11,19.51
2024-09-09 20:36:13,391.30,16.54
2024-09-09 20:36:14,238.27,12.72
2024-09-09 20:36:15,72.45,7.35
2024-09-09 20:36:16,66.37,7.35
2024-09-09 20:36:17,63.35,7.35
2024-09-09 20:36:18,59.72,7.35
2024-09-09 20:36:19,56.72,7.35
2024-09-09 20:36:20,54.92,7.35
2024-09-09 20:36:21,52.52,7.35
2024-09-09 20:36:22,50.72,7.35
2024-09-09 20:36:23,49.53,7.35
2024-09-09 20:36:24,49.53,7.35
