time,3072（YDC1200-200型kN）力值曲线,3072（YDC1200-200型kN）位移曲线
2024-09-10 02:09:18,155.31,1.60
2024-09-10 02:09:19,189.90,3.21
2024-09-10 02:09:20,224.49,4.86
2024-09-10 02:09:21,260.54,6.43
2024-09-10 02:09:22,298.12,7.99
2024-09-10 02:09:23,334.10,9.53
2024-09-10 02:09:24,365.13,11.00
2024-09-10 02:09:25,410.56,12.51
2024-09-10 02:09:26,450.29,13.95
2024-09-10 02:09:27,486.52,15.33
2024-09-10 02:09:28,526.80,16.69
2024-09-10 02:09:29,559.01,18.03
2024-09-10 02:09:30,607.70,19.36
2024-09-10 02:09:31,647.36,20.72
2024-09-10 02:09:32,679.35,21.98
2024-09-10 02:09:33,704.29,23.26
2024-09-10 02:09:34,691.33,23.74
2024-09-10 02:09:35,678.43,23.74
2024-09-10 02:09:36,675.67,23.74
2024-09-10 02:09:37,671.08,23.74
2024-09-10 02:09:38,666.50,23.74
2024-09-10 02:09:39,670.17,23.74
2024-09-10 02:09:40,669.25,23.74
2024-09-10 02:09:41,669.25,23.74
2024-09-10 02:09:42,662.84,23.74
2024-09-10 02:09:43,664.67,23.74
2024-09-10 02:09:44,662.84,23.74
2024-09-10 02:09:45,664.67,23.74
2024-09-10 02:09:46,658.28,23.74
2024-09-10 02:09:47,660.10,23.74
2024-09-10 02:09:48,662.84,23.74
2024-09-10 02:09:49,653.72,23.74
2024-09-10 02:09:50,659.19,23.74
2024-09-10 02:09:51,661.02,23.74
2024-09-10 02:09:52,654.63,23.74
2024-09-10 02:09:53,659.19,23.74
2024-09-10 02:09:54,659.19,23.74
2024-09-10 02:09:55,659.19,23.74
2024-09-10 02:09:56,650.99,23.74
2024-09-10 02:09:57,656.46,23.74
2024-09-10 02:09:58,650.99,23.74
2024-09-10 02:09:59,656.46,23.74
2024-09-10 02:10:00,657.37,23.74
2024-09-10 02:10:01,650.99,23.74
2024-09-10 02:10:02,648.26,23.74
2024-09-10 02:10:03,654.63,23.74
2024-09-10 02:10:04,650.99,23.74
2024-09-10 02:10:05,652.81,23.74
2024-09-10 02:10:06,651.90,23.74
2024-09-10 02:10:07,647.36,23.74
2024-09-10 02:10:08,646.45,23.74
2024-09-10 02:10:09,651.90,23.74
2024-09-10 02:10:10,647.36,23.74
2024-09-10 02:10:11,652.81,23.74
2024-09-10 02:10:12,644.63,23.74
2024-09-10 02:10:13,650.08,23.74
2024-09-10 02:10:14,647.36,23.74
2024-09-10 02:10:15,647.36,23.74
2024-09-10 02:10:16,650.99,23.74
2024-09-10 02:10:17,649.17,23.74
2024-09-10 02:10:18,641.01,23.74
2024-09-10 02:10:19,648.26,23.74
2024-09-10 02:10:20,650.08,23.74
2024-09-10 02:10:21,648.26,23.74
2024-09-10 02:10:22,649.17,23.74
2024-09-10 02:10:23,648.26,23.74
2024-09-10 02:10:24,647.36,23.74
2024-09-10 02:10:25,485.67,23.03
2024-09-10 02:10:26,48.01,15.02
2024-09-10 02:10:27,-70.28,5.95
2024-09-10 02:10:28,-73.28,5.95
2024-09-10 02:10:29,-75.08,5.95
2024-09-10 02:10:30,-78.08,5.95
2024-09-10 02:10:31,-78.68,5.95
2024-09-10 02:10:32,-80.47,5.95
2024-09-10 02:10:33,-80.47,5.95
2024-09-10 02:10:34,-82.26,5.95
2024-09-10 02:10:35,-81.66,5.95
2024-09-10 02:10:36,-82.26,5.95
