time,3073（YDC1200-200型kN）力值曲线,3073（YDC1200-200型kN）位移曲线
2024-08-30 14:49:17,209.31,1.60
2024-08-30 14:49:18,237.75,3.32
2024-08-30 14:49:19,264.59,4.97
2024-08-30 14:49:20,291.18,6.60
2024-08-30 14:49:21,320.42,8.15
2024-08-30 14:49:22,350.17,9.64
2024-08-30 14:49:23,377.39,11.11
2024-08-30 14:49:24,408.12,12.51
2024-08-30 14:49:25,433.86,13.80
2024-08-30 14:49:26,461.54,15.12
2024-08-30 14:49:27,488.82,16.33
2024-08-30 14:49:28,515.64,17.58
2024-08-30 14:49:29,541.16,18.72
2024-08-30 14:49:30,562.80,19.80
2024-08-30 14:49:31,584.66,20.68
2024-08-30 14:49:32,606.74,21.59
2024-08-30 14:49:33,617.86,22.12
2024-08-30 14:49:34,617.00,22.12
2024-08-30 14:49:35,614.43,22.12
2024-08-30 14:49:36,611.86,22.12
2024-08-30 14:49:37,609.30,22.12
2024-08-30 14:49:38,611.01,22.12
2024-08-30 14:49:39,611.86,22.12
2024-08-30 14:49:40,605.03,22.12
2024-08-30 14:49:41,611.01,22.12
2024-08-30 14:49:42,608.44,22.12
2024-08-30 14:49:43,607.59,22.12
2024-08-30 14:49:44,604.18,22.12
2024-08-30 14:49:45,604.18,22.12
2024-08-30 14:49:46,604.18,22.12
2024-08-30 14:49:47,606.74,22.12
2024-08-30 14:49:48,600.77,22.12
2024-08-30 14:49:49,603.33,22.12
2024-08-30 14:49:50,605.03,22.12
2024-08-30 14:49:51,604.18,22.12
2024-08-30 14:49:52,603.33,22.12
2024-08-30 14:49:53,599.92,22.12
2024-08-30 14:49:54,598.22,22.12
2024-08-30 14:49:55,600.77,22.12
2024-08-30 14:49:56,600.77,22.12
2024-08-30 14:49:57,600.77,22.12
2024-08-30 14:49:58,600.77,22.12
2024-08-30 14:49:59,598.22,22.12
2024-08-30 14:50:00,597.37,22.12
2024-08-30 14:50:01,601.62,22.12
2024-08-30 14:50:02,600.77,22.12
2024-08-30 14:50:03,600.77,22.12
2024-08-30 14:50:04,45.16,14.36
2024-08-30 14:50:05,33.72,14.36
2024-08-30 14:50:06,28.93,14.36
2024-08-30 14:50:07,25.36,14.36
2024-08-30 14:50:08,22.98,14.36
2024-08-30 14:50:09,22.98,14.36
2024-08-30 14:50:10,22.39,14.36
2024-08-30 14:50:11,21.20,14.36
2024-08-30 14:50:12,21.20,14.36
2024-08-30 14:50:13,21.20,14.36
