time,3072（YDC1200-200型kN）力值曲线,3072（YDC1200-200型kN）位移曲线
2024-09-09 05:45:50,115.89,1.60
2024-09-09 05:45:51,143.94,3.32
2024-09-09 05:45:52,168.19,4.97
2024-09-09 05:45:53,195.73,6.54
2024-09-09 05:45:54,225.97,8.10
2024-09-09 05:45:55,252.97,9.53
2024-09-09 05:45:56,276.55,11.00
2024-09-09 05:45:57,308.22,12.36
2024-09-09 05:45:58,341.22,13.75
2024-09-09 05:45:59,369.15,15.07
2024-09-09 05:46:00,401.55,16.43
2024-09-09 05:46:01,432.82,17.68
2024-09-09 05:46:02,458.66,18.97
2024-09-09 05:46:03,489.92,20.24
2024-09-09 05:46:04,520.75,21.45
2024-09-09 05:46:05,556.38,22.69
2024-09-09 05:46:06,581.02,23.83
2024-09-09 05:46:07,614.86,25.00
2024-09-09 05:46:08,640.10,26.12
2024-09-09 05:46:09,656.46,26.81
2024-09-09 05:46:10,680.27,27.90
2024-09-09 05:46:11,690.40,28.40
2024-09-09 05:46:12,686.71,29.16
2024-09-09 05:46:13,677.51,29.16
2024-09-09 05:46:14,678.43,29.16
2024-09-09 05:46:15,681.19,29.16
2024-09-09 05:46:16,682.11,29.16
2024-09-09 05:46:17,677.51,29.16
2024-09-09 05:46:18,679.35,29.16
2024-09-09 05:46:19,673.83,29.16
2024-09-09 05:46:20,678.43,29.16
2024-09-09 05:46:21,677.51,29.16
2024-09-09 05:46:22,670.17,29.16
2024-09-09 05:46:23,672.92,29.16
2024-09-09 05:46:24,674.75,29.16
2024-09-09 05:46:25,672.92,29.16
2024-09-09 05:46:26,672.92,29.16
2024-09-09 05:46:27,672.00,29.16
2024-09-09 05:46:28,671.08,29.16
2024-09-09 05:46:29,669.25,29.16
2024-09-09 05:46:30,666.50,29.16
2024-09-09 05:46:31,670.17,29.16
2024-09-09 05:46:32,666.50,29.16
2024-09-09 05:46:33,668.33,29.16
2024-09-09 05:46:34,663.76,29.16
2024-09-09 05:46:35,662.84,29.16
2024-09-09 05:46:36,668.33,29.16
2024-09-09 05:46:37,664.67,29.16
2024-09-09 05:46:38,661.93,29.16
2024-09-09 05:46:39,665.59,29.16
2024-09-09 05:46:40,660.10,29.16
2024-09-09 05:46:41,665.59,29.16
2024-09-09 05:46:42,665.59,29.16
2024-09-09 05:46:43,613.97,28.98
2024-09-09 05:46:44,382.86,26.12
2024-09-09 05:46:45,1.14,17.68
2024-09-09 05:46:46,-80.47,11.94
2024-09-09 05:46:47,-80.47,11.94
2024-09-09 05:46:48,-81.66,11.94
2024-09-09 05:46:49,-82.26,11.94
2024-09-09 05:46:50,-82.86,11.94
2024-09-09 05:46:51,-82.86,11.94
2024-09-09 05:46:52,-82.86,11.94
2024-09-09 05:46:53,-82.86,11.94
2024-09-09 05:46:54,-83.45,11.94
2024-09-09 05:46:55,-84.05,11.94
