time,3074（YDC-1000型kN）力值曲线,3074（YDC-1000型kN）位移曲线
2024-08-31 07:08:54,253.17,1.60
2024-08-31 07:08:55,281.18,3.32
2024-08-31 07:08:56,318.55,5.02
2024-08-31 07:08:57,349.20,6.65
2024-08-31 07:08:58,381.92,8.26
2024-08-31 07:08:59,423.86,9.85
2024-08-31 07:09:00,455.53,11.42
2024-08-31 07:09:01,490.97,12.93
2024-08-31 07:09:02,533.64,14.46
2024-08-31 07:09:03,572.97,15.93
2024-08-31 07:09:04,603.57,17.33
2024-08-31 07:09:05,607.00,18.13
2024-08-31 07:09:06,606.14,18.13
2024-08-31 07:09:07,600.15,18.13
2024-08-31 07:09:08,601.86,18.13
2024-08-31 07:09:09,600.15,18.13
2024-08-31 07:09:10,597.59,18.13
2024-08-31 07:09:11,594.18,18.13
2024-08-31 07:09:12,596.74,18.13
2024-08-31 07:09:13,591.62,18.13
2024-08-31 07:09:14,595.03,18.13
2024-08-31 07:09:15,593.33,18.13
2024-08-31 07:09:16,589.07,18.13
2024-08-31 07:09:17,590.77,18.13
2024-08-31 07:09:18,591.62,18.13
2024-08-31 07:09:19,589.92,18.13
2024-08-31 07:09:20,590.77,18.13
2024-08-31 07:09:21,590.77,18.13
2024-08-31 07:09:22,583.12,18.13
2024-08-31 07:09:23,588.22,18.13
2024-08-31 07:09:24,587.37,18.13
2024-08-31 07:09:25,583.97,18.13
2024-08-31 07:09:26,584.82,18.13
2024-08-31 07:09:27,586.52,18.13
2024-08-31 07:09:28,583.12,18.13
2024-08-31 07:09:29,584.82,18.13
2024-08-31 07:09:30,584.82,18.13
2024-08-31 07:09:31,583.12,18.13
2024-08-31 07:09:32,583.12,18.13
2024-08-31 07:09:33,583.12,18.13
2024-08-31 07:09:34,582.28,18.13
2024-08-31 07:09:35,580.58,18.13
2024-08-31 07:09:36,583.12,18.13
2024-08-31 07:09:37,580.58,18.13
2024-08-31 07:09:38,581.43,18.13
2024-08-31 07:09:39,582.28,18.13
2024-08-31 07:09:40,581.43,18.13
2024-08-31 07:09:41,578.89,18.13
2024-08-31 07:09:42,579.73,18.13
2024-08-31 07:09:43,579.73,18.13
2024-08-31 07:09:44,578.89,18.13
2024-08-31 07:09:45,574.66,18.13
2024-08-31 07:09:46,579.73,18.13
2024-08-31 07:09:47,578.89,18.13
2024-08-31 07:09:48,578.89,18.13
2024-08-31 07:09:49,576.35,18.13
2024-08-31 07:09:50,579.73,18.13
2024-08-31 07:09:51,576.35,18.13
2024-08-31 07:09:52,576.35,18.13
2024-08-31 07:09:53,578.89,18.13
2024-08-31 07:09:54,578.89,18.13
2024-08-31 07:09:55,577.20,18.13
2024-08-31 07:09:56,577.20,18.13
2024-08-31 07:09:57,577.20,18.13
2024-08-31 07:09:58,578.04,18.13
2024-08-31 07:09:59,574.66,18.13
2024-08-31 07:10:00,572.97,18.13
2024-08-31 07:10:01,576.35,18.13
2024-08-31 07:10:02,576.35,18.13
2024-08-31 07:10:03,576.35,18.13
2024-08-31 07:10:04,572.13,18.13
2024-08-31 07:10:05,576.35,18.13
2024-08-31 07:10:06,576.35,18.13
2024-08-31 07:10:07,572.13,18.13
2024-08-31 07:10:08,576.35,18.13
2024-08-31 07:10:09,572.97,18.13
2024-08-31 07:10:10,576.35,18.13
2024-08-31 07:10:11,576.35,18.13
2024-08-31 07:10:12,575.50,18.13
2024-08-31 07:10:13,576.35,18.13
2024-08-31 07:10:14,575.50,18.13
2024-08-31 07:10:15,573.81,18.13
2024-08-31 07:10:16,575.50,18.13
2024-08-31 07:10:17,572.97,18.13
2024-08-31 07:10:18,574.66,18.13
2024-08-31 07:10:19,576.35,18.13
2024-08-31 07:10:20,573.81,18.13
2024-08-31 07:10:21,576.35,18.13
2024-08-31 07:10:22,571.28,18.13
2024-08-31 07:10:23,573.81,18.13
2024-08-31 07:10:24,575.50,18.13
2024-08-31 07:10:25,576.35,18.13
2024-08-31 07:10:26,576.35,18.13
2024-08-31 07:10:27,572.97,18.13
2024-08-31 07:10:28,575.50,18.13
2024-08-31 07:10:29,574.66,18.13
2024-08-31 07:10:30,570.44,18.13
2024-08-31 07:10:31,573.81,18.13
2024-08-31 07:10:32,572.97,18.13
2024-08-31 07:10:33,574.66,18.13
2024-08-31 07:10:34,573.81,18.13
2024-08-31 07:10:35,569.60,18.13
2024-08-31 07:10:36,572.97,18.13
2024-08-31 07:10:37,572.97,18.13
2024-08-31 07:10:38,573.81,18.13
2024-08-31 07:10:39,573.81,18.13
2024-08-31 07:10:40,571.28,18.13
2024-08-31 07:10:41,573.81,18.13
2024-08-31 07:10:42,573.81,18.13
2024-08-31 07:10:43,574.66,18.13
2024-08-31 07:10:44,572.97,18.13
2024-08-31 07:10:45,572.97,18.13
2024-08-31 07:10:46,572.97,18.13
2024-08-31 07:10:47,569.60,18.13
2024-08-31 07:10:48,572.97,18.13
2024-08-31 07:10:49,573.81,18.13
2024-08-31 07:10:50,571.28,18.13
2024-08-31 07:10:51,569.60,18.13
2024-08-31 07:10:52,573.81,18.13
2024-08-31 07:10:53,572.97,18.13
2024-08-31 07:10:54,572.97,18.13
2024-08-31 07:10:55,568.75,18.13
2024-08-31 07:10:56,572.97,18.13
2024-08-31 07:10:57,570.44,18.13
2024-08-31 07:10:58,569.60,18.13
2024-08-31 07:10:59,572.97,18.13
2024-08-31 07:11:00,569.60,18.13
2024-08-31 07:11:01,568.75,18.13
2024-08-31 07:11:02,569.60,18.13
2024-08-31 07:11:03,569.60,18.13
2024-08-31 07:11:04,572.13,18.13
2024-08-31 07:11:05,570.44,18.13
2024-08-31 07:11:06,572.13,18.13
2024-08-31 07:11:07,571.28,18.13
2024-08-31 07:11:08,567.91,18.13
2024-08-31 07:11:09,572.13,18.13
2024-08-31 07:11:10,569.60,18.13
2024-08-31 07:11:11,568.75,18.13
2024-08-31 07:11:12,567.07,18.13
2024-08-31 07:11:13,571.28,18.13
2024-08-31 07:11:14,572.13,18.13
2024-08-31 07:11:15,572.13,18.13
2024-08-31 07:11:16,572.13,18.13
2024-08-31 07:11:17,571.28,18.13
2024-08-31 07:11:18,570.44,18.13
2024-08-31 07:11:19,571.28,18.13
2024-08-31 07:11:20,567.91,18.13
2024-08-31 07:11:21,570.44,18.13
2024-08-31 07:11:22,566.23,18.13
2024-08-31 07:11:23,569.60,18.13
2024-08-31 07:11:24,570.44,18.13
2024-08-31 07:11:25,569.60,18.13
2024-08-31 07:11:26,569.60,18.13
2024-08-31 07:11:27,570.44,18.13
2024-08-31 07:11:28,567.91,18.13
2024-08-31 07:11:29,570.44,18.13
2024-08-31 07:11:30,565.38,18.13
2024-08-31 07:11:31,569.60,18.13
2024-08-31 07:11:32,564.54,18.13
2024-08-31 07:11:33,563.70,18.13
2024-08-31 07:11:34,569.60,18.13
2024-08-31 07:11:35,569.60,18.13
2024-08-31 07:11:36,568.75,18.13
2024-08-31 07:11:37,566.23,18.13
2024-08-31 07:11:38,565.38,18.13
2024-08-31 07:11:39,569.60,18.13
2024-08-31 07:11:40,569.60,18.13
2024-08-31 07:11:41,569.60,18.13
2024-08-31 07:11:42,566.23,18.13
2024-08-31 07:11:43,569.60,18.13
2024-08-31 07:11:44,568.75,18.13
2024-08-31 07:11:45,567.91,18.13
2024-08-31 07:11:46,569.60,18.13
2024-08-31 07:11:47,569.60,18.13
2024-08-31 07:11:48,567.07,18.13
2024-08-31 07:11:49,567.91,18.13
2024-08-31 07:11:50,565.38,18.13
2024-08-31 07:11:51,566.23,18.13
2024-08-31 07:11:52,566.23,18.13
2024-08-31 07:11:53,567.91,18.13
2024-08-31 07:11:54,569.60,18.13
2024-08-31 07:11:55,521.24,17.28
2024-08-31 07:11:56,471.56,15.83
2024-08-31 07:11:57,381.92,13.08
2024-08-31 07:11:58,247.48,8.68
2024-08-31 07:11:59,104.34,1.66
2024-08-31 07:12:00,24.92,4.15
2024-08-31 07:12:01,23.72,4.15
2024-08-31 07:12:02,20.72,4.15
2024-08-31 07:12:03,17.14,4.15
2024-08-31 07:12:04,17.14,4.15
2024-08-31 07:12:05,14.76,4.15
2024-08-31 07:12:06,14.76,4.15
2024-08-31 07:12:07,13.58,4.15
2024-08-31 07:12:08,12.39,4.15
2024-08-31 07:12:09,11.80,4.15
