time,4044（2500kN）力值曲线,4044（2500kN）位移曲线
2025-07-25 18:23:07,537.28,0.82
2025-07-25 18:23:08,547.05,1.75
2025-07-25 18:23:09,578.02,2.67
2025-07-25 18:23:10,591.08,3.58
2025-07-25 18:23:11,592.71,4.31
2025-07-25 18:23:12,563.35,4.96
2025-07-25 18:23:13,605.78,5.43
2025-07-25 18:23:14,594.35,5.97
2025-07-25 18:23:15,615.58,6.32
2025-07-25 18:23:16,625.39,6.70
2025-07-25 18:23:17,586.18,7.10
2025-07-25 18:23:18,597.61,7.43
2025-07-25 18:23:19,640.12,7.64
2025-07-25 18:23:20,597.61,7.75
2025-07-25 18:23:21,600.88,7.92
2025-07-25 18:23:22,597.61,7.92
2025-07-25 18:23:23,599.24,8.08
2025-07-25 18:23:24,600.88,8.08
2025-07-25 18:23:25,599.24,8.08
2025-07-25 18:23:26,671.24,8.62
2025-07-25 18:23:27,687.63,9.51
2025-07-25 18:23:28,692.55,10.38
2025-07-25 18:23:29,715.54,11.27
2025-07-25 18:23:30,730.33,12.16
2025-07-25 18:23:31,733.61,13.03
2025-07-25 18:23:32,740.19,13.89
2025-07-25 18:23:33,750.06,14.76
2025-07-25 18:23:34,758.29,15.63
2025-07-25 18:23:35,766.52,16.52
2025-07-25 18:23:36,768.17,17.39
2025-07-25 18:23:37,769.82,18.23
2025-07-25 18:23:38,786.29,19.10
2025-07-25 18:23:39,791.24,19.96
2025-07-25 18:23:40,794.54,20.83
2025-07-25 18:23:41,809.38,21.70
2025-07-25 18:23:42,822.59,22.54
2025-07-25 18:23:43,839.11,23.39
2025-07-25 18:23:44,850.68,24.25
2025-07-25 18:23:45,857.29,25.10
2025-07-25 18:23:46,863.91,25.94
2025-07-25 18:23:47,883.77,26.76
2025-07-25 18:23:48,906.97,27.61
2025-07-25 18:23:49,918.58,28.43
2025-07-25 18:23:50,931.85,29.27
2025-07-25 18:23:51,948.46,30.09
2025-07-25 18:23:52,958.43,30.91
2025-07-25 18:23:53,973.39,31.73
2025-07-25 18:23:54,988.37,32.53
2025-07-25 18:23:55,1006.68,33.35
2025-07-25 18:23:56,1015.01,34.14
2025-07-25 18:23:57,1023.35,34.96
2025-07-25 18:23:58,1040.03,35.76
2025-07-25 18:23:59,1058.39,36.56
2025-07-25 18:24:00,1066.74,37.35
2025-07-25 18:24:01,1080.11,38.13
2025-07-25 18:24:02,1098.50,38.93
2025-07-25 18:24:03,1103.52,39.72
2025-07-25 18:24:04,1111.89,40.50
2025-07-25 18:24:05,1118.59,41.27
2025-07-25 18:24:06,1133.67,42.07
2025-07-25 18:24:07,1142.05,42.84
2025-07-25 18:24:08,1167.21,43.59
2025-07-25 18:24:09,1182.32,44.36
2025-07-25 18:24:10,1192.41,45.14
2025-07-25 18:24:11,1200.81,45.89
2025-07-25 18:24:12,1210.90,46.66
2025-07-25 18:24:13,1217.63,47.25
2025-07-25 18:24:14,1224.36,47.71
2025-07-25 18:24:15,1184.00,48.18
2025-07-25 18:24:16,1199.13,48.56
2025-07-25 18:24:17,1192.41,48.93
2025-07-25 18:24:18,1251.30,49.28
2025-07-25 18:24:19,1200.81,49.57
2025-07-25 18:24:20,1199.13,49.82
2025-07-25 18:24:21,1195.77,49.82
2025-07-25 18:24:22,1195.77,49.82
2025-07-25 18:24:23,1182.32,49.82
2025-07-25 18:24:24,1011.68,49.05
2025-07-25 18:24:25,802.78,47.18
2025-07-25 18:24:26,610.68,45.18
2025-07-25 18:24:27,352.52,43.07
2025-07-25 18:24:28,89.73,40.87
2025-07-25 18:24:29,69.05,40.87
2025-07-25 18:24:30,49.98,40.87
2025-07-25 18:24:31,35.69,40.87
2025-07-25 18:24:32,27.76,40.87
2025-07-25 18:24:33,24.59,40.87
2025-07-25 18:24:34,18.24,40.87
2025-07-25 18:24:35,16.66,40.87
2025-07-25 18:24:36,16.66,40.87
2025-07-25 18:24:37,13.49,40.87
