time,3073（YDC1200-200型kN）力值曲线,3073（YDC1200-200型kN）位移曲线
2024-08-31 06:35:31,246.88,1.55
2024-08-31 06:35:32,276.75,3.21
2024-08-31 06:35:33,306.47,4.80
2024-08-31 06:35:34,341.19,6.38
2024-08-31 06:35:35,375.10,7.88
2024-08-31 06:35:36,403.48,9.37
2024-08-31 06:35:37,431.51,10.74
2024-08-31 06:35:38,465.53,12.20
2024-08-31 06:35:39,500.15,13.49
2024-08-31 06:35:40,523.02,14.82
2024-08-31 06:35:41,555.28,16.03
2024-08-31 06:35:42,583.81,17.24
2024-08-31 06:35:43,599.92,18.18
2024-08-31 06:35:44,613.57,19.21
2024-08-31 06:35:45,622.15,19.80
2024-08-31 06:35:46,632.48,20.19
2024-08-31 06:35:47,621.29,20.19
2024-08-31 06:35:48,623.01,20.19
2024-08-31 06:35:49,618.71,20.19
2024-08-31 06:35:50,617.00,20.19
2024-08-31 06:35:51,618.71,20.19
2024-08-31 06:35:52,616.14,20.19
2024-08-31 06:35:53,617.00,20.19
2024-08-31 06:35:54,614.43,20.19
2024-08-31 06:35:55,614.43,20.19
2024-08-31 06:35:56,613.57,20.19
2024-08-31 06:35:57,612.72,20.19
2024-08-31 06:35:58,613.57,20.19
2024-08-31 06:35:59,611.86,20.19
2024-08-31 06:36:00,609.30,20.19
2024-08-31 06:36:01,611.01,20.19
2024-08-31 06:36:02,611.01,20.19
2024-08-31 06:36:03,606.74,20.19
2024-08-31 06:36:04,607.59,20.19
2024-08-31 06:36:05,605.88,20.19
2024-08-31 06:36:06,609.30,20.19
2024-08-31 06:36:07,608.44,20.19
2024-08-31 06:36:08,604.18,20.19
2024-08-31 06:36:09,603.33,20.19
2024-08-31 06:36:10,531.24,19.46
2024-08-31 06:36:11,327.07,14.92
2024-08-31 06:36:12,26.55,5.24
2024-08-31 06:36:13,24.76,5.24
2024-08-31 06:36:14,24.76,5.24
2024-08-31 06:36:15,22.98,5.24
2024-08-31 06:36:16,22.39,5.24
2024-08-31 06:36:17,22.39,5.24
2024-08-31 06:36:18,21.80,5.24
2024-08-31 06:36:19,21.80,5.24
2024-08-31 06:36:20,21.80,5.24
2024-08-31 06:36:21,21.20,5.24
