time,3074（YDC1200-200型kN）力值曲线,3074（YDC1200-200型kN）位移曲线
2024-09-08 23:50:58,199.31,1.49
2024-09-08 23:50:59,231.25,3.21
2024-09-08 23:51:00,248.19,4.26
2024-09-08 23:51:01,279.01,5.89
2024-09-08 23:51:02,288.44,6.76
2024-09-08 23:51:03,317.07,8.15
2024-09-08 23:51:04,337.17,8.90
2024-09-08 23:51:05,330.44,9.11
2024-09-08 23:51:06,339.42,9.32
2024-09-08 23:51:07,345.43,9.80
2024-09-08 23:51:08,362.82,10.17
2024-09-08 23:51:09,390.39,11.53
2024-09-08 23:51:10,393.48,12.25
2024-09-08 23:51:11,422.29,13.18
2024-09-08 23:51:12,438.84,14.31
2024-09-08 23:51:13,444.39,14.46
2024-09-08 23:51:14,451.54,14.87
2024-09-08 23:51:15,459.53,15.22
2024-09-08 23:51:16,484.48,15.78
2024-09-08 23:51:17,514.66,17.19
2024-09-08 23:51:18,527.85,18.43
2024-09-08 23:51:19,541.95,18.62
2024-09-08 23:51:20,547.79,18.82
2024-09-08 23:51:21,563.70,19.56
2024-09-08 23:51:22,566.23,19.80
2024-09-08 23:51:23,572.13,20.09
2024-09-08 23:51:24,569.60,20.09
2024-09-08 23:51:25,569.60,20.09
2024-09-08 23:51:26,566.23,20.09
2024-09-08 23:51:27,566.23,20.09
2024-09-08 23:51:28,566.23,20.09
2024-09-08 23:51:29,566.23,20.04
2024-09-08 23:51:30,562.02,20.04
2024-09-08 23:51:31,563.70,20.04
2024-09-08 23:51:32,562.02,20.04
2024-09-08 23:51:33,563.70,20.04
2024-09-08 23:51:34,562.86,20.04
2024-09-08 23:51:35,557.83,20.04
2024-09-08 23:51:36,562.02,20.04
2024-09-08 23:51:37,558.66,20.04
2024-09-08 23:51:38,562.02,20.04
2024-09-08 23:51:39,562.02,20.04
2024-09-08 23:51:40,561.18,20.04
2024-09-08 23:51:41,561.18,20.04
2024-09-08 23:51:42,558.66,20.04
2024-09-08 23:51:43,555.31,20.04
2024-09-08 23:51:44,556.99,20.04
2024-09-08 23:51:45,555.31,20.04
2024-09-08 23:51:46,454.73,18.72
2024-09-08 23:51:47,368.15,16.79
2024-09-08 23:51:48,297.93,15.07
2024-09-08 23:51:49,236.88,13.54
2024-09-08 23:51:50,174.10,11.84
2024-09-08 23:51:51,126.97,10.48
2024-09-08 23:51:52,35.16,7.62
2024-09-08 23:51:53,29.72,7.62
2024-09-08 23:51:54,24.92,7.62
2024-09-08 23:51:55,23.12,7.62
2024-09-08 23:51:56,20.13,7.62
2024-09-08 23:51:57,18.34,7.62
2024-09-08 23:51:58,17.14,7.62
2024-09-08 23:51:59,14.76,7.62
2024-09-08 23:52:00,12.39,7.62
2024-09-08 23:52:01,12.39,7.62
