time,3073（YDC1200-200型kN）力值曲线,3073（YDC1200-200型kN）位移曲线
2024-08-31 10:39:52,223.11,1.77
2024-08-31 10:39:53,254.65,3.60
2024-08-31 10:39:54,282.51,5.40
2024-08-31 10:39:55,316.00,7.19
2024-08-31 10:39:56,344.93,8.95
2024-08-31 10:39:57,376.63,10.64
2024-08-31 10:39:58,407.34,12.31
2024-08-31 10:39:59,444.10,13.90
2024-08-31 10:40:00,471.13,15.33
2024-08-31 10:40:01,510.74,16.89
2024-08-31 10:40:02,545.30,18.23
2024-08-31 10:40:03,574.54,19.51
2024-08-31 10:40:04,606.74,20.68
2024-08-31 10:40:05,627.31,21.78
2024-08-31 10:40:06,623.87,22.07
2024-08-31 10:40:07,617.86,22.07
2024-08-31 10:40:08,616.14,22.07
2024-08-31 10:40:09,616.14,22.07
2024-08-31 10:40:10,614.43,22.07
2024-08-31 10:40:11,611.86,22.07
2024-08-31 10:40:12,611.01,22.07
2024-08-31 10:40:13,607.59,22.07
2024-08-31 10:40:14,609.30,22.07
2024-08-31 10:40:15,607.59,22.07
2024-08-31 10:40:16,609.30,22.07
2024-08-31 10:40:17,611.01,22.07
2024-08-31 10:40:18,604.18,22.07
2024-08-31 10:40:19,607.59,22.07
2024-08-31 10:40:20,607.59,22.07
2024-08-31 10:40:21,608.44,22.07
2024-08-31 10:40:22,603.33,22.07
2024-08-31 10:40:23,607.59,22.07
2024-08-31 10:40:24,607.59,22.07
2024-08-31 10:40:25,602.47,22.07
2024-08-31 10:40:26,593.12,22.07
2024-08-31 10:40:27,48.19,11.32
2024-08-31 10:40:28,38.52,11.32
2024-08-31 10:40:29,31.32,11.32
2024-08-31 10:40:30,27.14,11.32
2024-08-31 10:40:31,26.55,11.32
2024-08-31 10:40:32,24.76,11.32
2024-08-31 10:40:33,23.58,11.32
2024-08-31 10:40:34,22.98,11.32
2024-08-31 10:40:35,22.39,11.32
2024-08-31 10:40:36,22.39,11.32
