time,3074（YDC-1000型kN）力值曲线,3074（YDC-1000型kN）位移曲线
2024-08-29 22:47:23,224.95,1.60
2024-08-29 22:47:24,241.82,3.38
2024-08-29 22:47:25,262.45,5.08
2024-08-29 22:47:26,286.26,6.76
2024-08-29 22:47:27,303.06,8.42
2024-08-29 22:47:28,322.26,10.01
2024-08-29 22:47:29,193.13,11.68
2024-08-29 22:47:30,223.55,13.29
2024-08-29 22:47:31,256.73,14.92
2024-08-29 22:47:32,279.01,16.49
2024-08-29 22:47:33,306.00,17.98
2024-08-29 22:47:34,337.92,19.51
2024-08-29 22:47:35,369.67,21.01
2024-08-29 22:47:36,405.10,22.45
2024-08-29 22:47:37,436.47,23.88
2024-08-29 22:47:38,466.74,25.28
2024-08-29 22:47:39,499.92,26.67
2024-08-29 22:47:40,527.85,27.99
2024-08-29 22:47:41,565.38,29.30
2024-08-29 22:47:42,598.44,30.59
2024-08-29 22:47:43,633.73,31.86
2024-08-29 22:47:44,642.41,32.86
2024-08-29 22:47:45,637.20,32.86
2024-08-29 22:47:46,635.46,32.86
2024-08-29 22:47:47,632.86,32.86
2024-08-29 22:47:48,631.99,32.86
2024-08-29 22:47:49,629.39,32.86
2024-08-29 22:47:50,629.39,32.86
2024-08-29 22:47:51,625.93,32.86
2024-08-29 22:47:52,625.93,32.86
2024-08-29 22:47:53,625.07,32.86
2024-08-29 22:47:54,625.07,32.86
2024-08-29 22:47:55,625.07,32.86
2024-08-29 22:47:56,624.21,32.86
2024-08-29 22:47:57,619.03,32.86
2024-08-29 22:47:58,622.48,32.86
2024-08-29 22:47:59,622.48,32.86
2024-08-29 22:48:00,620.75,32.86
2024-08-29 22:48:01,620.75,32.86
2024-08-29 22:48:02,619.89,32.86
2024-08-29 22:48:03,615.59,32.86
2024-08-29 22:48:04,615.59,32.86
2024-08-29 22:48:05,619.03,32.86
2024-08-29 22:48:06,619.03,32.86
2024-08-29 22:48:07,617.31,32.86
2024-08-29 22:48:08,619.03,32.86
2024-08-29 22:48:09,618.17,32.86
2024-08-29 22:48:10,613.87,32.86
2024-08-29 22:48:11,615.59,32.86
2024-08-29 22:48:12,613.01,32.86
2024-08-29 22:48:13,616.45,32.86
2024-08-29 22:48:14,615.59,32.86
2024-08-29 22:48:15,615.59,32.86
2024-08-29 22:48:16,613.87,32.86
2024-08-29 22:48:17,609.57,32.86
2024-08-29 22:48:18,613.87,32.86
2024-08-29 22:48:19,613.01,32.86
2024-08-29 22:48:20,612.15,32.86
2024-08-29 22:48:21,611.29,32.86
2024-08-29 22:48:22,613.01,32.86
2024-08-29 22:48:23,613.01,32.86
2024-08-29 22:48:24,612.15,32.86
2024-08-29 22:48:25,612.15,32.86
2024-08-29 22:48:26,612.15,32.86
2024-08-29 22:48:27,612.15,32.86
2024-08-29 22:48:28,611.29,32.86
2024-08-29 22:48:29,612.15,32.86
2024-08-29 22:48:30,612.15,32.86
2024-08-29 22:48:31,611.29,32.86
2024-08-29 22:48:32,607.86,32.86
2024-08-29 22:48:33,611.29,32.86
2024-08-29 22:48:34,608.71,32.86
2024-08-29 22:48:35,606.14,32.86
2024-08-29 22:48:36,609.57,32.86
2024-08-29 22:48:37,610.43,32.86
2024-08-29 22:48:38,608.71,32.86
2024-08-29 22:48:39,608.71,32.86
2024-08-29 22:48:40,608.71,32.86
2024-08-29 22:48:41,605.29,32.86
2024-08-29 22:48:42,609.57,32.86
2024-08-29 22:48:43,607.86,32.86
2024-08-29 22:48:44,604.43,32.86
2024-08-29 22:48:45,607.86,32.86
2024-08-29 22:48:46,607.86,32.86
2024-08-29 22:48:47,607.86,32.86
2024-08-29 22:48:48,607.86,32.86
2024-08-29 22:48:49,607.86,32.86
2024-08-29 22:48:50,607.00,32.86
2024-08-29 22:48:51,607.86,32.86
2024-08-29 22:48:52,607.86,32.86
2024-08-29 22:48:53,605.29,32.86
2024-08-29 22:48:54,602.72,32.86
2024-08-29 22:48:55,605.29,32.86
2024-08-29 22:48:56,604.43,32.86
2024-08-29 22:48:57,604.43,32.86
2024-08-29 22:48:58,607.86,32.86
2024-08-29 22:48:59,607.00,32.86
2024-08-29 22:49:00,601.01,32.86
2024-08-29 22:49:01,606.14,32.86
2024-08-29 22:49:02,605.29,32.86
2024-08-29 22:49:03,604.43,32.86
2024-08-29 22:49:04,604.43,32.86
2024-08-29 22:49:05,604.43,32.86
2024-08-29 22:49:06,601.86,32.86
2024-08-29 22:49:07,601.01,32.86
2024-08-29 22:49:08,600.15,32.86
2024-08-29 22:49:09,601.86,32.86
2024-08-29 22:49:10,604.43,32.86
2024-08-29 22:49:11,602.72,32.86
2024-08-29 22:49:12,604.43,32.86
2024-08-29 22:49:13,599.30,32.86
2024-08-29 22:49:14,602.72,32.86
2024-08-29 22:49:15,603.57,32.86
2024-08-29 22:49:16,603.57,32.86
2024-08-29 22:49:17,603.57,32.86
2024-08-29 22:49:18,601.86,32.86
2024-08-29 22:49:19,604.43,32.86
2024-08-29 22:49:20,603.57,32.86
2024-08-29 22:49:21,599.30,32.86
2024-08-29 22:49:22,603.57,32.86
2024-08-29 22:49:23,602.72,32.86
2024-08-29 22:49:24,601.01,32.86
2024-08-29 22:49:25,602.72,32.86
2024-08-29 22:49:26,602.72,32.86
2024-08-29 22:49:27,601.01,32.86
2024-08-29 22:49:28,596.74,32.86
2024-08-29 22:49:29,601.01,32.86
2024-08-29 22:49:30,601.01,32.86
2024-08-29 22:49:31,601.01,32.86
2024-08-29 22:49:32,598.44,32.86
2024-08-29 22:49:33,601.86,32.86
2024-08-29 22:49:34,601.86,32.86
2024-08-29 22:49:35,597.59,32.86
2024-08-29 22:49:36,595.88,32.86
2024-08-29 22:49:37,601.01,32.86
2024-08-29 22:49:38,601.86,32.86
2024-08-29 22:49:39,597.59,32.86
2024-08-29 22:49:40,601.01,32.86
2024-08-29 22:49:41,601.01,32.86
2024-08-29 22:49:42,601.01,32.86
2024-08-29 22:49:43,601.01,32.86
2024-08-29 22:49:44,597.59,32.86
2024-08-29 22:49:45,601.86,32.86
2024-08-29 22:49:46,596.74,32.86
2024-08-29 22:49:47,601.01,32.86
2024-08-29 22:49:48,596.74,32.86
2024-08-29 22:49:49,600.15,32.86
2024-08-29 22:49:50,598.44,32.86
2024-08-29 22:49:51,601.01,32.86
2024-08-29 22:49:52,599.30,32.86
2024-08-29 22:49:53,598.44,32.86
2024-08-29 22:49:54,596.74,32.86
2024-08-29 22:49:55,594.18,32.86
2024-08-29 22:49:56,599.30,32.86
2024-08-29 22:49:57,599.30,32.86
2024-08-29 22:49:58,598.44,32.86
2024-08-29 22:49:59,599.30,32.86
2024-08-29 22:50:00,599.30,32.86
2024-08-29 22:50:01,596.74,32.86
2024-08-29 22:50:02,598.44,32.86
2024-08-29 22:50:03,599.30,32.86
2024-08-29 22:50:04,598.44,32.86
2024-08-29 22:50:05,599.30,32.86
2024-08-29 22:50:06,592.47,32.86
2024-08-29 22:50:07,595.88,32.86
2024-08-29 22:50:08,597.59,32.86
2024-08-29 22:50:09,595.03,32.86
2024-08-29 22:50:10,597.59,32.86
2024-08-29 22:50:11,598.44,32.86
2024-08-29 22:50:12,598.44,32.86
2024-08-29 22:50:13,597.59,32.86
2024-08-29 22:50:14,597.59,32.86
2024-08-29 22:50:15,597.59,32.86
2024-08-29 22:50:16,596.74,32.86
2024-08-29 22:50:17,598.44,32.86
2024-08-29 22:50:18,596.74,32.86
2024-08-29 22:50:19,597.59,32.86
2024-08-29 22:50:20,596.74,32.86
2024-08-29 22:50:21,595.88,32.86
2024-08-29 22:50:22,596.74,32.86
2024-08-29 22:50:23,597.59,32.86
2024-08-29 22:50:24,595.88,32.86
2024-08-29 22:50:25,595.88,32.86
2024-08-29 22:50:26,597.59,32.86
2024-08-29 22:50:27,596.74,32.86
2024-08-29 22:50:28,594.18,32.86
2024-08-29 22:50:29,593.33,32.86
2024-08-29 22:50:30,591.62,32.86
2024-08-29 22:50:31,596.74,32.86
2024-08-29 22:50:32,595.03,32.86
2024-08-29 22:50:33,591.62,32.86
2024-08-29 22:50:34,596.74,32.86
2024-08-29 22:50:35,595.88,32.86
2024-08-29 22:50:36,590.77,32.86
2024-08-29 22:50:37,595.03,32.86
2024-08-29 22:50:38,591.62,32.86
2024-08-29 22:50:39,591.62,32.86
2024-08-29 22:50:40,595.03,32.86
2024-08-29 22:50:41,595.88,32.86
2024-08-29 22:50:42,590.77,32.86
2024-08-29 22:50:43,589.07,32.86
2024-08-29 22:50:44,594.18,32.86
2024-08-29 22:50:45,595.03,32.86
2024-08-29 22:50:46,595.03,32.86
2024-08-29 22:50:47,594.18,32.86
2024-08-29 22:50:48,594.18,32.86
2024-08-29 22:50:49,594.18,32.86
2024-08-29 22:50:50,594.18,32.86
2024-08-29 22:50:51,594.18,32.86
2024-08-29 22:50:52,593.33,32.86
2024-08-29 22:50:53,594.18,32.86
2024-08-29 22:50:54,589.92,32.86
2024-08-29 22:50:55,595.88,32.86
2024-08-29 22:50:56,594.18,32.86
2024-08-29 22:50:57,595.88,32.86
2024-08-29 22:50:58,589.92,32.86
2024-08-29 22:50:59,594.18,32.86
2024-08-29 22:51:00,594.18,32.86
2024-08-29 22:51:01,595.03,32.86
2024-08-29 22:51:02,589.07,32.86
2024-08-29 22:51:03,595.03,32.86
2024-08-29 22:51:04,595.03,32.86
2024-08-29 22:51:05,591.62,32.86
2024-08-29 22:51:06,589.07,32.86
2024-08-29 22:51:07,594.18,32.86
2024-08-29 22:51:08,594.18,32.86
2024-08-29 22:51:09,593.33,32.86
2024-08-29 22:51:10,590.77,32.86
2024-08-29 22:51:11,587.37,32.86
2024-08-29 22:51:12,592.47,32.86
2024-08-29 22:51:13,594.18,32.86
2024-08-29 22:51:14,592.47,32.86
2024-08-29 22:51:15,593.33,32.86
2024-08-29 22:51:16,593.33,32.86
2024-08-29 22:51:17,590.77,32.86
2024-08-29 22:51:18,589.07,32.86
2024-08-29 22:51:19,591.62,32.86
2024-08-29 22:51:20,592.47,32.86
2024-08-29 22:51:21,589.07,32.86
2024-08-29 22:51:22,590.77,32.86
2024-08-29 22:51:23,566.23,32.73
2024-08-29 22:51:24,521.24,31.99
2024-08-29 22:51:25,494.22,31.11
2024-08-29 22:51:26,457.93,30.19
2024-08-29 22:51:27,403.55,28.40
2024-08-29 22:51:28,323.74,25.93
2024-08-29 22:51:29,215.89,22.02
2024-08-29 22:51:30,98.58,17.04
2024-08-29 22:51:31,21.32,11.73
2024-08-29 22:51:32,18.34,11.73
2024-08-29 22:51:33,17.74,11.73
2024-08-29 22:51:34,16.55,11.73
2024-08-29 22:51:35,14.76,11.73
2024-08-29 22:51:36,13.58,11.73
2024-08-29 22:51:37,13.58,11.73
2024-08-29 22:51:38,12.39,11.73
2024-08-29 22:51:39,12.39,11.73
2024-08-29 22:51:40,12.39,11.73
