time,3074（YDC-1000型kN）力值曲线,3074（YDC-1000型kN）位移曲线
2024-08-29 23:20:17,90.95,-0.14
2024-08-29 23:20:18,170.06,1.49
2024-08-29 23:20:19,260.31,3.27
2024-08-29 23:20:20,295.00,4.97
2024-08-29 23:20:21,334.93,6.65
2024-08-29 23:20:22,371.20,8.26
2024-08-29 23:20:23,411.34,9.90
2024-08-29 23:20:24,449.95,11.47
2024-08-29 23:20:25,486.91,13.03
2024-08-29 23:20:26,533.64,14.51
2024-08-29 23:20:27,568.75,15.98
2024-08-29 23:20:28,613.87,17.48
2024-08-29 23:20:29,612.15,18.18
2024-08-29 23:20:30,608.71,18.18
2024-08-29 23:20:31,607.00,18.18
2024-08-29 23:20:32,607.86,18.18
2024-08-29 23:20:33,604.43,18.18
2024-08-29 23:20:34,606.14,18.18
2024-08-29 23:20:35,604.43,18.18
2024-08-29 23:20:36,603.57,18.18
2024-08-29 23:20:37,601.01,18.18
2024-08-29 23:20:38,602.72,18.18
2024-08-29 23:20:39,601.01,18.18
2024-08-29 23:20:40,601.01,18.18
2024-08-29 23:20:41,601.01,18.18
2024-08-29 23:20:42,597.59,18.18
2024-08-29 23:20:43,600.15,18.18
2024-08-29 23:20:44,599.30,18.18
2024-08-29 23:20:45,597.59,18.18
2024-08-29 23:20:46,597.59,18.18
2024-08-29 23:20:47,597.59,18.18
2024-08-29 23:20:48,595.03,18.18
2024-08-29 23:20:49,595.03,18.18
2024-08-29 23:20:50,594.18,18.18
2024-08-29 23:20:51,595.88,18.18
2024-08-29 23:20:52,595.03,18.18
2024-08-29 23:20:53,595.88,18.18
2024-08-29 23:20:54,592.47,18.18
2024-08-29 23:20:55,594.18,18.18
2024-08-29 23:20:56,590.77,18.18
2024-08-29 23:20:57,594.18,18.18
2024-08-29 23:20:58,592.47,18.18
2024-08-29 23:20:59,590.77,18.18
2024-08-29 23:21:00,589.92,18.18
2024-08-29 23:21:01,590.77,18.18
2024-08-29 23:21:02,587.37,18.18
2024-08-29 23:21:03,577.20,18.18
2024-08-29 23:21:04,415.24,16.59
2024-08-29 23:21:05,208.96,13.90
2024-08-29 23:21:06,39.41,9.37
2024-08-29 23:21:07,34.55,9.37
2024-08-29 23:21:08,29.72,9.37
2024-08-29 23:21:09,26.72,9.37
2024-08-29 23:21:10,23.12,9.37
2024-08-29 23:21:11,20.72,9.37
2024-08-29 23:21:12,19.53,9.37
2024-08-29 23:21:13,17.14,9.37
2024-08-29 23:21:14,15.36,9.37
2024-08-29 23:21:15,14.17,9.37
