time,3073（YDC1200-200型kN）力值曲线,3073（YDC1200-200型kN）位移曲线
2024-08-31 09:06:58,219.65,1.71
2024-08-31 09:06:59,249.70,3.49
2024-08-31 09:07:00,281.79,5.29
2024-08-31 09:07:01,316.73,7.03
2024-08-31 09:07:02,351.67,8.74
2024-08-31 09:07:03,381.20,10.32
2024-08-31 09:07:04,415.10,11.94
2024-08-31 09:07:05,448.05,13.44
2024-08-31 09:07:06,476.74,14.92
2024-08-31 09:07:07,513.19,16.38
2024-08-31 09:07:08,544.47,17.73
2024-08-31 09:07:09,573.70,19.11
2024-08-31 09:07:10,600.77,20.34
2024-08-31 09:07:11,615.29,21.30
2024-08-31 09:07:12,614.43,21.35
2024-08-31 09:07:13,611.86,21.35
2024-08-31 09:07:14,611.86,21.35
2024-08-31 09:07:15,611.01,21.35
2024-08-31 09:07:16,610.15,21.35
2024-08-31 09:07:17,605.88,21.35
2024-08-31 09:07:18,607.59,21.35
2024-08-31 09:07:19,607.59,21.35
2024-08-31 09:07:20,605.88,21.35
2024-08-31 09:07:21,606.74,21.35
2024-08-31 09:07:22,605.88,21.35
2024-08-31 09:07:23,605.03,21.35
2024-08-31 09:07:24,604.18,21.35
2024-08-31 09:07:25,605.03,21.35
2024-08-31 09:07:26,601.62,21.35
2024-08-31 09:07:27,603.33,21.35
2024-08-31 09:07:28,600.77,21.35
2024-08-31 09:07:29,600.77,21.35
2024-08-31 09:07:30,520.56,20.68
2024-08-31 09:07:31,34.32,10.74
2024-08-31 09:07:32,28.34,10.74
2024-08-31 09:07:33,27.14,10.74
2024-08-31 09:07:34,24.76,10.74
2024-08-31 09:07:35,23.58,10.74
2024-08-31 09:07:36,22.39,10.74
2024-08-31 09:07:37,22.39,10.74
2024-08-31 09:07:38,21.80,10.74
2024-08-31 09:07:39,21.80,10.74
2024-08-31 09:07:40,21.80,10.74
