time,3071（YDC1200-200型kN）力值曲线,3071（YDC1200-200型kN）位移曲线
2024-09-09 19:43:33,227.93,1.71
2024-09-09 19:43:34,245.20,2.83
2024-09-09 19:43:35,271.11,4.59
2024-09-09 19:43:36,299.63,6.33
2024-09-09 19:43:37,313.36,7.24
2024-09-09 19:43:38,344.11,8.95
2024-09-09 19:43:39,372.42,10.59
2024-09-09 19:43:40,402.73,12.25
2024-09-09 19:43:41,415.76,13.03
2024-09-09 19:43:42,443.68,14.62
2024-09-09 19:43:43,453.86,15.28
2024-09-09 19:43:44,485.53,16.84
2024-09-09 19:43:45,498.34,18.28
2024-09-09 19:43:46,520.97,18.72
2024-09-09 19:43:47,535.64,19.85
2024-09-09 19:43:48,550.42,20.38
2024-09-09 19:43:49,579.46,21.78
2024-09-09 19:43:50,568.63,22.17
2024-09-09 19:43:51,583.64,22.45
2024-09-09 19:43:52,596.23,22.93
2024-09-09 19:43:53,596.23,23.36
2024-09-09 19:43:54,596.23,23.36
2024-09-09 19:43:55,593.70,23.36
2024-09-09 19:43:56,592.02,23.36
2024-09-09 19:43:57,592.02,23.36
2024-09-09 19:43:58,587.83,23.36
2024-09-09 19:43:59,591.18,23.36
2024-09-09 19:44:00,584.47,23.36
2024-09-09 19:44:01,589.50,23.36
2024-09-09 19:44:02,586.15,23.36
2024-09-09 19:44:03,588.66,23.36
2024-09-09 19:44:04,587.83,23.36
2024-09-09 19:44:05,586.15,23.36
2024-09-09 19:44:06,585.31,23.36
2024-09-09 19:44:07,586.15,23.36
2024-09-09 19:44:08,586.15,23.36
2024-09-09 19:44:09,585.31,23.36
2024-09-09 19:44:10,584.47,23.36
2024-09-09 19:44:11,581.96,23.36
2024-09-09 19:44:12,585.31,23.36
2024-09-09 19:44:13,585.31,23.36
2024-09-09 19:44:14,581.96,23.36
2024-09-09 19:44:15,581.96,23.36
2024-09-09 19:44:16,583.64,23.36
2024-09-09 19:44:17,580.29,23.36
2024-09-09 19:44:18,582.80,23.36
2024-09-09 19:44:19,581.96,23.36
2024-09-09 19:44:20,581.13,23.36
2024-09-09 19:44:21,581.96,23.36
2024-09-09 19:44:22,581.13,23.36
2024-09-09 19:44:23,581.96,23.36
2024-09-09 19:44:24,580.29,23.36
2024-09-09 19:44:25,581.13,23.36
2024-09-09 19:44:26,581.96,23.36
2024-09-09 19:44:27,581.96,23.36
2024-09-09 19:44:28,579.46,23.36
2024-09-09 19:44:29,575.28,23.36
2024-09-09 19:44:30,577.79,23.36
2024-09-09 19:44:31,579.46,23.36
2024-09-09 19:44:32,574.45,23.36
2024-09-09 19:44:33,575.28,23.36
2024-09-09 19:44:34,579.46,23.36
2024-09-09 19:44:35,576.12,23.36
2024-09-09 19:44:36,577.79,23.36
2024-09-09 19:44:37,578.62,23.36
2024-09-09 19:44:38,574.45,23.36
2024-09-09 19:44:39,578.62,23.36
2024-09-09 19:44:40,576.95,23.36
2024-09-09 19:44:41,575.28,23.36
2024-09-09 19:44:42,578.62,23.36
2024-09-09 19:44:43,577.79,23.36
2024-09-09 19:44:44,577.79,23.36
2024-09-09 19:44:45,577.79,23.36
2024-09-09 19:44:46,577.79,23.36
2024-09-09 19:44:47,576.95,23.36
2024-09-09 19:44:48,576.12,23.36
2024-09-09 19:44:49,576.95,23.36
2024-09-09 19:44:50,576.12,23.36
2024-09-09 19:44:51,576.12,23.36
2024-09-09 19:44:52,576.12,23.36
2024-09-09 19:44:53,575.28,23.36
2024-09-09 19:44:54,572.79,23.36
2024-09-09 19:44:55,575.28,23.36
2024-09-09 19:44:56,575.28,23.36
2024-09-09 19:44:57,574.45,23.36
2024-09-09 19:44:58,575.28,23.36
2024-09-09 19:44:59,575.28,23.36
2024-09-09 19:45:00,571.95,23.36
2024-09-09 19:45:01,571.95,23.36
2024-09-09 19:45:02,572.79,23.36
2024-09-09 19:45:03,571.12,23.36
2024-09-09 19:45:04,573.62,23.36
2024-09-09 19:45:05,574.45,23.36
2024-09-09 19:45:06,572.79,23.36
2024-09-09 19:45:07,483.94,21.59
2024-09-09 19:45:08,428.12,18.43
2024-09-09 19:45:09,374.68,15.48
2024-09-09 19:45:10,319.17,12.72
2024-09-09 19:45:11,255.65,9.21
2024-09-09 19:45:12,206.13,6.22
2024-09-09 19:45:13,147.22,3.43
2024-09-09 19:45:14,62.14,0.48
2024-09-09 19:45:15,57.92,0.48
2024-09-09 19:45:16,54.32,0.48
2024-09-09 19:45:17,51.92,0.48
2024-09-09 19:45:18,50.13,0.48
2024-09-09 19:45:19,48.93,0.48
2024-09-09 19:45:20,47.14,0.48
2024-09-09 19:45:21,46.55,0.48
2024-09-09 19:45:22,46.55,0.48
2024-09-09 19:45:23,44.76,0.48
