time,3073（YDC1200-200型kN）力值曲线,3073（YDC1200-200型kN）位移曲线
2024-08-31 06:13:51,223.11,1.60
2024-08-31 06:13:52,250.41,3.16
2024-08-31 06:13:53,279.63,4.80
2024-08-31 06:13:54,313.06,6.38
2024-08-31 06:13:55,341.19,7.67
2024-08-31 06:13:56,379.67,9.16
2024-08-31 06:13:57,401.16,10.53
2024-08-31 06:13:58,437.79,11.94
2024-08-31 06:13:59,473.53,13.34
2024-08-31 06:14:00,496.91,14.67
2024-08-31 06:14:01,522.20,15.48
2024-08-31 06:14:02,545.30,16.33
2024-08-31 06:14:03,557.79,17.04
2024-08-31 06:14:04,576.23,18.08
2024-08-31 06:14:05,607.59,18.92
2024-08-31 06:14:06,629.89,19.65
2024-08-31 06:14:07,622.15,20.00
2024-08-31 06:14:08,629.03,20.09
2024-08-31 06:14:09,630.75,20.19
2024-08-31 06:14:10,629.03,20.19
2024-08-31 06:14:11,628.17,20.19
2024-08-31 06:14:12,620.43,20.19
2024-08-31 06:14:13,623.87,20.19
2024-08-31 06:14:14,623.87,20.19
2024-08-31 06:14:15,623.87,20.19
2024-08-31 06:14:16,623.01,20.19
2024-08-31 06:14:17,618.71,20.19
2024-08-31 06:14:18,617.86,20.19
2024-08-31 06:14:19,617.86,20.19
2024-08-31 06:14:20,619.57,20.19
2024-08-31 06:14:21,620.43,20.19
2024-08-31 06:14:22,616.14,20.19
2024-08-31 06:14:23,617.00,20.19
2024-08-31 06:14:24,617.86,20.19
2024-08-31 06:14:25,619.57,20.19
2024-08-31 06:14:26,614.43,20.19
2024-08-31 06:14:27,618.71,20.19
2024-08-31 06:14:28,613.57,20.19
2024-08-31 06:14:29,617.86,20.19
2024-08-31 06:14:30,617.86,20.19
2024-08-31 06:14:31,617.00,20.19
2024-08-31 06:14:32,617.86,20.19
2024-08-31 06:14:33,615.29,20.19
2024-08-31 06:14:34,617.00,20.19
2024-08-31 06:14:35,613.57,20.19
2024-08-31 06:14:36,556.12,19.75
2024-08-31 06:14:37,91.47,10.85
2024-08-31 06:14:38,22.39,7.51
2024-08-31 06:14:39,21.80,7.51
2024-08-31 06:14:40,21.80,7.51
2024-08-31 06:14:41,22.39,7.51
2024-08-31 06:14:42,21.80,7.51
2024-08-31 06:14:43,21.80,7.51
2024-08-31 06:14:44,21.80,7.51
2024-08-31 06:14:45,21.20,7.51
2024-08-31 06:14:46,21.20,7.51
2024-08-31 06:14:47,21.80,7.51
