time,3072（YDC1200-200型kN）力值曲线,3072（YDC1200-200型kN）位移曲线
2024-09-10 02:05:39,132.66,1.55
2024-09-10 02:05:40,163.89,3.21
2024-09-10 02:05:41,200.86,4.86
2024-09-10 02:05:42,239.42,6.43
2024-09-10 02:05:43,276.55,8.04
2024-09-10 02:05:44,317.59,9.53
2024-09-10 02:05:45,357.93,11.06
2024-09-10 02:05:46,400.74,12.51
2024-09-10 02:05:47,446.12,13.95
2024-09-10 02:05:48,483.97,15.38
2024-09-10 02:05:49,531.13,16.74
2024-09-10 02:05:50,573.07,18.08
2024-09-10 02:05:51,604.13,18.97
2024-09-10 02:05:52,645.54,20.24
2024-09-10 02:05:53,677.51,21.16
2024-09-10 02:05:54,696.88,21.93
2024-09-10 02:05:55,722.92,22.79
2024-09-10 02:05:56,696.88,23.36
2024-09-10 02:05:57,693.18,23.36
2024-09-10 02:05:58,691.33,23.36
2024-09-10 02:05:59,689.48,23.36
2024-09-10 02:06:00,689.48,23.36
2024-09-10 02:06:01,686.71,23.36
2024-09-10 02:06:02,685.79,23.36
2024-09-10 02:06:03,683.95,23.36
2024-09-10 02:06:04,684.87,23.36
2024-09-10 02:06:05,683.03,23.36
2024-09-10 02:06:06,681.19,23.36
2024-09-10 02:06:07,675.67,23.36
2024-09-10 02:06:08,674.75,23.36
2024-09-10 02:06:09,679.35,23.36
2024-09-10 02:06:10,677.51,23.36
2024-09-10 02:06:11,677.51,23.36
2024-09-10 02:06:12,674.75,23.36
2024-09-10 02:06:13,672.92,23.36
2024-09-10 02:06:14,674.75,23.36
2024-09-10 02:06:15,673.83,23.36
2024-09-10 02:06:16,673.83,23.36
2024-09-10 02:06:17,666.50,23.36
2024-09-10 02:06:18,670.17,23.36
2024-09-10 02:06:19,673.83,23.36
2024-09-10 02:06:20,670.17,23.36
2024-09-10 02:06:21,666.50,23.36
2024-09-10 02:06:22,672.00,23.36
2024-09-10 02:06:23,670.17,23.36
2024-09-10 02:06:24,666.50,23.36
2024-09-10 02:06:25,667.42,23.36
2024-09-10 02:06:26,667.42,23.36
2024-09-10 02:06:27,661.93,23.36
2024-09-10 02:06:28,669.25,23.36
2024-09-10 02:06:29,669.25,23.36
2024-09-10 02:06:30,666.50,23.36
2024-09-10 02:06:31,661.93,23.36
2024-09-10 02:06:32,662.84,23.36
2024-09-10 02:06:33,664.67,23.36
2024-09-10 02:06:34,666.50,23.36
2024-09-10 02:06:35,666.50,23.36
2024-09-10 02:06:36,666.50,23.36
2024-09-10 02:06:37,662.84,23.36
2024-09-10 02:06:38,664.67,23.36
2024-09-10 02:06:39,659.19,23.36
2024-09-10 02:06:40,662.84,23.36
2024-09-10 02:06:41,663.76,23.36
2024-09-10 02:06:42,663.76,23.36
2024-09-10 02:06:43,659.19,23.36
2024-09-10 02:06:44,662.84,23.36
2024-09-10 02:06:45,663.76,23.36
2024-09-10 02:06:46,663.76,23.36
2024-09-10 02:06:47,663.76,23.36
2024-09-10 02:06:48,662.84,23.36
2024-09-10 02:06:49,662.84,23.36
2024-09-10 02:06:50,661.02,23.36
2024-09-10 02:06:51,662.84,23.36
2024-09-10 02:06:52,661.93,23.36
2024-09-10 02:06:53,661.93,23.36
2024-09-10 02:06:54,662.84,23.36
2024-09-10 02:06:55,659.19,23.36
2024-09-10 02:06:56,662.84,23.36
2024-09-10 02:06:57,660.10,23.36
2024-09-10 02:06:58,659.19,23.36
2024-09-10 02:06:59,662.84,23.36
2024-09-10 02:07:00,659.19,23.36
2024-09-10 02:07:01,661.93,23.36
2024-09-10 02:07:02,657.37,23.36
2024-09-10 02:07:03,656.46,23.36
2024-09-10 02:07:04,660.10,23.36
2024-09-10 02:07:05,655.54,23.36
2024-09-10 02:07:06,658.28,23.36
2024-09-10 02:07:07,659.19,23.36
2024-09-10 02:07:08,652.81,23.36
2024-09-10 02:07:09,659.19,23.36
2024-09-10 02:07:10,516.45,22.22
2024-09-10 02:07:11,92.45,14.97
2024-09-10 02:07:12,-70.28,6.54
2024-09-10 02:07:13,-72.68,6.54
2024-09-10 02:07:14,-75.08,6.54
2024-09-10 02:07:15,-76.88,6.54
2024-09-10 02:07:16,-78.08,6.54
2024-09-10 02:07:17,-79.28,6.54
2024-09-10 02:07:18,-80.47,6.54
2024-09-10 02:07:19,-81.07,6.54
2024-09-10 02:07:20,-81.66,6.54
2024-09-10 02:07:21,-82.26,6.54
