time,3072（YDC1200-200型kN）力值曲线,3072（YDC1200-200型kN）位移曲线
2024-09-10 03:12:38,117.98,1.60
2024-09-10 03:12:39,147.48,3.27
2024-09-10 03:12:40,184.81,4.91
2024-09-10 03:12:41,217.81,6.49
2024-09-10 03:12:42,254.48,8.04
2024-09-10 03:12:43,288.07,9.59
2024-09-10 03:12:44,322.29,11.11
2024-09-10 03:12:45,357.93,12.62
2024-09-10 03:12:46,400.74,14.05
2024-09-10 03:12:47,435.30,15.48
2024-09-10 03:12:48,474.66,16.89
2024-09-10 03:12:49,469.60,18.08
2024-09-10 03:12:50,545.03,19.16
2024-09-10 03:12:51,578.37,20.53
2024-09-10 03:12:52,614.86,21.40
2024-09-10 03:12:53,633.77,22.31
2024-09-10 03:12:54,683.03,23.55
2024-09-10 03:12:55,710.80,24.35
2024-09-10 03:12:56,676.59,25.00
2024-09-10 03:12:57,672.00,25.00
2024-09-10 03:12:58,673.83,25.00
2024-09-10 03:12:59,670.17,25.00
2024-09-10 03:13:00,670.17,25.00
2024-09-10 03:13:01,666.50,25.00
2024-09-10 03:13:02,661.02,25.00
2024-09-10 03:13:03,662.84,25.00
2024-09-10 03:13:04,663.76,25.00
2024-09-10 03:13:05,662.84,25.00
2024-09-10 03:13:06,664.67,25.00
2024-09-10 03:13:07,662.84,25.00
2024-09-10 03:13:08,663.76,25.00
2024-09-10 03:13:09,659.19,25.00
2024-09-10 03:13:10,656.46,25.00
2024-09-10 03:13:11,659.19,25.00
2024-09-10 03:13:12,660.10,25.00
2024-09-10 03:13:13,658.28,25.00
2024-09-10 03:13:14,657.37,25.00
2024-09-10 03:13:15,657.37,25.00
2024-09-10 03:13:16,651.90,25.00
2024-09-10 03:13:17,654.63,25.00
2024-09-10 03:13:18,653.72,25.00
2024-09-10 03:13:19,658.28,25.00
2024-09-10 03:13:20,652.81,25.00
2024-09-10 03:13:21,654.63,25.00
2024-09-10 03:13:22,651.90,25.00
2024-09-10 03:13:23,651.90,25.00
2024-09-10 03:13:24,654.63,25.00
2024-09-10 03:13:25,654.63,25.00
2024-09-10 03:13:26,655.54,25.00
2024-09-10 03:13:27,650.08,25.00
2024-09-10 03:13:28,651.90,25.00
2024-09-10 03:13:29,650.99,25.00
2024-09-10 03:13:30,650.99,25.00
2024-09-10 03:13:31,653.72,25.00
2024-09-10 03:13:32,650.99,25.00
2024-09-10 03:13:33,647.36,25.00
2024-09-10 03:13:34,649.17,25.00
2024-09-10 03:13:35,650.99,25.00
2024-09-10 03:13:36,647.36,25.00
2024-09-10 03:13:37,649.17,25.00
2024-09-10 03:13:38,648.26,25.00
2024-09-10 03:13:39,650.99,25.00
2024-09-10 03:13:40,650.99,25.00
2024-09-10 03:13:41,646.45,25.00
2024-09-10 03:13:42,647.36,25.00
2024-09-10 03:13:43,650.99,25.00
2024-09-10 03:13:44,650.08,25.00
2024-09-10 03:13:45,650.08,25.00
2024-09-10 03:13:46,646.45,25.00
2024-09-10 03:13:47,648.26,25.00
2024-09-10 03:13:48,649.17,25.00
2024-09-10 03:13:49,647.36,25.00
2024-09-10 03:13:50,649.17,25.00
2024-09-10 03:13:51,646.45,25.00
2024-09-10 03:13:52,643.73,25.00
2024-09-10 03:13:53,559.01,24.72
2024-09-10 03:13:54,301.22,20.34
2024-09-10 03:13:55,71.40,13.95
2024-09-10 03:13:56,-73.28,7.13
2024-09-10 03:13:57,-76.88,7.13
2024-09-10 03:13:58,-78.08,7.13
2024-09-10 03:13:59,-79.28,7.13
2024-09-10 03:14:00,-80.47,7.13
2024-09-10 03:14:01,-82.86,7.13
2024-09-10 03:14:02,-82.26,7.13
2024-09-10 03:14:03,-84.05,7.13
2024-09-10 03:14:04,-84.05,7.13
2024-09-10 03:14:05,-84.05,7.13
