time,3072（YDC1200-200型kN）力值曲线,3072（YDC1200-200型kN）位移曲线
2024-09-09 21:19:32,146.78,1.55
2024-09-09 21:19:33,180.46,3.21
2024-09-09 21:19:34,213.37,4.86
2024-09-09 21:19:35,248.44,6.49
2024-09-09 21:19:36,288.07,8.04
2024-09-09 21:19:37,325.43,9.59
2024-09-09 21:19:38,366.74,11.11
2024-09-09 21:19:39,404.00,12.56
2024-09-09 21:19:40,440.29,14.00
2024-09-09 21:19:41,483.12,15.43
2024-09-09 21:19:42,525.07,16.84
2024-09-09 21:19:43,553.75,18.18
2024-09-09 21:19:44,586.33,19.56
2024-09-09 21:19:45,608.60,20.34
2024-09-09 21:19:46,631.06,21.21
2024-09-09 21:19:47,653.72,21.88
2024-09-09 21:19:48,662.84,22.55
2024-09-09 21:19:49,690.40,23.26
2024-09-09 21:19:50,650.08,23.55
2024-09-09 21:19:51,648.26,23.55
2024-09-09 21:19:52,645.54,23.55
2024-09-09 21:19:53,647.36,23.55
2024-09-09 21:19:54,645.54,23.55
2024-09-09 21:19:55,642.82,23.55
2024-09-09 21:19:56,643.73,23.55
2024-09-09 21:19:57,643.73,23.55
2024-09-09 21:19:58,641.91,23.55
2024-09-09 21:19:59,641.91,23.55
2024-09-09 21:20:00,639.19,23.55
2024-09-09 21:20:01,640.10,23.55
2024-09-09 21:20:02,634.67,23.55
2024-09-09 21:20:03,632.86,23.55
2024-09-09 21:20:04,637.38,23.55
2024-09-09 21:20:05,634.67,23.55
2024-09-09 21:20:06,635.58,23.55
2024-09-09 21:20:07,636.48,23.55
2024-09-09 21:20:08,635.58,23.55
2024-09-09 21:20:09,631.96,23.55
2024-09-09 21:20:10,628.35,23.55
2024-09-09 21:20:11,631.06,23.55
2024-09-09 21:20:12,631.06,23.55
2024-09-09 21:20:13,627.45,23.55
2024-09-09 21:20:14,632.86,23.55
2024-09-09 21:20:15,632.86,23.55
2024-09-09 21:20:16,630.16,23.55
2024-09-09 21:20:17,624.75,23.55
2024-09-09 21:20:18,631.06,23.55
2024-09-09 21:20:19,625.65,23.55
2024-09-09 21:20:20,629.25,23.55
2024-09-09 21:20:21,628.35,23.55
2024-09-09 21:20:22,623.85,23.55
2024-09-09 21:20:23,628.35,23.55
2024-09-09 21:20:24,622.95,23.55
2024-09-09 21:20:25,622.05,23.55
2024-09-09 21:20:26,624.75,23.55
2024-09-09 21:20:27,623.85,23.55
2024-09-09 21:20:28,623.85,23.55
2024-09-09 21:20:29,622.95,23.55
2024-09-09 21:20:30,625.65,23.55
2024-09-09 21:20:31,626.55,23.55
2024-09-09 21:20:32,625.65,23.55
2024-09-09 21:20:33,622.05,23.55
2024-09-09 21:20:34,623.85,23.55
2024-09-09 21:20:35,622.05,23.55
2024-09-09 21:20:36,622.05,23.55
2024-09-09 21:20:37,621.15,23.55
2024-09-09 21:20:38,622.95,23.55
2024-09-09 21:20:39,617.56,23.55
2024-09-09 21:20:40,624.75,23.55
2024-09-09 21:20:41,616.66,23.55
2024-09-09 21:20:42,623.85,23.55
2024-09-09 21:20:43,617.56,23.55
2024-09-09 21:20:44,622.95,23.55
2024-09-09 21:20:45,621.15,23.55
2024-09-09 21:20:46,621.15,23.55
2024-09-09 21:20:47,619.35,23.55
2024-09-09 21:20:48,621.15,23.55
2024-09-09 21:20:49,622.05,23.55
2024-09-09 21:20:50,618.45,23.55
2024-09-09 21:20:51,507.86,23.07
2024-09-09 21:20:52,74.10,15.58
2024-09-09 21:20:53,-75.08,7.62
2024-09-09 21:20:54,-76.28,7.62
2024-09-09 21:20:55,-78.08,7.62
2024-09-09 21:20:56,-79.87,7.62
2024-09-09 21:20:57,-81.07,7.62
2024-09-09 21:20:58,-81.07,7.62
2024-09-09 21:20:59,-82.86,7.62
2024-09-09 21:21:00,-82.26,7.62
2024-09-09 21:21:01,-82.86,7.62
2024-09-09 21:21:02,-82.86,7.62
