time,3074（YDC1200-200型kN）力值曲线,3074（YDC1200-200型kN）位移曲线
2024-09-09 02:19:43,179.51,1.66
2024-09-09 02:19:44,211.73,3.32
2024-09-09 02:19:45,231.96,4.80
2024-09-09 02:19:46,263.17,5.84
2024-09-09 02:19:47,296.47,7.46
2024-09-09 02:19:48,334.93,9.11
2024-09-09 02:19:49,350.70,9.90
2024-09-09 02:19:50,393.48,11.32
2024-09-09 02:19:51,434.89,12.82
2024-09-09 02:19:52,450.75,13.59
2024-09-09 02:19:53,490.97,15.07
2024-09-09 02:19:54,509.74,16.23
2024-09-09 02:19:55,528.68,16.59
2024-09-09 02:19:56,528.68,16.94
2024-09-09 02:19:57,548.62,17.63
2024-09-09 02:19:58,576.35,18.18
2024-09-09 02:19:59,578.04,18.82
2024-09-09 02:20:00,572.13,18.82
2024-09-09 02:20:01,569.60,18.82
2024-09-09 02:20:02,569.60,18.82
2024-09-09 02:20:03,568.75,18.82
2024-09-09 02:20:04,568.75,18.82
2024-09-09 02:20:05,567.91,18.82
2024-09-09 02:20:06,563.70,18.82
2024-09-09 02:20:07,563.70,18.82
2024-09-09 02:20:08,565.38,18.82
2024-09-09 02:20:09,563.70,18.82
2024-09-09 02:20:10,565.38,18.82
2024-09-09 02:20:11,564.54,18.82
2024-09-09 02:20:12,563.70,18.82
2024-09-09 02:20:13,562.86,18.82
2024-09-09 02:20:14,562.86,18.82
2024-09-09 02:20:15,562.02,18.82
2024-09-09 02:20:16,561.18,18.82
2024-09-09 02:20:17,560.34,18.82
2024-09-09 02:20:18,561.18,18.82
2024-09-09 02:20:19,557.83,18.82
2024-09-09 02:20:20,561.18,18.82
2024-09-09 02:20:21,560.34,18.82
2024-09-09 02:20:22,559.50,18.82
2024-09-09 02:20:23,557.83,18.82
2024-09-09 02:20:24,555.31,18.82
2024-09-09 02:20:25,558.66,18.82
2024-09-09 02:20:26,558.66,18.82
2024-09-09 02:20:27,553.64,18.82
2024-09-09 02:20:28,558.66,18.82
2024-09-09 02:20:29,558.66,18.82
2024-09-09 02:20:30,557.83,18.82
2024-09-09 02:20:31,557.83,18.82
2024-09-09 02:20:32,555.31,18.82
2024-09-09 02:20:33,553.64,18.82
2024-09-09 02:20:34,556.15,18.82
2024-09-09 02:20:35,556.99,18.82
2024-09-09 02:20:36,552.80,18.82
2024-09-09 02:20:37,556.99,18.82
2024-09-09 02:20:38,556.15,18.82
2024-09-09 02:20:39,555.31,18.82
2024-09-09 02:20:40,555.31,18.82
2024-09-09 02:20:41,556.15,18.82
2024-09-09 02:20:42,555.31,18.82
2024-09-09 02:20:43,550.29,18.82
2024-09-09 02:20:44,550.29,18.82
2024-09-09 02:20:45,550.29,18.82
2024-09-09 02:20:46,550.29,18.82
2024-09-09 02:20:47,550.29,18.82
2024-09-09 02:20:48,555.31,18.82
2024-09-09 02:20:49,554.47,18.82
2024-09-09 02:20:50,554.47,18.82
2024-09-09 02:20:51,552.80,18.82
2024-09-09 02:20:52,553.64,18.82
2024-09-09 02:20:53,553.64,18.82
2024-09-09 02:20:54,554.47,18.82
2024-09-09 02:20:55,552.80,18.82
2024-09-09 02:20:56,550.29,18.82
2024-09-09 02:20:57,551.96,18.82
2024-09-09 02:20:58,552.80,18.82
2024-09-09 02:20:59,551.13,18.82
2024-09-09 02:21:00,553.64,18.82
2024-09-09 02:21:01,553.64,18.82
2024-09-09 02:21:02,551.96,18.82
2024-09-09 02:21:03,552.80,18.82
2024-09-09 02:21:04,552.80,18.82
2024-09-09 02:21:05,548.62,18.82
2024-09-09 02:21:06,553.64,18.82
2024-09-09 02:21:07,552.80,18.82
2024-09-09 02:21:08,551.96,18.82
2024-09-09 02:21:09,551.96,18.82
2024-09-09 02:21:10,548.62,18.82
2024-09-09 02:21:11,551.96,18.82
2024-09-09 02:21:12,551.96,18.82
2024-09-09 02:21:13,551.96,18.82
2024-09-09 02:21:14,551.96,18.82
2024-09-09 02:21:15,549.46,18.82
2024-09-09 02:21:16,548.62,18.82
2024-09-09 02:21:17,551.96,18.82
2024-09-09 02:21:18,551.96,18.82
2024-09-09 02:21:19,551.96,18.82
2024-09-09 02:21:20,548.62,18.82
2024-09-09 02:21:21,550.29,18.82
2024-09-09 02:21:22,551.96,18.82
2024-09-09 02:21:23,495.85,18.13
2024-09-09 02:21:24,434.10,16.84
2024-09-09 02:21:25,368.91,15.63
2024-09-09 02:21:26,277.56,14.00
2024-09-09 02:21:27,200.68,12.31
2024-09-09 02:21:28,88.41,9.69
2024-09-09 02:21:29,22.52,7.03
2024-09-09 02:21:30,20.13,7.03
2024-09-09 02:21:31,18.34,7.03
2024-09-09 02:21:32,17.14,7.03
2024-09-09 02:21:33,17.14,7.03
2024-09-09 02:21:34,15.95,7.03
2024-09-09 02:21:35,14.76,7.03
2024-09-09 02:21:36,13.58,7.03
2024-09-09 02:21:37,14.17,7.03
2024-09-09 02:21:38,13.58,7.03
