time,3053（500kN）力值曲线,3053（500kN）位移曲线
2023-12-26 10:20:36,1272.16,-0.82
2023-12-26 10:20:37,1385.18,-0.46
2023-12-26 10:20:38,1485.14,-0.12
2023-12-26 10:20:39,1565.27,0.23
2023-12-26 10:20:40,1598.71,0.58
2023-12-26 10:20:41,1325.31,0.75
2023-12-26 10:20:42,1321.99,0.75
2023-12-26 10:20:43,1581.99,0.92
2023-12-26 10:20:44,1335.28,0.95
2023-12-26 10:20:45,1335.28,0.95
2023-12-26 10:20:46,1345.26,1.13
2023-12-26 10:20:47,1338.61,1.13
2023-12-26 10:20:48,1495.15,1.26
2023-12-26 10:20:49,1361.89,1.26
2023-12-26 10:20:50,1355.23,1.26
2023-12-26 10:20:51,1368.54,1.39
2023-12-26 10:20:52,1358.56,1.39
2023-12-26 10:20:53,1381.85,1.52
2023-12-26 10:20:54,1378.52,1.52
2023-12-26 10:20:55,1628.82,1.60
2023-12-26 10:20:56,1388.51,1.66
2023-12-26 10:20:57,1365.21,1.66
2023-12-26 10:20:58,1381.85,1.80
2023-12-26 10:20:59,1388.51,1.80
2023-12-26 10:21:00,1398.49,1.89
2023-12-26 10:21:01,1395.16,1.89
2023-12-26 10:21:02,1662.30,1.92
2023-12-26 10:21:03,1405.15,2.02
2023-12-26 10:21:04,1401.82,2.02
2023-12-26 10:21:05,1401.82,2.13
2023-12-26 10:21:06,1405.15,2.13
2023-12-26 10:21:07,1415.14,2.22
2023-12-26 10:21:08,1411.81,2.22
2023-12-26 10:21:09,1632.16,2.25
2023-12-26 10:21:10,1398.49,2.32
2023-12-26 10:21:11,1408.48,2.32
2023-12-26 10:21:12,1415.14,2.42
2023-12-26 10:21:13,1415.14,2.42
2023-12-26 10:21:14,1431.80,2.51
2023-12-26 10:21:15,1425.13,2.51
2023-12-26 10:21:16,1672.35,2.59
2023-12-26 10:21:17,1431.80,2.62
2023-12-26 10:21:18,1415.14,2.62
2023-12-26 10:21:19,1438.46,2.71
2023-12-26 10:21:20,1431.80,2.71
2023-12-26 10:21:21,1435.13,2.82
2023-12-26 10:21:22,1421.80,2.82
2023-12-26 10:21:23,1555.25,2.91
2023-12-26 10:21:24,1435.13,2.91
2023-12-26 10:21:25,1431.80,2.91
2023-12-26 10:21:26,1448.46,3.00
2023-12-26 10:21:27,1435.13,3.00
2023-12-26 10:21:28,1458.46,3.11
2023-12-26 10:21:29,1448.46,3.11
2023-12-26 10:21:30,1468.46,3.20
2023-12-26 10:21:31,1441.79,3.20
2023-12-26 10:21:32,1679.05,3.23
2023-12-26 10:21:33,1461.79,3.29
2023-12-26 10:21:34,1451.79,3.29
2023-12-26 10:21:35,1475.13,3.40
2023-12-26 10:21:36,1465.13,3.40
2023-12-26 10:21:37,1478.47,3.49
2023-12-26 10:21:38,1475.13,3.49
2023-12-26 10:21:39,1705.86,3.56
2023-12-26 10:21:40,1485.14,3.60
2023-12-26 10:21:41,1475.13,3.60
2023-12-26 10:21:42,1488.47,3.69
2023-12-26 10:21:43,1488.47,3.69
2023-12-26 10:21:44,1495.15,3.78
2023-12-26 10:21:45,1501.82,3.78
2023-12-26 10:21:46,1820.00,3.89
2023-12-26 10:21:47,1816.63,4.22
2023-12-26 10:21:48,1799.83,4.56
2023-12-26 10:21:49,1796.47,4.90
2023-12-26 10:21:50,1793.11,5.24
2023-12-26 10:21:51,1779.68,5.59
2023-12-26 10:21:52,1843.53,5.92
2023-12-26 10:21:53,1850.26,6.26
2023-12-26 10:21:54,1836.81,6.61
2023-12-26 10:21:55,1830.08,6.94
2023-12-26 10:21:56,1843.53,7.28
2023-12-26 10:21:57,1883.91,7.63
2023-12-26 10:21:58,1850.26,7.97
2023-12-26 10:21:59,1914.21,8.31
2023-12-26 10:22:00,1850.26,8.66
2023-12-26 10:22:01,1853.62,9.00
2023-12-26 10:22:02,1900.74,9.34
2023-12-26 10:22:03,1877.17,9.69
2023-12-26 10:22:04,1941.17,10.03
2023-12-26 10:22:05,1883.91,10.36
2023-12-26 10:22:06,1863.71,10.71
2023-12-26 10:22:07,1914.21,11.05
2023-12-26 10:22:08,1897.37,11.39
2023-12-26 10:22:09,1961.39,11.73
2023-12-26 10:22:10,1907.47,12.07
2023-12-26 10:22:11,1883.91,12.41
2023-12-26 10:22:12,1924.32,12.76
2023-12-26 10:22:13,1907.47,13.10
2023-12-26 10:22:14,1981.63,13.44
2023-12-26 10:22:15,1927.69,13.78
2023-12-26 10:22:16,1679.05,13.99
2023-12-26 10:22:17,1672.35,13.99
2023-12-26 10:22:18,1964.77,14.12
2023-12-26 10:22:19,1958.02,14.46
2023-12-26 10:22:20,1954.65,14.79
2023-12-26 10:22:21,1931.06,15.13
2023-12-26 10:22:22,1998.50,15.47
2023-12-26 10:22:23,1968.14,15.81
2023-12-26 10:22:24,2025.51,16.14
2023-12-26 10:22:25,1981.63,16.49
2023-12-26 10:22:26,1961.39,16.83
2023-12-26 10:22:27,2028.88,17.16
2023-12-26 10:22:28,2005.25,17.51
2023-12-26 10:22:29,2039.01,17.85
2023-12-26 10:22:30,2018.75,18.19
2023-12-26 10:22:31,1985.00,18.54
2023-12-26 10:22:32,2045.77,18.87
2023-12-26 10:22:33,2032.26,19.21
2023-12-26 10:22:34,1988.38,19.56
2023-12-26 10:22:35,2072.81,19.90
2023-12-26 10:22:36,2032.26,20.24
2023-12-26 10:22:37,2028.88,20.59
2023-12-26 10:22:38,1813.27,20.89
2023-12-26 10:22:39,1783.04,20.89
2023-12-26 10:22:40,2045.77,20.92
2023-12-26 10:22:41,1991.75,21.26
2023-12-26 10:22:42,2103.24,21.61
2023-12-26 10:22:43,2045.77,21.94
2023-12-26 10:22:44,2049.15,22.28
2023-12-26 10:22:45,2069.43,22.63
2023-12-26 10:22:46,2076.19,22.96
2023-12-26 10:22:47,2106.62,23.30
2023-12-26 10:22:48,2116.77,23.65
2023-12-26 10:22:49,2110.00,23.99
2023-12-26 10:22:50,2089.71,24.33
2023-12-26 10:22:51,2106.62,24.67
2023-12-26 10:22:52,2123.54,25.01
2023-12-26 10:22:53,2106.62,25.36
2023-12-26 10:22:54,2093.09,25.70
2023-12-26 10:22:55,2150.62,26.04
2023-12-26 10:22:56,2123.54,26.39
2023-12-26 10:22:57,2140.46,26.72
2023-12-26 10:22:58,2120.15,27.06
2023-12-26 10:22:59,2198.05,27.41
2023-12-26 10:23:00,2174.33,27.75
2023-12-26 10:23:01,1883.91,27.82
2023-12-26 10:23:02,1870.44,27.82
2023-12-26 10:23:03,2082.95,28.08
2023-12-26 10:23:04,2093.09,28.43
2023-12-26 10:23:05,2140.46,28.76
2023-12-26 10:23:06,2116.77,29.10
2023-12-26 10:23:07,2225.18,29.45
2023-12-26 10:23:08,2198.05,29.79
2023-12-26 10:23:09,2198.05,30.12
2023-12-26 10:23:10,2164.17,30.47
2023-12-26 10:23:11,2167.55,30.81
2023-12-26 10:23:12,2231.96,31.15
2023-12-26 10:23:13,2248.93,31.50
2023-12-26 10:23:14,2218.39,31.84
2023-12-26 10:23:15,2228.57,32.19
2023-12-26 10:23:16,2215.00,32.53
2023-12-26 10:23:17,2221.79,32.87
2023-12-26 10:23:18,2211.61,33.22
2023-12-26 10:23:19,2204.83,33.56
2023-12-26 10:23:20,2282.87,33.90
2023-12-26 10:23:21,2181.11,34.25
2023-12-26 10:23:22,2286.27,34.59
2023-12-26 10:23:23,1978.26,34.70
2023-12-26 10:23:24,1968.14,34.70
2023-12-26 10:23:25,2231.96,34.93
2023-12-26 10:23:26,2242.14,35.27
2023-12-26 10:23:27,2184.49,35.60
2023-12-26 10:23:28,2296.46,35.94
2023-12-26 10:23:29,2296.46,36.28
2023-12-26 10:23:30,2303.25,36.62
2023-12-26 10:23:31,2310.05,36.95
2023-12-26 10:23:32,2299.86,37.30
2023-12-26 10:23:33,2289.67,37.63
2023-12-26 10:23:34,2289.67,37.97
2023-12-26 10:23:35,2282.87,38.31
2023-12-26 10:23:36,2310.05,38.64
2023-12-26 10:23:37,2310.05,38.98
2023-12-26 10:23:38,2303.25,39.32
2023-12-26 10:23:39,2303.25,39.66
2023-12-26 10:23:40,2306.65,39.99
2023-12-26 10:23:41,2299.86,40.33
2023-12-26 10:23:42,2313.45,40.67
2023-12-26 10:23:43,2286.27,41.00
2023-12-26 10:23:44,2313.45,41.34
2023-12-26 10:23:45,2079.57,41.48
2023-12-26 10:23:46,2066.05,41.48
2023-12-26 10:23:47,2269.29,41.67
2023-12-26 10:23:48,2384.87,42.00
