time,3077（YDC-4000kN）力值曲线,3077（YDC-4000kN）位移曲线
2024-10-13 21:41:09,526.51,-0.91
2024-10-13 21:41:10,577.76,-0.54
2024-10-13 21:41:11,634.21,-0.17
2024-10-13 21:41:12,678.64,0.19
2024-10-13 21:41:13,728.24,0.56
2024-10-13 21:41:14,788.11,0.91
2024-10-13 21:41:15,833.25,1.27
2024-10-13 21:41:16,896.30,1.62
2024-10-13 21:41:17,957.21,1.96
2024-10-13 21:41:18,1013.37,2.30
2024-10-13 21:41:19,1062.13,2.64
2024-10-13 21:41:20,1105.95,2.97
2024-10-13 21:41:21,1149.96,3.29
2024-10-13 21:41:22,1186.34,3.60
2024-10-13 21:41:23,1093.04,3.77
2024-10-13 21:41:24,1215.02,3.97
2024-10-13 21:41:25,1121.46,4.20
2024-10-13 21:41:26,1108.54,4.20
2024-10-13 21:41:27,1093.04,4.20
2024-10-13 21:41:28,1087.89,4.20
2024-10-13 21:41:29,1087.89,4.20
2024-10-13 21:41:30,1087.89,4.20
2024-10-13 21:41:31,1080.15,4.20
2024-10-13 21:41:32,1173.34,4.25
2024-10-13 21:41:33,1222.85,4.42
2024-10-13 21:41:34,1262.11,4.74
2024-10-13 21:41:35,1259.49,4.93
2024-10-13 21:41:36,1283.11,5.13
2024-10-13 21:41:37,1304.15,5.37
2024-10-13 21:41:38,1327.87,5.67
2024-10-13 21:41:39,1330.51,5.97
2024-10-13 21:41:40,1335.79,6.26
2024-10-13 21:41:41,1222.85,6.43
2024-10-13 21:41:42,1207.19,6.45
2024-10-13 21:41:43,1191.55,6.45
2024-10-13 21:41:44,1188.95,6.45
2024-10-13 21:41:45,1186.34,6.45
2024-10-13 21:41:46,1183.74,6.45
2024-10-13 21:41:47,1181.14,6.45
2024-10-13 21:41:48,1181.14,6.45
2024-10-13 21:41:49,1175.94,6.45
2024-10-13 21:41:50,1175.94,6.45
2024-10-13 21:41:51,1173.34,6.45
2024-10-13 21:41:52,1173.34,6.45
2024-10-13 21:41:53,1170.74,6.45
2024-10-13 21:41:54,1170.74,6.45
2024-10-13 21:41:55,1170.74,6.45
2024-10-13 21:41:56,1170.74,6.45
2024-10-13 21:41:57,1170.74,6.45
2024-10-13 21:41:58,1168.14,6.45
2024-10-13 21:41:59,1168.14,6.45
2024-10-13 21:42:00,1168.14,6.45
2024-10-13 21:42:01,1165.54,6.45
2024-10-13 21:42:02,1155.15,6.45
2024-10-13 21:42:03,1162.94,6.45
2024-10-13 21:42:04,1165.54,6.45
2024-10-13 21:42:05,1162.94,6.45
2024-10-13 21:42:06,1162.94,6.45
2024-10-13 21:42:07,1160.34,6.45
2024-10-13 21:42:08,1162.94,6.45
2024-10-13 21:42:09,1291.00,6.52
2024-10-13 21:42:10,1249.01,6.70
2024-10-13 21:42:11,1204.58,6.73
2024-10-13 21:42:12,1341.07,7.01
2024-10-13 21:42:13,1370.17,7.30
2024-10-13 21:42:14,1380.77,7.59
2024-10-13 21:42:15,1380.77,7.89
2024-10-13 21:42:16,1372.82,8.19
2024-10-13 21:42:17,1394.03,8.48
2024-10-13 21:42:18,1388.72,8.78
2024-10-13 21:42:19,1402.00,9.06
2024-10-13 21:42:20,1402.00,9.36
2024-10-13 21:42:21,1404.65,9.66
2024-10-13 21:42:22,1409.97,9.96
2024-10-13 21:42:23,1417.95,10.25
2024-10-13 21:42:24,1420.61,10.55
2024-10-13 21:42:25,1423.27,10.85
2024-10-13 21:42:26,1431.26,11.14
2024-10-13 21:42:27,1428.59,11.44
2024-10-13 21:42:28,1436.59,11.74
2024-10-13 21:42:29,1444.58,12.04
2024-10-13 21:42:30,1447.25,12.32
2024-10-13 21:42:31,1449.92,12.62
2024-10-13 21:42:32,1444.58,12.91
2024-10-13 21:42:33,1449.92,13.21
2024-10-13 21:42:34,1457.93,13.51
2024-10-13 21:42:35,1465.94,13.80
2024-10-13 21:42:36,1465.94,14.10
2024-10-13 21:42:37,1468.61,14.40
2024-10-13 21:42:38,1471.28,14.70
2024-10-13 21:42:39,1479.31,14.98
2024-10-13 21:42:40,1484.66,15.28
2024-10-13 21:42:41,1484.66,15.57
2024-10-13 21:42:42,1490.01,15.87
2024-10-13 21:42:43,1495.37,16.17
2024-10-13 21:42:44,1500.73,16.46
2024-10-13 21:42:45,1500.73,16.76
2024-10-13 21:42:46,1506.09,17.06
2024-10-13 21:42:47,1514.14,17.34
2024-10-13 21:42:48,1519.51,17.64
2024-10-13 21:42:49,1522.19,17.94
2024-10-13 21:42:50,1527.57,18.23
2024-10-13 21:42:51,1522.19,18.53
2024-10-13 21:42:52,1535.63,18.83
2024-10-13 21:42:53,1535.63,19.12
2024-10-13 21:42:54,1538.32,19.42
2024-10-13 21:42:55,1546.39,19.72
2024-10-13 21:42:56,1551.78,20.02
2024-10-13 21:42:57,1557.16,20.31
2024-10-13 21:42:58,1554.47,20.61
2024-10-13 21:42:59,1557.16,20.91
2024-10-13 21:43:00,1570.64,21.20
2024-10-13 21:43:01,1576.04,21.52
2024-10-13 21:43:02,1576.04,21.81
2024-10-13 21:43:03,1581.44,22.11
2024-10-13 21:43:04,1592.24,22.41
2024-10-13 21:43:05,1581.44,22.70
2024-10-13 21:43:06,1589.54,23.00
2024-10-13 21:43:07,1584.14,23.30
2024-10-13 21:43:08,1592.24,23.61
2024-10-13 21:43:09,1603.06,23.91
2024-10-13 21:43:10,1608.47,24.20
2024-10-13 21:43:11,1613.88,24.50
2024-10-13 21:43:12,1613.88,24.80
2024-10-13 21:43:13,1616.59,25.10
2024-10-13 21:43:14,1624.72,25.41
2024-10-13 21:43:15,1630.14,25.70
2024-10-13 21:43:16,1624.72,26.00
2024-10-13 21:43:17,1638.28,26.30
2024-10-13 21:43:18,1630.14,26.60
2024-10-13 21:43:19,1643.70,26.89
2024-10-13 21:43:20,1651.85,27.20
2024-10-13 21:43:21,1657.29,27.50
2024-10-13 21:43:22,1657.29,27.80
2024-10-13 21:43:23,1662.72,28.10
2024-10-13 21:43:24,1654.57,28.39
2024-10-13 21:43:25,1662.72,28.69
2024-10-13 21:43:26,1679.05,29.00
2024-10-13 21:43:27,1676.33,29.30
2024-10-13 21:43:28,1684.50,29.59
2024-10-13 21:43:29,1692.68,29.89
2024-10-13 21:43:30,1692.68,30.19
2024-10-13 21:43:31,1687.22,30.50
2024-10-13 21:43:32,1695.40,30.80
2024-10-13 21:43:33,1711.78,31.09
2024-10-13 21:43:34,1711.78,31.41
2024-10-13 21:43:35,1714.51,31.70
2024-10-13 21:43:36,1719.97,32.00
2024-10-13 21:43:37,1722.71,32.31
2024-10-13 21:43:38,1725.44,32.61
