time,3071（YDC-1000kN）力值曲线,3071（YDC-1000kN）位移曲线
2024-08-29 07:35:22,241.73,1.71
2024-08-29 07:35:23,269.70,3.49
2024-08-29 07:35:24,298.19,5.24
2024-08-29 07:35:25,328.66,6.92
2024-08-29 07:35:26,360.44,8.58
2024-08-29 07:35:27,389.03,10.11
2024-08-29 07:35:28,420.39,11.68
2024-08-29 07:35:29,447.59,13.13
2024-08-29 07:35:30,480.75,14.56
2024-08-29 07:35:31,507.20,15.98
2024-08-29 07:35:32,539.74,17.28
2024-08-29 07:35:33,567.79,18.57
2024-08-29 07:35:34,592.86,19.85
2024-08-29 07:35:35,622.47,21.06
2024-08-29 07:35:36,626.74,22.07
2024-08-29 07:35:37,619.92,22.07
2024-08-29 07:35:38,618.22,22.07
2024-08-29 07:35:39,613.97,22.07
2024-08-29 07:35:40,618.22,22.07
2024-08-29 07:35:41,613.97,22.07
2024-08-29 07:35:42,613.97,22.07
2024-08-29 07:35:43,616.52,22.07
2024-08-29 07:35:44,615.67,22.07
2024-08-29 07:35:45,614.82,22.07
2024-08-29 07:35:46,614.82,22.07
2024-08-29 07:35:47,614.82,22.07
2024-08-29 07:35:48,610.58,22.07
2024-08-29 07:35:49,613.12,22.07
2024-08-29 07:35:50,609.73,22.07
2024-08-29 07:35:51,612.28,22.07
2024-08-29 07:35:52,608.04,22.07
2024-08-29 07:35:53,611.43,22.07
2024-08-29 07:35:54,611.43,22.07
2024-08-29 07:35:55,611.43,22.07
2024-08-29 07:35:56,611.43,22.07
2024-08-29 07:35:57,610.58,22.07
2024-08-29 07:35:58,604.66,22.07
2024-08-29 07:35:59,608.89,22.07
2024-08-29 07:36:00,609.73,22.07
2024-08-29 07:36:01,606.35,22.07
2024-08-29 07:36:02,608.89,22.07
2024-08-29 07:36:03,608.89,22.07
2024-08-29 07:36:04,608.89,22.07
2024-08-29 07:36:05,609.73,22.07
2024-08-29 07:36:06,606.35,22.07
2024-08-29 07:36:07,608.04,22.07
2024-08-29 07:36:08,608.89,22.07
2024-08-29 07:36:09,606.35,22.07
2024-08-29 07:36:10,607.20,22.07
2024-08-29 07:36:11,608.04,22.07
2024-08-29 07:36:12,603.81,22.07
2024-08-29 07:36:13,603.81,22.07
2024-08-29 07:36:14,608.04,22.07
2024-08-29 07:36:15,608.04,22.07
2024-08-29 07:36:16,602.97,22.07
2024-08-29 07:36:17,605.50,22.07
2024-08-29 07:36:18,607.20,22.07
2024-08-29 07:36:19,604.66,22.07
2024-08-29 07:36:20,607.20,22.07
2024-08-29 07:36:21,603.81,22.07
2024-08-29 07:36:22,603.81,22.07
2024-08-29 07:36:23,605.50,22.07
2024-08-29 07:36:24,606.35,22.07
2024-08-29 07:36:25,602.13,22.07
2024-08-29 07:36:26,603.81,22.07
2024-08-29 07:36:27,604.66,22.07
2024-08-29 07:36:28,603.81,22.07
2024-08-29 07:36:29,604.66,22.07
2024-08-29 07:36:30,603.81,22.07
2024-08-29 07:36:31,602.97,22.07
2024-08-29 07:36:32,602.13,22.07
2024-08-29 07:36:33,602.97,22.07
2024-08-29 07:36:34,599.60,22.07
2024-08-29 07:36:35,600.44,22.07
2024-08-29 07:36:36,602.13,22.07
2024-08-29 07:36:37,597.91,22.07
2024-08-29 07:36:38,599.60,22.07
2024-08-29 07:36:39,600.44,22.07
2024-08-29 07:36:40,602.97,22.07
2024-08-29 07:36:41,602.97,22.07
2024-08-29 07:36:42,597.07,22.07
2024-08-29 07:36:43,401.96,20.14
2024-08-29 07:36:44,219.72,17.14
2024-08-29 07:36:45,68.80,13.85
2024-08-29 07:36:46,63.95,13.85
2024-08-29 07:36:47,58.52,13.85
2024-08-29 07:36:48,51.92,13.85
2024-08-29 07:36:49,50.72,13.85
2024-08-29 07:36:50,49.53,13.85
2024-08-29 07:36:51,45.95,13.85
2024-08-29 07:36:52,44.76,13.85
2024-08-29 07:36:53,44.76,13.85
2024-08-29 07:36:54,44.17,13.85
