time,3078（YDC-4000kN）力值曲线,3078（YDC-4000kN）位移曲线
2024-10-13 21:40:32,504.63,-0.91
2024-10-13 21:40:33,546.00,-0.53
2024-10-13 21:40:34,587.55,-0.16
2024-10-13 21:40:35,649.00,0.21
2024-10-13 21:40:36,708.37,0.58
2024-10-13 21:40:37,765.61,0.93
2024-10-13 21:40:38,823.20,1.28
2024-10-13 21:40:39,886.19,1.64
2024-10-13 21:40:40,944.49,1.98
2024-10-13 21:40:41,1013.37,2.32
2024-10-13 21:40:42,1062.13,2.66
2024-10-13 21:40:43,1111.12,2.99
2024-10-13 21:40:44,1139.59,3.32
2024-10-13 21:40:45,1165.54,3.66
2024-10-13 21:40:46,1188.95,3.99
2024-10-13 21:40:47,1194.16,4.31
2024-10-13 21:40:48,1217.63,4.64
2024-10-13 21:40:49,1228.08,4.92
2024-10-13 21:40:50,1168.14,5.15
2024-10-13 21:40:51,1121.46,5.33
2024-10-13 21:40:52,1131.82,5.48
2024-10-13 21:40:53,1134.41,5.64
2024-10-13 21:40:54,1228.08,5.81
2024-10-13 21:40:55,1175.94,5.99
2024-10-13 21:40:56,1149.96,6.15
2024-10-13 21:40:57,1155.15,6.29
2024-10-13 21:40:58,1272.61,6.46
2024-10-13 21:40:59,1173.34,6.62
2024-10-13 21:41:00,1280.48,6.76
2024-10-13 21:41:01,1241.16,6.91
2024-10-13 21:41:02,1194.16,7.04
2024-10-13 21:41:03,1256.87,7.21
2024-10-13 21:41:04,1196.76,7.35
2024-10-13 21:41:05,1249.01,7.51
2024-10-13 21:41:06,1194.16,7.65
2024-10-13 21:41:07,1209.80,7.79
2024-10-13 21:41:08,1325.23,7.93
2024-10-13 21:41:09,1207.19,8.07
2024-10-13 21:41:10,1314.69,8.22
2024-10-13 21:41:11,1201.98,8.36
2024-10-13 21:41:12,1215.02,8.50
2024-10-13 21:41:13,1212.41,8.64
2024-10-13 21:41:14,1312.05,8.81
2024-10-13 21:41:15,1317.32,8.94
2024-10-13 21:41:16,1217.63,9.06
2024-10-13 21:41:17,1306.78,9.22
2024-10-13 21:41:18,1333.15,9.36
2024-10-13 21:41:19,1238.54,9.47
2024-10-13 21:41:20,1319.96,9.64
2024-10-13 21:41:21,1212.41,9.79
2024-10-13 21:41:22,1322.59,9.93
2024-10-13 21:41:23,1327.87,10.06
2024-10-13 21:41:24,1343.71,10.30
2024-10-13 21:41:25,1346.35,10.62
2024-10-13 21:41:26,1356.93,10.95
2024-10-13 21:41:27,1359.58,11.27
2024-10-13 21:41:28,1364.87,11.60
2024-10-13 21:41:29,1375.46,11.92
2024-10-13 21:41:30,1380.77,12.25
2024-10-13 21:41:31,1383.42,12.57
2024-10-13 21:41:32,1388.72,12.90
2024-10-13 21:41:33,1388.72,13.22
2024-10-13 21:41:34,1383.42,13.55
2024-10-13 21:41:35,1391.38,13.86
2024-10-13 21:41:36,1399.34,14.19
2024-10-13 21:41:37,1396.69,14.51
2024-10-13 21:41:38,1404.65,14.84
2024-10-13 21:41:39,1409.97,15.16
2024-10-13 21:41:40,1402.00,15.49
2024-10-13 21:41:41,1412.63,15.83
2024-10-13 21:41:42,1415.29,16.15
2024-10-13 21:41:43,1423.27,16.48
