time,force_left,force_right,force_left_filt,force_right_filt,force_avg,force_diff,dis_left,dis_right,total_delta_dis,dis_diff,force_rate,force_acc,stiffness_ratio,force_std_5s
2024-05-22 10:42:16,298.14,296.82,298.14,296.82,297.48,1.3199999999999932,-0.15,0.13,-0.01999999999999999,0.28,0.0,0.0,-14874.74373718687,0.0
2024-05-22 10:42:17,300.79,302.11,298.8025,298.14250000000004,298.4725,0.6599999999999682,0.1,0.36,0.45999999999999996,0.26,0.9925000000000068,0.9925000000000068,648.8518503220647,0.0
2024-05-22 10:42:18,300.79,300.79,299.299375,298.80437500000005,299.051875,0.4949999999999477,0.1,0.36,0.45999999999999996,0.26,0.5793749999999704,-0.4131250000000364,650.1113584535686,0.0
2024-05-22 10:42:19,303.43,303.43,300.33203125,299.96078125,300.14640625000004,0.371249999999975,0.3,0.5,0.8,0.2,1.0945312500000455,0.515156250000075,375.18253883432646,0.0
2024-05-22 10:42:20,299.46,303.43,300.1140234375,300.8280859375,300.4710546875,0.7140625000000114,0.3,0.5,0.8,0.2,0.32464843749994543,-0.7698828125001,375.58834887393886,1.2239547032719649
2024-05-22 10:42:21,304.75,306.08,301.273017578125,302.141064453125,301.707041015625,0.8680468750000045,0.52,0.64,1.1600000000000001,0.12,1.2359863281250227,0.9113378906250773,260.0920525203211,1.2634225310883072
2024-05-22 10:42:22,304.75,304.75,302.14226318359374,302.7932983398438,302.46778076171876,0.6510351562500318,0.52,0.64,1.1600000000000001,0.12,0.7607397460937477,-0.475246582031275,260.7478620809109,1.3407730544257481
2024-05-22 10:42:23,306.08,308.72,303.1266973876953,304.2749737548828,303.7008355712891,1.1482763671875205,0.66,0.78,1.44,0.12,1.2330548095703193,0.4723150634765716,210.90321157505383,1.4591804640670836
2024-05-22 10:42:24,306.08,304.75,303.86502304077146,304.3937303161621,304.12937667846677,0.5287072753906159,0.66,0.78,1.44,0.12,0.42854110717769345,-0.8045137023926259,211.20080935948434,1.4868760196317048
2024-05-22 10:42:25,308.72,304.75,305.07876728057863,304.4827977371216,304.7807825088501,0.5959695434570449,0.75,0.86,1.6099999999999999,0.10999999999999999,0.6514058303833394,0.222864723205646,189.30471627585956,1.2505019628667204
2024-05-22 10:42:26,308.72,304.75,305.989075460434,304.5495983028412,305.2693368816376,1.439477157592762,0.75,0.86,1.6099999999999999,0.10999999999999999,0.4885543727875188,-0.16285145759582065,189.60816600836748,1.0782548945899353
2024-05-22 10:42:27,304.75,353.66,305.6793065953255,316.8271987271309,311.2532526612282,11.147892131805406,0.92,1.0,1.92,0.07999999999999996,5.983915779590575,5.495361406803056,162.11098466158518,3.092421254241768
2024-05-22 10:42:28,308.72,308.72,306.43947994649415,314.8003990453482,310.61993949592113,8.360919098854026,0.92,1.03,1.9500000000000002,0.10999999999999999,-0.6333131653070723,-6.617228944897647,159.29219497626983,3.4326771261842843
2024-05-22 10:42:29,336.48,337.8,313.9496099598706,320.55029928401115,317.2499546219409,6.600689324140546,1.03,1.06,2.09,0.030000000000000027,6.630015126019771,7.263328291326843,151.79416403242914,5.099007654087403
2024-05-22 10:42:30,310.04,304.75,312.97220746990297,316.6002244630084,314.78621596645564,3.6280169931054047,1.03,1.14,2.17,0.10999999999999988,-2.4637386554852583,-9.093753781505029,145.06270548559914,4.553958187101068
2024-05-22 10:42:31,329.87,308.72,317.1966556024272,314.6301683472563,315.9134119748418,2.566487255170898,1.03,1.14,2.17,0.10999999999999988,1.1271960083861359,3.590934663871394,145.5821504113785,2.9070876393046827
2024-05-22 10:42:32,310.04,308.72,315.4074917018204,313.1526262604422,314.28005898113133,2.254865441378172,1.06,1.25,2.31,0.18999999999999995,-1.6333529937104458,-2.7605490020965817,136.05191468797256,2.4859960578792557
2024-05-22 10:42:33,321.94,310.04,317.0406187763653,312.37446969533164,314.70754423584845,4.666149081033666,1.06,1.25,2.31,0.18999999999999995,0.4274852547171122,2.060838248427558,136.23697315968627,1.2037055853487106
2024-05-22 10:42:34,312.69,310.04,315.952964082274,311.79085227149875,313.87190817688634,4.1621118107752295,1.14,1.37,2.51,0.2300000000000002,-0.835636058962109,-1.2631213136792212,125.04851917464828,0.7650564952508949
2024-05-22 10:42:35,311.36,310.04,314.8047230617055,311.35313920362404,313.07893113266476,3.451583858081449,1.14,1.37,2.51,0.2300000000000002,-0.7929770442215727,0.04265901474053635,124.73259219126398,1.051082729705106
2024-05-22 10:42:36,312.69,312.69,314.2760422962791,311.68735440271803,312.9816983494986,2.5886878935610866,1.28,1.48,2.76,0.19999999999999996,-0.09723278316619144,0.6957442610553812,113.39912498201942,0.74959094811925
2024-05-22 10:42:37,312.69,311.36,313.8795317222093,311.60551580203855,312.74252376212394,2.2740159201707684,1.28,1.48,2.76,0.19999999999999996,-0.23917458737463448,-0.14194180420844305,113.31246755422333,0.8083050677364312
2024-05-22 10:42:38,312.69,314.01,313.582148791657,312.2066368515289,312.894392821593,1.3755119401280922,1.31,1.59,2.9000000000000004,0.28,0.15186905946904972,0.3910436468436842,107.89458100931445,0.4414125636292302
2024-05-22 10:42:39,311.36,310.04,313.02661159374276,311.6649776386467,312.3457946161947,1.3616339550960674,1.31,1.59,2.9000000000000004,0.28,-0.5485982053982639,-0.7004672648673136,107.70540927958118,0.2867739690957071
2024-05-22 10:42:40,314.01,315.33,313.2724586953071,312.581233228985,312.92684596214605,0.6912254663220665,1.31,1.65,2.96,0.33999999999999986,0.5810513459513231,1.129649551349587,105.71849332555834,0.2575146446990269
2024-05-22 10:42:41,315.33,314.01,313.7868440214803,312.9384249217388,313.36263447160957,0.848419099741534,1.42,1.65,3.07,0.22999999999999998,0.43578850946352077,-0.14526283648780236,102.07248612349298,0.36617818170819505
2024-05-22 10:42:42,314.01,316.65,313.8426330161102,313.86631869130406,313.85447585370713,0.023685675193860334,1.42,1.7,3.12,0.28,0.49184138209756156,0.056052872634040796,100.5943510446654,0.5649355135378951
2024-05-22 10:42:43,317.97,315.33,314.8744747620826,314.232239018478,314.5533568902803,0.6422357436046013,1.53,1.7,3.23,0.16999999999999993,0.6988810365731979,0.20703965447563633,97.38491006358213,0.8475005426363741
2024-05-22 10:42:44,316.65,315.33,315.318356071562,314.50667926385853,314.9125176677103,0.8116768077034635,1.53,1.79,3.3200000000000003,0.26,0.3591607774299632,-0.33972025914323467,94.85313940197918,0.8196825042313043
2024-05-22 10:42:45,314.01,315.33,314.9912670536715,314.71250944789386,314.8518882507827,0.27875760577762776,1.53,1.79,3.3200000000000003,0.26,-0.060629416927611146,-0.41979019435757436,94.83487753491117,0.6746945457229225
2024-05-22 10:42:46,315.33,316.65,315.0759502902536,315.1968820859204,315.13641618808697,0.12093179566676326,1.53,1.84,3.37,0.31000000000000005,0.28452793730428994,0.3451573542319011,93.5122619216098,0.4969370129585994
2024-05-22 10:42:47,316.65,315.33,315.46946271769025,315.23016156444027,315.3498121410653,0.2393011532499827,1.53,1.84,3.37,0.31000000000000005,0.21339595297831693,-0.07113198432597301,93.57558414405968,0.3009876790623756
2024-05-22 10:42:48,315.33,314.01,315.43459703826767,314.9251211733302,315.1798591057989,0.5094758649374853,1.53,1.95,3.48,0.41999999999999993,-0.16995303526636008,-0.383348988244677,90.56889900485629,0.20362499330801626
2024-05-22 10:42:49,315.33,311.36,315.40844777870075,314.0338408799977,314.7211443293492,1.374606898703064,1.53,1.95,3.48,0.41999999999999993,-0.45871477644971037,-0.2887617411833503,90.43708445180022,0.2557289127861751
2024-05-22 10:42:50,315.33,316.65,315.38883583402554,314.68788065999826,315.0383582470119,0.7009551740272855,1.53,2.04,3.5700000000000003,0.51,0.31721391766268425,0.7759286941123946,88.24601400588175,0.2325584211406776
2024-05-22 10:42:51,312.69,315.33,314.7141268755192,314.8484104949987,314.78126868525896,0.13428361947950407,1.53,2.04,3.5700000000000003,0.51,-0.2570895617529345,-0.5743034794156188,88.17400014320974,0.2649531235875812
2024-05-22 10:42:52,315.33,317.97,314.86809515663936,315.628807871249,315.2484515139442,0.7607127146096673,1.53,2.1,3.63,0.5700000000000001,0.46718282868522465,0.7242723904381592,86.84527952304812,0.23503270779191682
2024-05-22 10:42:53,311.36,315.33,313.99107136747955,315.5541059034368,314.7725886354582,1.5630345359572289,1.53,2.1,3.63,0.5700000000000001,-0.47586287848599795,-0.9430457071712226,86.71418785709926,0.2247873794399079
2024-05-22 10:42:54,319.3,319.3,315.3183035256097,316.4905794275776,315.90444147659366,1.1722759019679074,1.59,2.18,3.7700000000000005,0.5900000000000001,1.1318528411354691,1.607715719621467,83.79425933218415,0.46629814993534674
2024-05-22 10:42:55,319.3,314.01,316.31372764420723,315.8704345706832,316.0920811074452,0.4432930735240461,1.59,2.18,3.7700000000000005,0.5900000000000001,0.18763963085154955,-0.9442132102839196,83.84403110435386,0.6174107439131599
2024-05-22 10:42:56,316.65,320.62,316.3977957331554,317.0578259280124,316.7278108305839,0.6600301948569722,1.65,2.26,3.9099999999999997,0.6099999999999999,0.6357297231386951,0.4480900922871456,81.00453448236559,0.7589244449867393
2024-05-22 10:42:57,317.97,317.97,316.7908467998666,317.2858694460093,317.03835812293795,0.4950226461427292,1.65,2.26,3.9099999999999997,0.6099999999999999,0.31054729235404466,-0.3251824307846505,81.08395832198968,0.8767468624718056
2024-05-22 10:42:58,316.65,316.65,316.7556350998999,317.126902084507,316.9412685922034,0.3712669846070753,1.65,2.35,4.0,0.7000000000000002,-0.09708953073453586,-0.4076368230885805,79.23529733922652,0.5121555047868642
2024-05-22 10:42:59,315.33,319.3,316.39922632492494,317.6701765633802,317.0347014441526,1.2709502384552707,1.65,2.35,4.0,0.7000000000000002,0.09343285194916007,0.19052238268369592,79.25865554637426,0.39771849881467675
2024-05-22 10:43:00,317.97,320.62,316.7919197436937,318.40763242253513,317.5997760831144,1.615712678841419,1.65,2.4,4.05,0.75,0.5650746389618462,0.4716417870126861,78.41967843541629,0.32270808189646855
2024-05-22 10:43:01,317.97,315.33,317.08643980777026,317.63822431690136,317.3623320623358,0.551784509131096,1.65,2.4,4.05,0.75,-0.23744402077863924,-0.8025186597404854,78.3610502966137,0.2767919868410778
