time,force_left,force_right,force_left_filt,force_right_filt,force_avg,force_diff,dis_left,dis_right,total_delta_dis,dis_diff,force_rate,force_acc,stiffness_ratio,force_std_5s
2025-06-03 08:41:39,503.87,375.54,503.87,375.54,439.70500000000004,128.32999999999998,8.42,-0.16,8.26,8.58,0.0,0.0,53.233044402779136,0.0
2025-06-03 08:41:40,544.17,375.54,513.945,375.54,444.74250000000006,138.40500000000003,8.67,-0.16,8.51,8.83,5.037500000000023,5.037500000000023,52.26115719610375,0.0
2025-06-03 08:41:41,515.16,375.54,514.24875,375.54,444.89437499999997,138.70874999999995,8.77,-0.16,8.61,8.93,0.1518749999999045,-4.885625000000118,51.6718145561191,0.0
2025-06-03 08:41:42,520.0,375.54,515.6865625,375.54,445.61328125,140.14656250000002,8.93,-0.16,8.77,9.09,0.7189062500000318,0.5670312500001273,50.811086709112125,0.0
2025-06-03 08:41:43,516.78,372.3,515.959921875,374.73,445.3449609375,141.22992187499995,8.93,-0.16,8.77,9.09,-0.2683203125000091,-0.9872265625000409,50.7804914660215,2.459259041885405
2025-06-03 08:41:44,516.78,373.92,516.1649414062499,374.52750000000003,445.34622070312497,141.63744140624988,8.93,-0.16,8.77,9.09,0.0012597656249795364,0.26958007812498863,50.78063511088825,0.3588942048272036
2025-06-03 08:41:45,516.78,456.43,516.3187060546875,395.003125,455.6609155273437,121.31558105468747,8.93,0.14,9.07,8.79,10.314694824218748,10.313435058593768,50.23824314102542,4.640864871175777
2025-06-03 08:41:46,516.78,516.11,516.4340295410157,425.27984375000005,470.85693664550786,91.1541857910156,8.93,1.11,10.04,7.819999999999999,15.19602111816414,4.881326293945392,46.89809658838758,11.14389709587787
2025-06-03 08:41:47,536.11,491.94,521.3530221557618,441.94488281250005,481.6489524841309,79.40813934326172,9.04,1.13,10.169999999999998,7.909999999999999,10.792015838623058,-4.404005279541082,47.35977434851098,16.082758233518323
2025-06-03 08:41:48,520.0,470.97,521.0147666168214,449.20116210937505,485.1079643630982,71.81360450744631,9.04,1.71,10.75,7.329999999999999,3.45901187896726,-7.333003959655798,45.126318068537685,16.972071350793556
2025-06-03 08:41:49,515.16,525.78,519.551074962616,468.3458715820313,493.94847327232367,51.20520338058469,9.04,2.15,11.19,6.889999999999999,8.840508909225491,5.381497030258231,44.14195077125763,14.719950609852212
2025-06-03 08:41:50,518.39,469.35,519.260806221962,468.59690368652343,493.9288549542427,50.663902535438524,9.04,2.36,11.399999999999999,6.68,-0.019618318080972585,-8.860127227306464,43.32708873922404,9.630924016022506
2025-06-03 08:41:51,520.0,500.0,519.4456046664715,476.44767776489255,497.946641215682,42.99792690157892,9.04,2.91,11.95,6.129999999999999,4.017786261439312,4.037404579520285,41.66917151016825,6.828529518162558
2025-06-03 08:41:52,518.39,549.92,519.1817034998536,494.81575832366946,506.9987309117615,24.36594517618414,9.04,3.16,12.2,5.879999999999999,9.05208969607952,5.034303434640208,41.557269619220655,7.922119476815856
2025-06-03 08:41:53,561.87,516.11,529.8537776248902,500.13931874275215,514.9965481838212,29.714458882138047,9.34,3.55,12.89,5.79,7.997817272059706,-1.054272424019814,39.95318139880837,9.210681604327064
2025-06-03 08:41:54,563.48,511.28,538.2603332186677,502.92448905706414,520.592411137866,35.335844161603575,9.87,3.55,13.419999999999998,6.319999999999999,5.595862954044719,-2.4019543180149867,38.79227811815111,11.196639332014044
2025-06-03 08:41:55,582.78,511.28,549.3902499140008,505.0133667927981,527.2018083533994,44.37688312120275,10.4,3.55,13.95,6.8500000000000005,6.609397215533477,1.0135342614887577,37.7922416172873,11.450369221103776
2025-06-03 08:41:56,597.24,557.96,561.3526874355007,518.2500250945986,539.8013562650497,43.10266234090204,10.93,3.76,14.69,7.17,12.599547911650234,5.990150696116757,36.74617559692812,12.449712176133737
2025-06-03 08:41:57,592.42,514.5,569.1195155766255,517.312518820949,543.2160171987873,51.80699675567655,11.46,3.99,15.450000000000001,7.470000000000001,3.4146609337376503,-9.184886977912583,35.15961048797261,12.13107095623875
2025-06-03 08:41:58,610.09,516.11,579.3621366824692,517.0118891157117,548.1870128990904,62.3502475667575,11.99,3.99,15.98,8.0,4.970995700303092,1.556334766565442,34.30456687074616,11.507018617102021
2025-06-03 08:41:59,611.7,590.09,587.446602511852,535.2814168367838,561.3640096743179,52.16518567506819,12.52,4.43,16.95,8.09,13.176996775227508,8.206001074924416,33.118818675840664,12.444394607854145
2025-06-03 08:42:00,621.33,535.44,595.917451883889,535.3210626275879,565.6192572557385,60.59638925630111,13.06,4.43,17.490000000000002,8.63,4.255247581420576,-8.921749193806932,32.33957832568096,11.32492890394018
2025-06-03 08:42:01,638.97,532.22,606.6805889129168,534.545796970691,570.6131929418038,72.13479194222589,13.59,4.43,18.02,9.16,4.993935686065356,0.7386881046447797,31.66554724063577,11.652499062969799
2025-06-03 08:42:02,637.37,530.61,614.3529416846876,533.5618477280183,573.9573947063529,80.79109395666933,14.12,4.43,18.549999999999997,9.69,3.344201764549098,-1.6497339215162583,30.94109777710271,10.031096654920615
2025-06-03 08:42:03,648.59,529.0,622.9122062635157,532.4213857960137,577.6667960297648,90.49082046750198,14.65,4.43,19.08,10.22,3.7094013234118393,0.36519955886274147,30.276035940971113,6.489732248121563
2025-06-03 08:42:04,658.21,525.78,631.7366546976368,530.7610393470103,581.2488470223236,100.97561535062653,15.15,4.43,19.58,10.72,3.582050992558834,-0.1273503308530053,29.68584358204699,6.073307832707561
2025-06-03 08:42:05,646.99,529.0,635.5499910232277,530.3207795102577,582.9353852667427,105.22921151296998,15.68,4.43,20.11,11.25,1.6865382444191255,-1.8955127481397085,28.98733745795153,5.083568363090541
2025-06-03 08:42:06,667.82,527.39,643.6174932674207,529.5880846326933,586.602788950057,114.02940863472747,16.21,4.43,20.64,11.780000000000001,3.6674036833142054,1.98086543889508,28.420676382237428,4.862279772178007
2025-06-03 08:42:07,674.22,527.39,651.2681199505655,529.03856347452,590.1533417125427,122.22955647604556,16.58,4.43,21.009999999999998,12.149999999999999,3.5505527624857223,-0.11685092082848314,28.089162952088518,4.823428321599311
2025-06-03 08:42:08,669.42,525.78,655.8060899629241,528.22392260589,592.015006284407,127.58216735703411,17.11,4.43,21.54,12.68,1.8616645718643667,-1.6888881906213555,27.48444655524422,4.5829133506128885
2025-06-03 08:42:09,683.83,602.93,662.8120674721931,546.9004419544175,604.8562547133054,115.91162551777563,17.64,4.98,22.62,12.66,12.841248428898325,10.979583857033958,26.73988629413877,8.331084625690547
2025-06-03 08:42:10,691.83,609.35,670.0665506041448,562.5128314658131,616.2896910349789,107.55371913833176,18.15,5.95,24.099999999999998,12.2,11.433436321673526,-1.4078121072247995,25.5721852889126,12.336999914538225
2025-06-03 08:42:11,703.02,615.77,678.3049129531087,575.8271235993598,627.0660182762342,102.4777893537489,18.68,6.44,25.12,12.239999999999998,10.77632724125533,-0.6571090804181949,24.96281820515191,15.792646402268517
2025-06-03 08:42:12,701.43,599.72,684.0861847148315,581.8003426995199,632.9432637071757,102.28584201531157,19.19,7.38,26.57,11.810000000000002,5.877245430941457,-4.899081810313874,23.821725249734676,16.581229661193955
2025-06-03 08:42:13,709.42,586.88,690.4196385361236,583.0702570246399,636.7449477803817,107.34938151148367,19.7,7.84,27.54,11.86,3.8016840732060473,-2.0755613577354097,23.120730742906716,13.008325440775161
2025-06-03 08:42:14,717.41,639.81,697.1672289020926,597.2551927684799,647.2112108352862,99.91203613361267,20.23,8.4,28.630000000000003,11.83,10.466263054904516,6.664578981698469,22.606049187189555,11.466583797405452
2025-06-03 08:42:15,720.61,655.83,703.0279216765695,611.8988945763599,657.4634081264646,91.12902710020956,20.73,9.37,30.1,11.360000000000001,10.25219729117839,-0.21406576372612562,21.842637418067348,12.085576513508801
2025-06-03 08:42:16,727.0,609.35,709.0209412574271,611.2616709322699,660.1413060948485,97.75927032515722,21.24,9.53,30.769999999999996,11.709999999999999,2.6778979683838315,-7.574299322794559,21.45405539944079,12.092665138790604
2025-06-03 08:42:17,738.17,607.75,716.3082059430703,610.3837531992024,663.3459795711364,105.92445274386796,21.75,9.53,31.28,12.22,3.204673476287894,0.5267755079040626,21.2067122239266,10.905212348813407
2025-06-03 08:42:18,741.37,604.54,722.5736544573027,608.9228148994018,665.7482346783522,113.6508395579009,22.28,9.53,31.810000000000002,12.750000000000002,2.402255107215865,-0.8024183690720292,20.92889700564147,7.190756125018123
2025-06-03 08:42:19,755.73,602.93,730.862740842977,607.4246111745514,669.1436760087643,123.43812966842563,22.79,9.53,32.32,13.26,3.3954413304120408,0.9931862231961759,20.70370220622098,4.5853362626620235
