time,3071（YDC-1000kN）力值曲线,3071（YDC-1000kN）位移曲线
2024-08-31 18:20:24,214.27,1.71
2024-08-31 18:20:25,252.85,3.49
2024-08-31 18:20:26,290.31,5.19
2024-08-31 18:20:27,326.47,6.81
2024-08-31 18:20:28,364.93,8.36
2024-08-31 18:20:29,403.49,9.85
2024-08-31 18:20:30,439.78,11.32
2024-08-31 18:20:31,475.18,12.72
2024-08-31 18:20:32,519.34,14.11
2024-08-31 18:20:33,557.02,15.48
2024-08-31 18:20:34,595.38,16.74
2024-08-31 18:20:35,634.43,17.98
2024-08-31 18:20:36,631.01,18.33
2024-08-31 18:20:37,627.59,18.33
2024-08-31 18:20:38,619.92,18.33
2024-08-31 18:20:39,618.22,18.33
2024-08-31 18:20:40,619.92,18.33
2024-08-31 18:20:41,617.37,18.33
2024-08-31 18:20:42,616.52,18.33
2024-08-31 18:20:43,612.28,18.33
2024-08-31 18:20:44,613.12,18.33
2024-08-31 18:20:45,611.43,18.33
2024-08-31 18:20:46,607.20,18.33
2024-08-31 18:20:47,611.43,18.33
2024-08-31 18:20:48,609.73,18.33
2024-08-31 18:20:49,610.58,18.33
2024-08-31 18:20:50,610.58,18.33
2024-08-31 18:20:51,608.89,18.33
2024-08-31 18:20:52,608.89,18.33
2024-08-31 18:20:53,607.20,18.33
2024-08-31 18:20:54,607.20,18.33
2024-08-31 18:20:55,602.97,18.33
2024-08-31 18:20:56,606.35,18.33
2024-08-31 18:20:57,601.28,18.33
2024-08-31 18:20:58,603.81,18.33
2024-08-31 18:20:59,603.81,18.33
2024-08-31 18:21:00,604.66,18.33
2024-08-31 18:21:01,605.50,18.33
2024-08-31 18:21:02,602.97,18.33
2024-08-31 18:21:03,605.50,18.33
2024-08-31 18:21:04,605.50,18.33
2024-08-31 18:21:05,601.28,18.33
2024-08-31 18:21:06,605.50,18.33
2024-08-31 18:21:07,604.66,18.33
2024-08-31 18:21:08,602.97,18.33
2024-08-31 18:21:09,602.97,18.33
2024-08-31 18:21:10,603.81,18.33
2024-08-31 18:21:11,604.66,18.33
2024-08-31 18:21:12,603.81,18.33
2024-08-31 18:21:13,604.66,18.33
2024-08-31 18:21:14,603.81,18.33
2024-08-31 18:21:15,603.81,18.33
2024-08-31 18:21:16,602.97,18.33
2024-08-31 18:21:17,602.97,18.33
2024-08-31 18:21:18,602.97,18.33
2024-08-31 18:21:19,603.81,18.33
2024-08-31 18:21:20,600.44,18.33
2024-08-31 18:21:21,602.97,18.33
2024-08-31 18:21:22,602.97,18.33
2024-08-31 18:21:23,602.97,18.33
2024-08-31 18:21:24,602.97,18.33
2024-08-31 18:21:25,602.13,18.33
2024-08-31 18:21:26,601.28,18.33
2024-08-31 18:21:27,600.44,18.33
2024-08-31 18:21:28,602.97,18.33
2024-08-31 18:21:29,602.97,18.33
2024-08-31 18:21:30,602.97,18.33
2024-08-31 18:21:31,600.44,18.33
2024-08-31 18:21:32,602.97,18.33
2024-08-31 18:21:33,602.97,18.33
2024-08-31 18:21:34,597.07,18.33
2024-08-31 18:21:35,599.60,18.33
2024-08-31 18:21:36,599.60,18.33
