time,3074（YDC-1000型kN）力值曲线,3074（YDC-1000型kN）位移曲线
2024-08-31 02:39:44,245.36,1.66
2024-08-31 02:39:45,276.12,3.38
2024-08-31 02:39:46,309.68,5.02
2024-08-31 02:39:47,340.92,6.70
2024-08-31 02:39:48,371.96,8.36
2024-08-31 02:39:49,405.88,9.95
2024-08-31 02:39:50,445.18,11.53
2024-08-31 02:39:51,480.43,13.08
2024-08-31 02:39:52,520.42,14.56
2024-08-31 02:39:53,554.47,16.03
2024-08-31 02:39:54,592.47,17.48
2024-08-31 02:39:55,613.01,18.82
2024-08-31 02:39:56,606.14,18.82
2024-08-31 02:39:57,606.14,18.82
2024-08-31 02:39:58,596.74,18.82
2024-08-31 02:39:59,601.86,18.82
2024-08-31 02:40:00,601.01,18.82
2024-08-31 02:40:01,594.18,18.82
2024-08-31 02:40:02,598.44,18.82
2024-08-31 02:40:03,596.74,18.82
2024-08-31 02:40:04,589.92,18.82
2024-08-31 02:40:05,594.18,18.82
2024-08-31 02:40:06,594.18,18.82
2024-08-31 02:40:07,594.18,18.82
2024-08-31 02:40:08,594.18,18.82
2024-08-31 02:40:09,593.33,18.82
2024-08-31 02:40:10,588.22,18.82
2024-08-31 02:40:11,589.92,18.82
2024-08-31 02:40:12,589.07,18.82
2024-08-31 02:40:13,586.52,18.82
2024-08-31 02:40:14,589.92,18.82
2024-08-31 02:40:15,588.22,18.82
2024-08-31 02:40:16,587.37,18.82
2024-08-31 02:40:17,586.52,18.82
2024-08-31 02:40:18,587.37,18.82
2024-08-31 02:40:19,586.52,18.82
2024-08-31 02:40:20,587.37,18.82
2024-08-31 02:40:21,587.37,18.82
2024-08-31 02:40:22,583.12,18.82
2024-08-31 02:40:23,586.52,18.82
2024-08-31 02:40:24,584.82,18.82
2024-08-31 02:40:25,583.12,18.82
2024-08-31 02:40:26,580.58,18.82
2024-08-31 02:40:27,582.28,18.82
2024-08-31 02:40:28,583.12,18.82
2024-08-31 02:40:29,583.97,18.82
2024-08-31 02:40:30,583.97,18.82
2024-08-31 02:40:31,583.12,18.82
2024-08-31 02:40:32,582.28,18.82
2024-08-31 02:40:33,582.28,18.82
2024-08-31 02:40:34,582.28,18.82
2024-08-31 02:40:35,582.28,18.82
2024-08-31 02:40:36,583.12,18.82
2024-08-31 02:40:37,580.58,18.82
2024-08-31 02:40:38,580.58,18.82
2024-08-31 02:40:39,582.28,18.82
2024-08-31 02:40:40,581.43,18.82
2024-08-31 02:40:41,580.58,18.82
2024-08-31 02:40:42,579.73,18.82
2024-08-31 02:40:43,580.58,18.82
2024-08-31 02:40:44,580.58,18.82
2024-08-31 02:40:45,580.58,18.82
2024-08-31 02:40:46,580.58,18.82
2024-08-31 02:40:47,578.89,18.82
2024-08-31 02:40:48,579.73,18.82
2024-08-31 02:40:49,578.89,18.82
2024-08-31 02:40:50,578.89,18.82
2024-08-31 02:40:51,579.73,18.82
2024-08-31 02:40:52,574.66,18.82
2024-08-31 02:40:53,578.89,18.82
2024-08-31 02:40:54,576.35,18.82
2024-08-31 02:40:55,578.89,18.82
2024-08-31 02:40:56,576.35,18.82
2024-08-31 02:40:57,578.04,18.82
2024-08-31 02:40:58,575.50,18.82
2024-08-31 02:40:59,578.04,18.82
2024-08-31 02:41:00,576.35,18.82
2024-08-31 02:41:01,574.66,18.82
2024-08-31 02:41:02,576.35,18.82
2024-08-31 02:41:03,577.20,18.82
2024-08-31 02:41:04,576.35,18.82
2024-08-31 02:41:05,577.20,18.82
2024-08-31 02:41:06,576.35,18.82
2024-08-31 02:41:07,574.66,18.82
2024-08-31 02:41:08,576.35,18.82
2024-08-31 02:41:09,576.35,18.82
2024-08-31 02:41:10,576.35,18.82
2024-08-31 02:41:11,572.13,18.82
2024-08-31 02:41:12,572.13,18.82
2024-08-31 02:41:13,574.66,18.82
2024-08-31 02:41:14,574.66,18.82
2024-08-31 02:41:15,576.35,18.82
2024-08-31 02:41:16,575.50,18.82
2024-08-31 02:41:17,576.35,18.82
2024-08-31 02:41:18,575.50,18.82
2024-08-31 02:41:19,573.81,18.82
2024-08-31 02:41:20,574.66,18.82
2024-08-31 02:41:21,573.81,18.82
2024-08-31 02:41:22,574.66,18.82
2024-08-31 02:41:23,574.66,18.82
2024-08-31 02:41:24,574.66,18.82
2024-08-31 02:41:25,574.66,18.82
2024-08-31 02:41:26,573.81,18.82
2024-08-31 02:41:27,573.81,18.82
2024-08-31 02:41:28,572.97,18.82
2024-08-31 02:41:29,574.66,18.82
2024-08-31 02:41:30,572.13,18.82
2024-08-31 02:41:31,572.97,18.82
2024-08-31 02:41:32,567.91,18.82
2024-08-31 02:41:33,573.81,18.82
2024-08-31 02:41:34,572.97,18.82
2024-08-31 02:41:35,572.13,18.82
2024-08-31 02:41:36,572.97,18.82
2024-08-31 02:41:37,566.23,18.82
2024-08-31 02:41:38,572.13,18.82
2024-08-31 02:41:39,572.97,18.82
2024-08-31 02:41:40,571.28,18.82
2024-08-31 02:41:41,572.97,18.82
2024-08-31 02:41:42,572.97,18.82
2024-08-31 02:41:43,570.44,18.82
2024-08-31 02:41:44,569.60,18.82
2024-08-31 02:41:45,572.97,18.82
2024-08-31 02:41:46,572.97,18.82
2024-08-31 02:41:47,569.60,18.82
2024-08-31 02:41:48,572.97,18.82
2024-08-31 02:41:49,571.28,18.82
2024-08-31 02:41:50,569.60,18.82
2024-08-31 02:41:51,568.75,18.82
2024-08-31 02:41:52,572.13,18.82
2024-08-31 02:41:53,572.13,18.82
2024-08-31 02:41:54,572.13,18.82
2024-08-31 02:41:55,571.28,18.82
2024-08-31 02:41:56,570.44,18.82
2024-08-31 02:41:57,571.28,18.82
2024-08-31 02:41:58,569.60,18.82
2024-08-31 02:41:59,568.75,18.82
2024-08-31 02:42:00,569.60,18.82
2024-08-31 02:42:01,570.44,18.82
2024-08-31 02:42:02,564.54,18.82
2024-08-31 02:42:03,570.44,18.82
2024-08-31 02:42:04,568.75,18.82
2024-08-31 02:42:05,571.28,18.82
2024-08-31 02:42:06,569.60,18.82
2024-08-31 02:42:07,566.23,18.82
2024-08-31 02:42:08,571.28,18.82
