time,4053（3000kN）力值曲线,4053（3000kN）位移曲线
2025-05-27 15:29:22,384.31,0.46
2025-05-27 15:29:23,384.31,0.96
2025-05-27 15:29:24,394.57,1.48
2025-05-27 15:29:25,400.72,1.98
2025-05-27 15:29:26,400.72,2.45
2025-05-27 15:29:27,374.06,2.86
2025-05-27 15:29:28,376.11,3.16
2025-05-27 15:29:29,415.08,3.45
2025-05-27 15:29:30,419.18,3.70
2025-05-27 15:29:31,419.18,3.93
2025-05-27 15:29:32,423.29,4.16
2025-05-27 15:29:33,429.44,4.36
2025-05-27 15:29:34,394.57,4.56
2025-05-27 15:29:35,398.67,4.75
2025-05-27 15:29:36,396.62,4.91
2025-05-27 15:29:37,402.77,5.02
2025-05-27 15:29:38,402.77,5.08
2025-05-27 15:29:39,394.57,5.08
2025-05-27 15:29:40,404.82,5.22
2025-05-27 15:29:41,402.77,5.22
2025-05-27 15:29:42,402.77,5.22
2025-05-27 15:29:43,402.77,5.27
2025-05-27 15:29:44,404.82,5.27
2025-05-27 15:29:45,402.77,5.27
2025-05-27 15:29:46,402.77,5.27
2025-05-27 15:29:47,402.77,5.27
2025-05-27 15:29:48,400.72,5.27
2025-05-27 15:29:49,400.72,5.27
2025-05-27 15:29:50,402.77,5.33
2025-05-27 15:29:51,404.82,5.33
2025-05-27 15:29:52,402.77,5.33
2025-05-27 15:29:53,402.77,5.33
2025-05-27 15:29:54,402.77,5.33
2025-05-27 15:29:55,398.67,5.33
2025-05-27 15:29:56,402.77,5.33
2025-05-27 15:29:57,431.49,5.34
2025-05-27 15:29:58,443.80,5.84
2025-05-27 15:29:59,447.91,6.35
2025-05-27 15:30:00,452.01,6.85
2025-05-27 15:30:01,456.11,7.37
2025-05-27 15:30:02,460.22,7.87
2025-05-27 15:30:03,460.22,8.37
2025-05-27 15:30:04,468.43,8.87
2025-05-27 15:30:05,468.43,9.37
2025-05-27 15:30:06,470.48,9.89
2025-05-27 15:30:07,476.64,10.39
2025-05-27 15:30:08,480.74,10.89
2025-05-27 15:30:09,478.69,11.39
2025-05-27 15:30:10,480.74,11.89
2025-05-27 15:30:11,488.95,12.39
2025-05-27 15:30:12,497.16,12.89
2025-05-27 15:30:13,497.16,13.41
2025-05-27 15:30:14,499.21,13.91
2025-05-27 15:30:15,505.37,14.41
2025-05-27 15:30:16,509.48,14.91
2025-05-27 15:30:17,519.74,15.42
2025-05-27 15:30:18,521.79,15.92
2025-05-27 15:30:19,525.90,16.42
2025-05-27 15:30:20,530.00,16.92
2025-05-27 15:30:21,536.16,17.42
2025-05-27 15:30:22,540.27,17.92
2025-05-27 15:30:23,546.43,18.42
2025-05-27 15:30:24,548.48,18.92
2025-05-27 15:30:25,548.48,19.42
2025-05-27 15:30:26,552.59,19.92
2025-05-27 15:30:27,556.69,20.43
2025-05-27 15:30:28,560.80,20.93
2025-05-27 15:30:29,566.96,21.43
2025-05-27 15:30:30,571.07,21.93
2025-05-27 15:30:31,573.12,22.43
2025-05-27 15:30:32,573.12,22.93
2025-05-27 15:30:33,575.18,23.43
2025-05-27 15:30:34,579.28,23.93
2025-05-27 15:30:35,583.39,24.43
