time,3053（500kN）力值曲线,3053（500kN）位移曲线
2023-12-15 20:02:30,1265.53,-0.77
2023-12-15 20:02:31,1451.79,-0.36
2023-12-15 20:02:32,1595.36,0.05
2023-12-15 20:02:33,1658.95,0.44
2023-12-15 20:02:34,1652.25,0.84
2023-12-15 20:02:35,1689.10,1.23
2023-12-15 20:02:36,1725.98,1.63
2023-12-15 20:02:37,1722.63,2.04
2023-12-15 20:02:38,1799.83,2.43
2023-12-15 20:02:39,1742.75,2.83
2023-12-15 20:02:40,1823.36,3.22
2023-12-15 20:02:41,1813.27,3.62
2023-12-15 20:02:42,1809.91,4.01
2023-12-15 20:02:43,1702.51,4.23
2023-12-15 20:02:44,1689.10,4.23
2023-12-15 20:02:45,1826.72,4.40
2023-12-15 20:02:46,1695.80,4.42
2023-12-15 20:02:47,1699.15,4.42
2023-12-15 20:02:48,1729.33,4.56
2023-12-15 20:02:49,1722.63,4.56
2023-12-15 20:02:50,1749.47,4.72
2023-12-15 20:02:51,1736.04,4.72
2023-12-15 20:02:52,1910.84,4.76
2023-12-15 20:02:53,1756.18,4.87
2023-12-15 20:02:54,1742.75,4.87
2023-12-15 20:02:55,1762.89,4.97
2023-12-15 20:02:56,1749.47,4.97
2023-12-15 20:02:57,1759.53,5.09
2023-12-15 20:02:58,1729.33,5.09
2023-12-15 20:02:59,1910.84,5.13
2023-12-15 20:03:00,1749.47,5.19
2023-12-15 20:03:01,1732.69,5.19
2023-12-15 20:03:02,1749.47,5.29
2023-12-15 20:03:03,1736.04,5.29
2023-12-15 20:03:04,1742.75,5.41
2023-12-15 20:03:05,1725.98,5.41
2023-12-15 20:03:06,1863.71,5.49
2023-12-15 20:03:07,1732.69,5.51
2023-12-15 20:03:08,1725.98,5.51
2023-12-15 20:03:09,1712.57,5.67
2023-12-15 20:03:10,1719.27,5.67
2023-12-15 20:03:11,1736.04,5.81
2023-12-15 20:03:12,1725.98,5.81
2023-12-15 20:03:13,1910.84,5.85
2023-12-15 20:03:14,1736.04,5.96
2023-12-15 20:03:15,1722.63,5.96
2023-12-15 20:03:16,1739.40,6.06
2023-12-15 20:03:17,1732.69,6.06
2023-12-15 20:03:18,1749.47,6.18
2023-12-15 20:03:19,1736.04,6.18
2023-12-15 20:03:20,1850.26,6.21
2023-12-15 20:03:21,1725.98,6.28
2023-12-15 20:03:22,1722.63,6.28
2023-12-15 20:03:23,1749.47,6.40
2023-12-15 20:03:24,1722.63,6.40
2023-12-15 20:03:25,1739.40,6.50
2023-12-15 20:03:26,1725.98,6.50
2023-12-15 20:03:27,1894.01,6.57
2023-12-15 20:03:28,1725.98,6.61
2023-12-15 20:03:29,1705.86,6.61
2023-12-15 20:03:30,1725.98,6.76
2023-12-15 20:03:31,1725.98,6.76
2023-12-15 20:03:32,1749.47,6.87
2023-12-15 20:03:33,1739.40,6.87
2023-12-15 20:03:34,1840.17,6.93
2023-12-15 20:03:35,1739.40,6.98
2023-12-15 20:03:36,1725.98,6.98
2023-12-15 20:03:37,1931.06,7.30
2023-12-15 20:03:38,1907.47,7.69
2023-12-15 20:03:39,1917.58,8.07
2023-12-15 20:03:40,1917.58,8.46
2023-12-15 20:03:41,1904.11,8.83
2023-12-15 20:03:42,1914.21,9.22
2023-12-15 20:03:43,1907.47,9.60
2023-12-15 20:03:44,1920.95,9.99
2023-12-15 20:03:45,1944.54,10.37
2023-12-15 20:03:46,1947.91,10.77
2023-12-15 20:03:47,1964.77,11.16
2023-12-15 20:03:48,1974.88,11.54
