time,3077（YDC-4000kN）力值曲线,3077（YDC-4000kN）位移曲线
2024-10-12 19:54:03,565.53,-0.91
2024-10-12 19:54:04,649.00,-0.54
2024-10-12 19:54:05,740.68,-0.17
2024-10-12 19:54:06,828.23,0.18
2024-10-12 19:54:07,903.90,0.53
2024-10-12 19:54:08,964.85,0.89
2024-10-12 19:54:09,1031.31,1.23
2024-10-12 19:54:10,1103.37,1.57
2024-10-12 19:54:11,1054.42,1.88
2024-10-12 19:54:12,1105.95,2.05
2024-10-12 19:54:13,1183.74,2.22
2024-10-12 19:54:14,1178.54,2.40
2024-10-12 19:54:15,1077.58,2.56
2024-10-12 19:54:16,1183.74,2.71
2024-10-12 19:54:17,1183.74,2.87
2024-10-12 19:54:18,1077.58,3.09
2024-10-12 19:54:19,1064.70,3.09
2024-10-12 19:54:20,1064.70,3.09
2024-10-12 19:54:21,1173.34,3.32
2024-10-12 19:54:22,1103.37,3.50
2024-10-12 19:54:23,1204.58,3.67
2024-10-12 19:54:24,1152.56,3.84
2024-10-12 19:54:25,1121.46,4.01
2024-10-12 19:54:26,1194.16,4.15
2024-10-12 19:54:27,1162.94,4.31
2024-10-12 19:54:28,1157.75,4.44
2024-10-12 19:54:29,1228.08,4.59
2024-10-12 19:54:30,1228.08,4.72
2024-10-12 19:54:31,1280.48,4.88
2024-10-12 19:54:32,1269.98,5.00
2024-10-12 19:54:33,1183.74,5.13
2024-10-12 19:54:34,1173.34,5.27
2024-10-12 19:54:35,1291.00,5.41
2024-10-12 19:54:36,1277.86,5.53
2024-10-12 19:54:37,1272.61,5.67
2024-10-12 19:54:38,1293.63,5.78
2024-10-12 19:54:39,1249.01,5.88
2024-10-12 19:54:40,1309.42,6.01
2024-10-12 19:54:41,1194.16,6.12
2024-10-12 19:54:42,1235.92,6.23
2024-10-12 19:54:43,1238.54,6.36
2024-10-12 19:54:44,1191.55,6.49
2024-10-12 19:54:45,1249.01,6.60
2024-10-12 19:54:46,1183.74,6.73
2024-10-12 19:54:47,1215.02,6.87
2024-10-12 19:54:48,1194.16,6.98
2024-10-12 19:54:49,1194.16,7.11
2024-10-12 19:54:50,1191.55,7.23
2024-10-12 19:54:51,1293.63,7.35
2024-10-12 19:54:52,1288.37,7.47
2024-10-12 19:54:53,1304.15,7.58
2024-10-12 19:54:54,1215.02,7.69
2024-10-12 19:54:55,1188.95,7.81
2024-10-12 19:54:56,1262.11,7.93
2024-10-12 19:54:57,1194.16,8.03
2024-10-12 19:54:58,1220.24,8.14
2024-10-12 19:54:59,1312.05,8.27
2024-10-12 19:55:00,1322.59,8.37
2024-10-12 19:55:01,1319.96,8.48
2024-10-12 19:55:02,1230.69,8.58
2024-10-12 19:55:03,1207.19,8.71
2024-10-12 19:55:04,1204.58,8.84
2024-10-12 19:55:05,1314.69,8.92
2024-10-12 19:55:06,1207.19,9.01
2024-10-12 19:55:07,1204.58,9.12
2024-10-12 19:55:08,1209.80,9.21
2024-10-12 19:55:09,1204.58,9.29
2024-10-12 19:55:10,1314.69,9.38
2024-10-12 19:55:11,1209.80,9.42
2024-10-12 19:55:12,1201.98,9.49
2024-10-12 19:55:13,1207.19,9.56
2024-10-12 19:55:14,1241.16,9.64
2024-10-12 19:55:15,1209.80,9.67
2024-10-12 19:55:16,1275.23,9.76
2024-10-12 19:55:17,1228.08,9.81
2024-10-12 19:55:18,1312.05,9.87
2024-10-12 19:55:19,1325.23,9.93
2024-10-12 19:55:20,1204.58,9.98
2024-10-12 19:55:21,1212.41,10.06
2024-10-12 19:55:22,1209.80,10.08
2024-10-12 19:55:23,1204.58,10.15
2024-10-12 19:55:24,1201.98,10.20
2024-10-12 19:55:25,1212.41,10.24
2024-10-12 19:55:26,1207.19,10.30
2024-10-12 19:55:27,1204.58,10.37
