time,3078（YDC-4000kN）力值曲线,3078（YDC-4000kN）位移曲线
2024-10-13 15:02:31,485.23,-0.92
2024-10-13 15:02:32,560.64,-0.56
2024-10-13 15:02:33,649.00,-0.19
2024-10-13 15:02:34,723.27,0.16
2024-10-13 15:02:35,795.62,0.52
2024-10-13 15:02:36,868.51,0.86
2024-10-13 15:02:37,921.64,1.20
2024-10-13 15:02:38,980.15,1.52
2024-10-13 15:02:39,1010.82,1.86
2024-10-13 15:02:40,1023.62,2.19
2024-10-13 15:02:41,1023.62,2.51
2024-10-13 15:02:42,1044.14,2.85
2024-10-13 15:02:43,1044.14,3.07
2024-10-13 15:02:44,975.05,3.25
2024-10-13 15:02:45,1072.42,3.41
2024-10-13 15:02:46,992.92,3.57
2024-10-13 15:02:47,1072.42,3.72
2024-10-13 15:02:48,1008.26,3.89
2024-10-13 15:02:49,1023.62,4.03
2024-10-13 15:02:50,1033.88,4.17
2024-10-13 15:02:51,1013.37,4.31
2024-10-13 15:02:52,1072.42,4.47
2024-10-13 15:02:53,1041.57,4.58
2024-10-13 15:02:54,1139.59,4.68
2024-10-13 15:02:55,1113.70,4.78
2024-10-13 15:02:56,1059.56,4.78
2024-10-13 15:02:57,1129.23,4.81
2024-10-13 15:02:58,1067.28,4.85
2024-10-13 15:02:59,1069.85,4.88
2024-10-13 15:03:00,1064.70,4.88
2024-10-13 15:03:01,1059.56,4.88
2024-10-13 15:03:02,1054.42,4.92
2024-10-13 15:03:03,1062.13,4.93
2024-10-13 15:03:04,1059.56,4.93
2024-10-13 15:03:05,1059.56,5.03
2024-10-13 15:03:06,1056.99,5.03
2024-10-13 15:03:07,1059.56,5.03
2024-10-13 15:03:08,1059.56,5.03
2024-10-13 15:03:09,1054.42,5.06
2024-10-13 15:03:10,1059.56,5.06
2024-10-13 15:03:11,1062.13,5.06
2024-10-13 15:03:12,1131.82,5.07
2024-10-13 15:03:13,1064.70,5.09
2024-10-13 15:03:14,1064.70,5.10
2024-10-13 15:03:15,1054.42,5.13
2024-10-13 15:03:16,1064.70,5.15
2024-10-13 15:03:17,1075.00,5.16
2024-10-13 15:03:18,1064.70,5.16
2024-10-13 15:03:19,1160.34,5.43
2024-10-13 15:03:20,1175.94,5.74
2024-10-13 15:03:21,1186.34,6.02
2024-10-13 15:03:22,1162.94,6.31
2024-10-13 15:03:23,1162.94,6.63
2024-10-13 15:03:24,1173.34,6.87
2024-10-13 15:03:25,1173.34,7.07
2024-10-13 15:03:26,1118.88,7.25
2024-10-13 15:03:27,1173.34,7.45
