time,3078（YDC-4000kN）力值曲线,3078（YDC-4000kN）位移曲线
2024-10-13 19:10:46,422.46,-0.91
2024-10-13 19:10:47,422.46,-0.53
2024-10-13 19:10:48,427.28,-0.13
2024-10-13 19:10:49,429.68,0.25
2024-10-13 19:10:50,432.09,0.65
2024-10-13 19:10:51,434.50,1.03
2024-10-13 19:10:52,439.32,1.41
2024-10-13 19:10:53,444.14,1.81
2024-10-13 19:10:54,446.55,2.19
2024-10-13 19:10:55,451.38,2.57
2024-10-13 19:10:56,453.79,2.95
2024-10-13 19:10:57,456.21,3.35
2024-10-13 19:10:58,461.04,3.73
2024-10-13 19:10:59,463.46,4.11
2024-10-13 19:11:00,465.87,4.49
2024-10-13 19:11:01,468.29,4.88
2024-10-13 19:11:02,470.71,5.26
2024-10-13 19:11:03,473.13,5.65
2024-10-13 19:11:04,473.13,6.04
2024-10-13 19:11:05,477.97,6.42
2024-10-13 19:11:06,482.81,6.80
2024-10-13 19:11:07,485.23,7.18
2024-10-13 19:11:08,485.23,7.56
2024-10-13 19:11:09,487.66,7.95
2024-10-13 19:11:10,487.66,8.33
2024-10-13 19:11:11,494.93,8.71
2024-10-13 19:11:12,494.93,9.09
2024-10-13 19:11:13,497.35,9.47
2024-10-13 19:11:14,494.93,9.86
2024-10-13 19:11:15,499.78,10.24
2024-10-13 19:11:16,509.49,10.62
2024-10-13 19:11:17,507.06,11.00
2024-10-13 19:11:18,514.35,11.39
2024-10-13 19:11:19,514.35,11.77
2024-10-13 19:11:20,519.21,12.15
2024-10-13 19:11:21,524.08,12.53
2024-10-13 19:11:22,521.64,12.91
2024-10-13 19:11:23,531.38,13.30
2024-10-13 19:11:24,533.81,13.68
2024-10-13 19:11:25,536.25,14.06
2024-10-13 19:11:26,536.25,14.44
2024-10-13 19:11:27,541.12,14.82
2024-10-13 19:11:28,546.00,15.21
2024-10-13 19:11:29,548.44,15.59
2024-10-13 19:11:30,555.76,15.96
2024-10-13 19:11:31,553.32,16.34
2024-10-13 19:11:32,555.76,16.72
2024-10-13 19:11:33,560.64,17.10
2024-10-13 19:11:34,563.09,17.48
2024-10-13 19:11:35,565.53,17.87
2024-10-13 19:11:36,567.97,18.23
2024-10-13 19:11:37,572.86,18.62
2024-10-13 19:11:38,575.31,19.00
2024-10-13 19:11:39,577.76,19.38
2024-10-13 19:11:40,580.20,19.75
2024-10-13 19:11:41,585.10,20.13
2024-10-13 19:11:42,585.10,20.51
2024-10-13 19:11:43,585.10,20.89
2024-10-13 19:11:44,592.45,21.26
2024-10-13 19:11:45,594.90,21.64
2024-10-13 19:11:46,597.36,22.03
2024-10-13 19:11:47,597.36,22.41
2024-10-13 19:11:48,607.17,22.78
2024-10-13 19:11:49,604.72,23.16
2024-10-13 19:11:50,612.08,23.54
2024-10-13 19:11:51,614.54,23.91
2024-10-13 19:11:52,616.99,24.29
2024-10-13 19:11:53,619.45,24.67
2024-10-13 19:11:54,621.91,25.04
2024-10-13 19:11:55,621.91,25.42
2024-10-13 19:11:56,626.83,25.80
2024-10-13 19:11:57,634.21,26.17
2024-10-13 19:11:58,636.68,26.55
2024-10-13 19:11:59,641.60,26.92
2024-10-13 19:12:00,636.68,27.30
2024-10-13 19:12:01,636.68,27.68
2024-10-13 19:12:02,649.00,28.05
2024-10-13 19:12:03,651.46,28.43
2024-10-13 19:12:04,653.93,28.80
2024-10-13 19:12:05,656.40,29.18
2024-10-13 19:12:06,661.34,29.57
2024-10-13 19:12:07,661.34,29.93
2024-10-13 19:12:08,666.28,30.32
2024-10-13 19:12:09,668.75,30.68
2024-10-13 19:12:10,673.69,31.07
2024-10-13 19:12:11,671.22,31.43
2024-10-13 19:12:12,678.64,31.82
2024-10-13 19:12:13,678.64,32.20
2024-10-13 19:12:14,681.11,32.57
2024-10-13 19:12:15,686.06,32.95
2024-10-13 19:12:16,688.54,33.29
2024-10-13 19:12:17,688.54,33.66
2024-10-13 19:12:18,688.54,34.00
2024-10-13 19:12:19,636.68,34.26
2024-10-13 19:12:20,683.58,34.56
2024-10-13 19:12:21,688.54,34.84
2024-10-13 19:12:22,710.85,35.11
2024-10-13 19:12:23,698.45,35.38
2024-10-13 19:12:24,629.29,35.62
2024-10-13 19:12:25,700.93,35.89
2024-10-13 19:12:26,710.85,36.12
2024-10-13 19:12:27,708.37,36.34
2024-10-13 19:12:28,656.40,36.54
2024-10-13 19:12:29,688.54,36.77
2024-10-13 19:12:30,693.49,36.97
2024-10-13 19:12:31,691.01,37.15
2024-10-13 19:12:32,715.81,37.35
2024-10-13 19:12:33,616.99,37.55
2024-10-13 19:12:34,718.30,37.74
2024-10-13 19:12:35,626.83,37.91
2024-10-13 19:12:36,720.78,38.10
2024-10-13 19:12:37,641.60,38.27
2024-10-13 19:12:38,656.40,38.47
2024-10-13 19:12:39,703.41,38.64
2024-10-13 19:12:40,676.16,38.82
2024-10-13 19:12:41,728.24,38.98
2024-10-13 19:12:42,631.75,39.16
2024-10-13 19:12:43,713.33,39.33
2024-10-13 19:12:44,651.46,39.49
2024-10-13 19:12:45,639.14,39.65
2024-10-13 19:12:46,735.70,39.84
2024-10-13 19:12:47,718.30,40.12
2024-10-13 19:12:48,730.73,40.49
2024-10-13 19:12:49,740.68,40.86
2024-10-13 19:12:50,750.65,41.21
2024-10-13 19:12:51,750.65,41.58
2024-10-13 19:12:52,750.65,41.95
2024-10-13 19:12:53,755.63,42.31
