time,3053（500kN）力值曲线,3053（500kN）位移曲线
2024-01-04 14:47:06,1185.94,-0.79
2024-01-04 14:47:07,1176.00,-0.39
2024-01-04 14:47:08,1185.94,0.00
2024-01-04 14:47:09,1212.45,0.40
2024-01-04 14:47:10,1225.71,0.80
2024-01-04 14:47:11,1235.66,1.19
2024-01-04 14:47:12,1258.89,1.59
2024-01-04 14:47:13,1295.41,1.98
2024-01-04 14:47:14,1338.61,2.38
2024-01-04 14:47:15,1302.05,2.77
2024-01-04 14:47:16,1119.73,2.86
2024-01-04 14:47:17,1103.19,2.86
2024-01-04 14:47:18,1149.51,3.13
2024-01-04 14:47:19,1126.35,3.13
2024-01-04 14:47:20,1305.37,3.16
2024-01-04 14:47:21,1142.89,3.36
2024-01-04 14:47:22,1136.27,3.36
2024-01-04 14:47:23,1308.69,3.54
2024-01-04 14:47:24,1142.89,3.59
2024-01-04 14:47:25,1139.58,3.59
2024-01-04 14:47:26,1142.89,3.77
2024-01-04 14:47:27,1129.66,3.77
2024-01-04 14:47:28,1348.58,3.92
2024-01-04 14:47:29,1142.89,4.24
2024-01-04 14:47:30,1119.73,4.24
2024-01-04 14:47:31,1308.69,4.30
2024-01-04 14:47:32,1142.89,4.60
2024-01-04 14:47:33,1129.66,4.60
2024-01-04 14:47:34,1308.69,4.70
2024-01-04 14:47:35,1129.66,4.94
2024-01-04 14:47:36,1119.73,4.94
2024-01-04 14:47:37,1282.12,5.09
2024-01-04 14:47:38,1129.66,5.29
2024-01-04 14:47:39,1129.66,5.29
2024-01-04 14:47:40,1295.41,5.47
2024-01-04 14:47:41,1136.27,5.56
2024-01-04 14:47:42,1126.35,5.56
2024-01-04 14:47:43,1149.51,5.84
2024-01-04 14:47:44,1126.35,5.84
2024-01-04 14:47:45,1295.41,5.85
2024-01-04 14:47:46,1139.58,6.14
2024-01-04 14:47:47,1129.66,6.14
2024-01-04 14:47:48,1302.05,6.23
2024-01-04 14:47:49,1136.27,6.41
2024-01-04 14:47:50,1119.73,6.41
2024-01-04 14:47:51,1312.02,6.62
2024-01-04 14:47:52,1136.27,6.64
