time,3071（YDC-1000kN）力值曲线,3071（YDC-1000kN）位移曲线
2024-08-29 08:45:48,337.47,-0.14
2024-08-29 08:45:49,361.94,1.44
2024-08-29 08:45:50,389.79,2.99
2024-08-29 08:45:51,419.62,4.48
2024-08-29 08:45:52,446.80,5.89
2024-08-29 08:45:53,473.59,7.30
2024-08-29 08:45:54,496.74,8.63
2024-08-29 08:45:55,525.85,9.95
2024-08-29 08:45:56,552.07,11.21
2024-08-29 08:45:57,581.13,12.41
2024-08-29 08:45:58,605.50,13.59
2024-08-29 08:45:59,632.72,14.72
2024-08-29 08:46:00,613.97,15.53
2024-08-29 08:46:01,605.50,15.53
2024-08-29 08:46:02,607.20,15.53
2024-08-29 08:46:03,606.35,15.53
2024-08-29 08:46:04,604.66,15.53
2024-08-29 08:46:05,597.91,15.53
2024-08-29 08:46:06,602.97,15.53
2024-08-29 08:46:07,599.60,15.53
2024-08-29 08:46:08,596.23,15.53
2024-08-29 08:46:09,597.07,15.53
2024-08-29 08:46:10,599.60,15.53
2024-08-29 08:46:11,600.44,15.53
2024-08-29 08:46:12,599.60,15.53
2024-08-29 08:46:13,599.60,15.53
2024-08-29 08:46:14,596.23,15.53
2024-08-29 08:46:15,599.60,15.53
2024-08-29 08:46:16,597.07,15.53
2024-08-29 08:46:17,597.91,15.53
2024-08-29 08:46:18,597.07,15.53
2024-08-29 08:46:19,595.38,15.53
2024-08-29 08:46:20,597.07,15.53
2024-08-29 08:46:21,596.23,15.53
2024-08-29 08:46:22,597.91,15.53
2024-08-29 08:46:23,596.23,15.53
2024-08-29 08:46:24,595.38,15.53
2024-08-29 08:46:25,592.02,15.53
2024-08-29 08:46:26,596.23,15.53
2024-08-29 08:46:27,594.54,15.53
2024-08-29 08:46:28,596.23,15.53
2024-08-29 08:46:29,595.38,15.53
2024-08-29 08:46:30,596.23,15.53
2024-08-29 08:46:31,595.38,15.53
2024-08-29 08:46:32,596.23,15.53
2024-08-29 08:46:33,592.02,15.53
2024-08-29 08:46:34,595.38,15.53
2024-08-29 08:46:35,588.66,15.53
2024-08-29 08:46:36,594.54,15.53
2024-08-29 08:46:37,591.18,15.53
2024-08-29 08:46:38,591.18,15.53
2024-08-29 08:46:39,593.70,15.53
2024-08-29 08:46:40,589.50,15.53
2024-08-29 08:46:41,591.18,15.53
2024-08-29 08:46:42,592.86,15.53
2024-08-29 08:46:43,594.54,15.53
2024-08-29 08:46:44,590.34,15.53
2024-08-29 08:46:45,593.70,15.53
2024-08-29 08:46:46,593.70,15.53
2024-08-29 08:46:47,592.86,15.53
2024-08-29 08:46:48,592.86,15.53
2024-08-29 08:46:49,592.02,15.53
2024-08-29 08:46:50,592.02,15.53
2024-08-29 08:46:51,586.15,15.53
2024-08-29 08:46:52,588.66,15.53
2024-08-29 08:46:53,586.15,15.53
2024-08-29 08:46:54,592.02,15.53
2024-08-29 08:46:55,592.02,15.53
2024-08-29 08:46:56,590.34,15.53
2024-08-29 08:46:57,587.83,15.53
2024-08-29 08:46:58,592.02,15.53
2024-08-29 08:46:59,592.02,15.53
2024-08-29 08:47:00,591.18,15.53
2024-08-29 08:47:01,588.66,15.53
2024-08-29 08:47:02,591.18,15.53
2024-08-29 08:47:03,586.99,15.53
2024-08-29 08:47:04,591.18,15.53
2024-08-29 08:47:05,588.66,15.53
2024-08-29 08:47:06,590.34,15.53
2024-08-29 08:47:07,590.34,15.53
2024-08-29 08:47:08,590.34,15.53
2024-08-29 08:47:09,590.34,15.53
2024-08-29 08:47:10,585.31,15.53
2024-08-29 08:47:11,588.66,15.53
2024-08-29 08:47:12,588.66,15.53
2024-08-29 08:47:13,590.34,15.53
2024-08-29 08:47:14,584.47,15.53
2024-08-29 08:47:15,549.60,15.38
2024-08-29 08:47:16,344.85,12.36
2024-08-29 08:47:17,155.67,9.16
2024-08-29 08:47:18,49.53,5.89
2024-08-29 08:47:19,47.14,5.89
2024-08-29 08:47:20,44.76,5.89
2024-08-29 08:47:21,44.76,5.89
2024-08-29 08:47:22,44.17,5.89
2024-08-29 08:47:23,43.58,5.89
2024-08-29 08:47:24,42.39,5.89
2024-08-29 08:47:25,42.39,5.89
2024-08-29 08:47:26,41.80,5.89
2024-08-29 08:47:27,42.39,5.89
