time,力值曲线,位移曲线
2023-12-19 16:02:53,770.52,-0.81
2023-12-19 16:02:54,770.52,-0.43
2023-12-19 16:02:55,770.52,-0.06
2023-12-19 16:02:56,773.8,0.32
2023-12-19 16:02:57,783.64,0.69
2023-12-19 16:02:58,796.77,1.07
2023-12-19 16:02:59,796.77,1.44
2023-12-19 16:03:00,796.77,1.81
2023-12-19 16:03:01,790.21,2.18
2023-12-19 16:03:02,800.06,2.56
2023-12-19 16:03:03,813.19,2.92
2023-12-19 16:03:04,819.76,3.29
2023-12-19 16:03:05,823.05,3.67
2023-12-19 16:03:06,816.48,4.04
2023-12-19 16:03:07,823.05,4.41
2023-12-19 16:03:08,823.05,4.78
2023-12-19 16:03:09,839.47,5.16
2023-12-19 16:03:10,849.33,5.52
2023-12-19 16:03:11,849.33,5.9
2023-12-19 16:03:12,842.76,6.27
2023-12-19 16:03:13,849.33,6.64
2023-12-19 16:03:14,849.33,7.01
2023-12-19 16:03:15,869.06,7.38
2023-12-19 16:03:16,869.06,7.75
2023-12-19 16:03:17,878.93,8.13
2023-12-19 16:03:18,875.64,8.49
2023-12-19 16:03:19,865.77,8.86
2023-12-19 16:03:20,869.06,9.24
2023-12-19 16:03:21,898.67,9.6
2023-12-19 16:03:22,898.67,9.98
2023-12-19 16:03:23,885.51,10.34
2023-12-19 16:03:24,895.38,10.72
2023-12-19 16:03:25,898.67,11.08
2023-12-19 16:03:26,911.83,11.46
2023-12-19 16:03:27,918.42,11.82
2023-12-19 16:03:28,908.54,12.2
2023-12-19 16:03:29,911.83,12.56
2023-12-19 16:03:30,921.71,12.94
2023-12-19 16:03:31,938.18,13.3
2023-12-19 16:03:32,931.59,13.66
2023-12-19 16:03:33,938.18,14.04
2023-12-19 16:03:34,934.88,14.4
2023-12-19 16:03:35,941.47,14.78
2023-12-19 16:03:36,957.95,15.14
2023-12-19 16:03:37,954.65,15.51
2023-12-19 16:03:38,954.65,15.88
2023-12-19 16:03:39,954.65,16.25
2023-12-19 16:03:40,964.54,16.61
2023-12-19 16:03:41,981.02,16.99
2023-12-19 16:03:42,981.02,17.35
2023-12-19 16:03:43,981.02,17.72
2023-12-19 16:03:44,984.32,18.09
2023-12-19 16:03:45,994.21,18.45
2023-12-19 16:03:46,1004.11,18.83
2023-12-19 16:03:47,1007.41,19.19
2023-12-19 16:03:48,1010.71,19.57
2023-12-19 16:03:49,1007.41,19.93
2023-12-19 16:03:50,1030.51,20.3
2023-12-19 16:03:51,1020.61,20.67
2023-12-19 16:03:52,1020.61,21.04
2023-12-19 16:03:53,1033.81,21.4
2023-12-19 16:03:54,1033.81,21.77
2023-12-19 16:03:55,1043.72,22.14
2023-12-19 16:03:56,1043.72,22.51
2023-12-19 16:03:57,1047.02,22.88
2023-12-19 16:03:58,1047.02,23.24
2023-12-19 16:03:59,1056.93,23.62
2023-12-19 16:04:00,1073.44,23.98
2023-12-19 16:04:01,1066.84,24.36
2023-12-19 16:04:02,1060.23,24.72
2023-12-19 16:04:03,1076.75,25.09
2023-12-19 16:04:04,1093.27,25.46
2023-12-19 16:04:05,1099.89,25.82
2023-12-19 16:04:06,1096.58,26.19
2023-12-19 16:04:07,819.76,26.43
2023-12-19 16:04:08,786.93,26.43
2023-12-19 16:04:09,1040.41,26.54
2023-12-19 16:04:10,1083.36,26.92
2023-12-19 16:04:11,832.9,27.16
2023-12-19 16:04:12,796.77,27.16
2023-12-19 16:04:13,1056.93,27.27
2023-12-19 16:04:14,1089.97,27.64
2023-12-19 16:04:15,813.19,27.73
2023-12-19 16:04:16,796.77,27.73
2023-12-19 16:04:17,1080.05,27.99
2023-12-19 16:04:18,839.47,28.23
2023-12-19 16:04:19,809.91,28.23
2023-12-19 16:04:20,1076.75,28.34
2023-12-19 16:04:21,846.05,28.62
2023-12-19 16:04:22,809.91,28.62
2023-12-19 16:04:23,1066.84,28.71
2023-12-19 16:04:24,849.33,28.99
2023-12-19 16:04:25,816.48,28.99
2023-12-19 16:04:26,1070.14,29.06
2023-12-19 16:04:27,839.47,29.31
2023-12-19 16:04:28,816.48,29.31
2023-12-19 16:04:29,1089.97,29.43
2023-12-19 16:04:30,839.47,29.6
2023-12-19 16:04:31,816.48,29.6
2023-12-19 16:04:32,1103.19,29.79
2023-12-19 16:04:33,829.62,29.85
2023-12-19 16:04:34,816.48,29.85
2023-12-19 16:04:35,855.91,30.1
2023-12-19 16:04:36,826.33,30.1
2023-12-19 16:04:37,1076.75,30.14
2023-12-19 16:04:38,846.05,30.35
2023-12-19 16:04:39,826.33,30.35
