time,力值曲线,位移曲线
2024-03-25 15:47:16,333.87,-0.15
2024-03-25 15:47:17,340.47,-0.07
2024-03-25 15:47:18,340.47,-0.07
2024-03-25 15:47:19,341.79,-0.07
2024-03-25 15:47:20,337.83,-0.07
2024-03-25 15:47:21,358.96,-0.04
2024-03-25 15:47:22,348.39,-0.04
2024-03-25 15:47:23,347.07,-0.04
2024-03-25 15:47:24,344.43,-0.04
2024-03-25 15:47:25,347.07,-0.04
2024-03-25 15:47:26,344.43,-0.04
2024-03-25 15:47:27,345.75,-0.04
2024-03-25 15:47:28,344.43,-0.04
2024-03-25 15:47:29,341.79,-0.04
2024-03-25 15:47:30,343.11,-0.04
2024-03-25 15:47:31,344.43,-0.04
2024-03-25 15:47:32,344.43,-0.04
2024-03-25 15:47:33,344.43,-0.04
2024-03-25 15:47:34,343.11,-0.04
2024-03-25 15:47:35,343.11,-0.04
2024-03-25 15:47:36,340.47,-0.04
2024-03-25 15:47:37,343.11,-0.04
2024-03-25 15:47:38,343.11,-0.04
2024-03-25 15:47:39,340.47,-0.04
2024-03-25 15:47:40,343.11,-0.04
2024-03-25 15:47:41,339.15,-0.04
2024-03-25 15:47:42,344.43,-0.04
2024-03-25 15:47:43,343.11,-0.04
2024-03-25 15:47:44,343.11,-0.04
2024-03-25 15:47:45,343.11,-0.04
2024-03-25 15:47:46,343.11,-0.04
2024-03-25 15:47:47,343.11,-0.04
2024-03-25 15:47:48,343.11,-0.04
2024-03-25 15:47:49,343.11,-0.04
2024-03-25 15:47:50,343.11,-0.04
2024-03-25 15:47:51,339.15,-0.04
2024-03-25 15:47:52,341.79,-0.04
2024-03-25 15:47:53,343.11,-0.04
2024-03-25 15:47:54,343.11,-0.04
2024-03-25 15:47:55,341.79,-0.04
2024-03-25 15:47:56,343.11,-0.04
2024-03-25 15:47:57,341.79,-0.04
2024-03-25 15:47:58,340.47,-0.04
2024-03-25 15:47:59,341.79,-0.04
2024-03-25 15:48:00,343.11,-0.04
2024-03-25 15:48:01,339.15,-0.04
2024-03-25 15:48:02,339.15,-0.04
2024-03-25 15:48:03,341.79,-0.04
2024-03-25 15:48:04,341.79,-0.04
2024-03-25 15:48:05,341.79,-0.04
2024-03-25 15:48:06,340.47,-0.04
2024-03-25 15:48:07,341.79,-0.04
2024-03-25 15:48:08,340.47,-0.04
2024-03-25 15:48:09,364.24,0.07
2024-03-25 15:48:10,357.64,0.07
2024-03-25 15:48:11,360.28,0.07
2024-03-25 15:48:12,360.28,0.07
2024-03-25 15:48:13,361.6,0.07
2024-03-25 15:48:14,358.96,0.07
2024-03-25 15:48:15,360.28,0.07
2024-03-25 15:48:16,358.96,0.07
2024-03-25 15:48:17,473.72,0.72
2024-03-25 15:48:18,543.54,1.62
2024-03-25 15:48:19,518.52,2.52
2024-03-25 15:48:20,526.42,3.41
2024-03-25 15:48:21,580.39,4.31
2024-03-25 15:48:22,551.43,4.34
2024-03-25 15:48:23,551.43,4.34
2024-03-25 15:48:24,561.96,4.57
2024-03-25 15:48:25,561.96,4.57
2024-03-25 15:48:26,569.86,4.73
2024-03-25 15:48:27,568.54,4.73
2024-03-25 15:48:28,573.81,4.82
2024-03-25 15:48:29,567.23,4.82
2024-03-25 15:48:30,573.81,4.87
2024-03-25 15:48:31,572.49,4.87
2024-03-25 15:48:32,577.75,4.96
2024-03-25 15:48:33,575.12,4.96
2024-03-25 15:48:34,572.49,4.96
2024-03-25 15:48:35,572.49,5.04
2024-03-25 15:48:36,571.17,5.04
2024-03-25 15:48:37,573.81,5.1
2024-03-25 15:48:38,569.86,5.1
2024-03-25 15:48:39,576.44,5.18
2024-03-25 15:48:40,573.81,5.18
2024-03-25 15:48:41,577.75,5.24
2024-03-25 15:48:42,577.75,5.24
2024-03-25 15:48:43,573.81,5.24
2024-03-25 15:48:44,572.49,5.24
2024-03-25 15:48:45,575.12,5.24
2024-03-25 15:48:46,575.12,5.24
2024-03-25 15:48:47,577.75,5.32
2024-03-25 15:48:48,575.12,5.32
2024-03-25 15:48:49,575.12,5.32
2024-03-25 15:48:50,577.75,5.32
2024-03-25 15:48:51,572.49,5.32
2024-03-25 15:48:52,573.81,5.32
2024-03-25 15:48:53,576.44,5.32
2024-03-25 15:48:54,573.81,5.32
2024-03-25 15:48:55,571.17,5.32
2024-03-25 15:48:56,575.12,5.32
2024-03-25 15:48:57,572.49,5.32
2024-03-25 15:48:58,571.17,5.32
2024-03-25 15:48:59,575.12,5.32
2024-03-25 15:49:00,581.7,5.41
2024-03-25 15:49:01,577.75,5.41
2024-03-25 15:49:02,577.75,5.41
2024-03-25 15:49:03,577.75,5.41
2024-03-25 15:49:04,577.75,5.41
2024-03-25 15:49:05,577.75,5.41
2024-03-25 15:49:06,577.75,5.41
2024-03-25 15:49:07,576.44,5.41
2024-03-25 15:49:08,573.81,5.41
2024-03-25 15:49:09,575.12,5.41
2024-03-25 15:49:10,577.75,5.41
2024-03-25 15:49:11,576.44,5.41
2024-03-25 15:49:12,576.44,5.41
2024-03-25 15:49:13,571.17,5.41
2024-03-25 15:49:14,573.81,5.41
2024-03-25 15:49:15,575.12,5.41
2024-03-25 15:49:16,575.12,5.41
2024-03-25 15:49:17,575.12,5.41
2024-03-25 15:49:18,573.81,5.41
2024-03-25 15:49:19,572.49,5.41
2024-03-25 15:49:20,572.49,5.41
2024-03-25 15:49:21,569.86,5.41
2024-03-25 15:49:22,571.17,5.41
2024-03-25 15:49:23,577.75,5.46
2024-03-25 15:49:24,577.75,5.46
2024-03-25 15:49:25,575.12,5.46
2024-03-25 15:49:26,576.44,5.46
2024-03-25 15:49:27,261.17,5.15
2024-03-25 15:49:28,298.19,3.11
2024-03-25 15:49:29,152.64,0.97
2024-03-25 15:49:30,12.06,0.61
2024-03-25 15:49:31,13.39,0.61
2024-03-25 15:49:32,13.39,0.61
2024-03-25 15:49:33,13.39,0.61
2024-03-25 15:49:34,13.39,0.61
2024-03-25 15:49:35,14.72,0.61
2024-03-25 15:49:36,13.39,0.61
2024-03-25 15:49:37,16.04,0.61
2024-03-25 15:49:38,14.72,0.61
2024-03-25 15:49:39,14.72,0.61
2024-03-25 15:49:50,493.49,0.78
2024-03-25 15:49:51,539.59,1.67
2024-03-25 15:49:52,572.49,2.57
2024-03-25 15:49:53,559.33,3.13
2024-03-25 15:49:54,556.7,3.13
2024-03-25 15:49:55,568.54,3.33
2024-03-25 15:49:56,563.28,3.33
2024-03-25 15:49:57,575.12,3.44
2024-03-25 15:49:58,567.23,3.44
2024-03-25 15:49:59,615.9,3.53
2024-03-25 15:50:00,572.49,3.53
2024-03-25 15:50:01,572.49,3.53
2024-03-25 15:50:02,579.07,3.61
2024-03-25 15:50:03,576.44,3.61
2024-03-25 15:50:04,572.49,3.61
2024-03-25 15:50:05,583.02,3.7
2024-03-25 15:50:06,579.07,3.7
2024-03-25 15:50:07,581.7,3.7
2024-03-25 15:50:08,581.7,3.7
2024-03-25 15:50:09,577.75,3.7
2024-03-25 15:50:10,577.75,3.7
2024-03-25 15:50:11,577.75,3.7
2024-03-25 15:50:12,579.07,3.7
2024-03-25 15:50:13,577.75,3.7
2024-03-25 15:50:14,579.07,3.7
2024-03-25 15:50:15,575.12,3.7
2024-03-25 15:50:16,577.75,3.7
2024-03-25 15:50:17,577.75,3.7
2024-03-25 15:50:18,577.75,3.7
2024-03-25 15:50:19,577.75,3.7
2024-03-25 15:50:20,576.44,3.7
2024-03-25 15:50:21,577.75,3.7
2024-03-25 15:50:22,577.75,3.7
2024-03-25 15:50:23,577.75,3.7
2024-03-25 15:50:24,577.75,3.7
2024-03-25 15:50:25,577.75,3.7
2024-03-25 15:50:26,572.49,3.7
2024-03-25 15:50:27,593.54,3.75
2024-03-25 15:50:28,585.65,3.75
2024-03-25 15:50:29,583.02,3.75
2024-03-25 15:50:30,584.33,3.75
2024-03-25 15:50:31,580.39,3.75
2024-03-25 15:50:32,581.7,3.75
2024-03-25 15:50:33,583.02,3.75
2024-03-25 15:50:34,579.07,3.75
2024-03-25 15:50:35,579.07,3.75
2024-03-25 15:50:36,583.02,3.75
2024-03-25 15:50:37,583.02,3.75
2024-03-25 15:50:38,583.02,3.75
2024-03-25 15:50:39,583.02,3.75
2024-03-25 15:50:40,583.02,3.75
2024-03-25 15:50:41,579.07,3.75
2024-03-25 15:50:42,579.07,3.75
2024-03-25 15:50:43,581.7,3.75
2024-03-25 15:50:44,581.7,3.75
2024-03-25 15:50:45,580.39,3.75
2024-03-25 15:50:46,581.7,3.75
2024-03-25 15:50:47,581.7,3.75
2024-03-25 15:50:48,577.75,3.75
2024-03-25 15:50:49,577.75,3.75
2024-03-25 15:50:50,581.7,3.75
2024-03-25 15:50:51,580.39,3.75
2024-03-25 15:50:52,577.75,3.75
2024-03-25 15:50:53,577.75,3.75
2024-03-25 15:50:54,577.75,3.75
2024-03-25 15:50:55,577.75,3.75
2024-03-25 15:50:56,613.27,4.31
2024-03-25 15:50:57,650.08,5.21
2024-03-25 15:50:58,660.59,6.08
2024-03-25 15:50:59,636.93,6.92
2024-03-25 15:51:00,638.25,7.79
2024-03-25 15:51:01,678.98,8.66
2024-03-25 15:51:02,705.25,9.5
2024-03-25 15:51:03,668.47,10.35
2024-03-25 15:51:04,669.79,11.19
2024-03-25 15:51:05,709.19,12.06
2024-03-25 15:51:06,724.94,12.9
2024-03-25 15:51:07,688.18,13.74
2024-03-25 15:51:08,709.19,14.59
2024-03-25 15:51:09,747.25,15.43
2024-03-25 15:51:10,743.31,16.27
2024-03-25 15:51:11,707.87,17.11
2024-03-25 15:51:12,747.25,17.95
2024-03-25 15:51:13,776.11,18.8
2024-03-25 15:51:14,756.43,19.61
2024-03-25 15:51:15,751.18,20.45
2024-03-25 15:51:16,783.98,21.29
2024-03-25 15:51:17,786.6,22.11
2024-03-25 15:51:18,755.12,22.92
2024-03-25 15:51:19,790.53,23.76
2024-03-25 15:51:20,823.3,24.58
2024-03-25 15:51:21,790.53,25.39
2024-03-25 15:51:22,795.78,26.2
2024-03-25 15:51:23,840.34,27.02
2024-03-25 15:51:24,842.96,27.83
2024-03-25 15:51:25,808.89,28.65
2024-03-25 15:51:26,846.89,29.46
2024-03-25 15:51:27,874.39,30.27
2024-03-25 15:51:28,841.65,31.06
2024-03-25 15:51:29,849.51,31.87
2024-03-25 15:51:30,895.34,32.69
2024-03-25 15:51:31,882.25,33.47
2024-03-25 15:51:32,854.75,34.29
2024-03-25 15:51:33,899.26,35.07
2024-03-25 15:51:34,871.77,35.69
2024-03-25 15:51:35,863.92,35.69
2024-03-25 15:51:36,856.06,35.86
2024-03-25 15:51:37,894.03,36.67
2024-03-25 15:51:38,931.98,37.46
2024-03-25 15:51:39,909.73,38.27
2024-03-25 15:51:40,904.5,39.06
2024-03-25 15:51:41,905.81,39.62
2024-03-25 15:51:42,895.34,39.62
2024-03-25 15:51:43,890.1,39.62
2024-03-25 15:51:44,891.41,39.62
2024-03-25 15:51:45,887.48,39.62
2024-03-25 15:51:46,892.72,39.62
2024-03-25 15:51:47,887.48,39.62
2024-03-25 15:51:48,907.12,39.9
2024-03-25 15:51:49,955.52,40.72
2024-03-25 15:51:50,951.6,41.53
2024-03-25 15:51:51,914.97,42.32
2024-03-25 15:51:52,963.37,43.13
2024-03-25 15:51:53,990.82,43.92
2024-03-25 15:51:54,965.98,44.7
2024-03-25 15:51:55,964.67,45.51
2024-03-25 15:51:56,1001.27,46.3
2024-03-25 15:51:57,1006.5,47.09
2024-03-25 15:51:58,963.37,47.87
2024-03-25 15:51:59,1006.5,48.66
2024-03-25 15:52:00,1035.23,49.44
2024-03-25 15:52:01,1013.03,50.23
2024-03-25 15:52:02,1010.42,51.02
2024-03-25 15:52:03,1006.5,51.47
2024-03-25 15:52:04,1001.27,51.47
2024-03-25 15:52:05,992.12,51.47
2024-03-25 15:52:06,994.74,51.47
2024-03-25 15:52:07,992.12,51.47
2024-03-25 15:52:08,990.82,51.47
2024-03-25 15:52:09,982.97,51.47
2024-03-25 15:52:10,986.9,51.47
2024-03-25 15:52:11,1031.32,52.0
2024-03-25 15:52:12,1058.74,52.78
2024-03-25 15:52:13,1030.01,53.57
2024-03-25 15:52:14,1043.07,54.36
2024-03-25 15:52:15,1087.45,55.11
2024-03-25 15:52:16,1066.57,55.9
2024-03-25 15:52:17,1050.9,56.66
2024-03-25 15:52:18,1104.41,57.44
2024-03-25 15:52:19,1105.72,58.2
2024-03-25 15:52:20,1073.1,58.96
2024-03-25 15:52:21,1116.15,59.74
2024-03-25 15:52:22,1134.41,60.5
2024-03-25 15:52:23,1100.5,61.26
2024-03-25 15:52:24,1121.37,62.02
2024-03-25 15:52:25,1105.72,62.44
2024-03-25 15:52:26,1097.89,62.44
2024-03-25 15:52:27,1091.36,62.44
2024-03-25 15:52:28,1084.84,62.44
2024-03-25 15:52:29,1088.76,62.44
2024-03-25 15:52:30,1084.84,62.44
2024-03-25 15:52:31,1084.84,62.44
2024-03-25 15:52:32,1078.32,62.44
2024-03-25 15:52:33,1086.15,62.44
2024-03-25 15:52:34,1126.58,62.66
2024-03-25 15:52:35,1113.54,63.42
2024-03-25 15:52:36,1123.97,64.18
2024-03-25 15:52:37,1168.3,64.94
2024-03-25 15:52:38,1122.67,65.19
2024-03-25 15:52:39,1117.45,65.19
2024-03-25 15:52:40,1131.8,65.64
2024-03-25 15:52:41,1121.37,65.64
2024-03-25 15:52:42,1148.75,65.72
2024-03-25 15:52:43,1130.49,66.03
2024-03-25 15:52:44,1127.89,66.03
2024-03-25 15:52:45,1135.71,66.31
2024-03-25 15:52:46,1131.8,66.31
2024-03-25 15:52:47,1127.89,66.51
2024-03-25 15:52:48,1134.41,66.51
2024-03-25 15:52:49,1133.1,66.51
2024-03-25 15:52:50,1139.62,66.76
2024-03-25 15:52:51,1131.8,66.76
2024-03-25 15:52:52,1139.62,66.9
2024-03-25 15:52:53,1133.1,66.9
2024-03-25 15:52:54,1143.53,67.04
2024-03-25 15:52:55,1138.32,67.04
2024-03-25 15:52:56,1144.84,67.15
2024-03-25 15:52:57,1140.92,67.15
2024-03-25 15:52:58,1168.3,67.32
2024-03-25 15:52:59,1143.53,67.32
2024-03-25 15:53:00,1169.6,67.35
2024-03-25 15:53:01,1142.23,67.46
2024-03-25 15:53:02,1143.53,67.46
2024-03-25 15:53:03,1148.75,67.6
2024-03-25 15:53:04,1146.14,67.6
2024-03-25 15:53:05,1150.05,67.69
2024-03-25 15:53:06,1147.44,67.69
2024-03-25 15:53:07,1148.75,67.74
2024-03-25 15:53:08,1144.84,67.74
2024-03-25 15:53:09,1148.75,67.77
2024-03-25 15:53:10,1140.92,67.77
2024-03-25 15:53:11,1148.75,67.83
2024-03-25 15:53:12,1148.75,67.83
2024-03-25 15:53:13,1148.75,67.94
2024-03-25 15:53:14,1150.05,67.94
2024-03-25 15:53:15,1148.75,68.0
2024-03-25 15:53:16,1150.05,68.0
2024-03-25 15:53:17,1153.96,68.05
2024-03-25 15:53:18,1144.84,68.05
2024-03-25 15:53:19,1153.96,68.08
2024-03-25 15:53:20,1150.05,68.08
2024-03-25 15:53:21,1148.75,68.14
2024-03-25 15:53:22,1151.35,68.14
2024-03-25 15:53:23,1148.75,68.19
2024-03-25 15:53:24,1152.66,68.19
2024-03-25 15:53:25,1148.75,68.22
2024-03-25 15:53:26,1153.96,68.22
2024-03-25 15:53:27,1148.75,68.28
2024-03-25 15:53:28,1153.96,68.28
2024-03-25 15:53:29,1153.96,68.31
2024-03-25 15:53:30,1153.96,68.31
2024-03-25 15:53:31,1165.69,68.42
2024-03-25 15:53:32,1156.57,68.42
2024-03-25 15:53:33,1152.66,68.42
2024-03-25 15:53:34,1153.96,68.42
2024-03-25 15:53:35,1159.17,68.5
2024-03-25 15:53:36,1156.57,68.5
2024-03-25 15:53:37,1155.26,68.5
2024-03-25 15:53:38,1152.66,68.5
2024-03-25 15:53:39,1151.35,68.5
2024-03-25 15:53:40,1150.05,68.5
2024-03-25 15:53:41,1151.35,68.53
2024-03-25 15:53:42,1148.75,68.53
2024-03-25 15:53:43,1155.26,68.53
2024-03-25 15:53:44,1147.44,68.53
2024-03-25 15:53:45,1148.75,68.53
2024-03-25 15:53:46,1157.87,68.59
2024-03-25 15:53:47,1153.96,68.59
2024-03-25 15:53:48,1151.35,68.59
2024-03-25 15:53:49,1153.96,68.59
2024-03-25 15:53:50,1148.75,68.59
2024-03-25 15:53:51,1153.96,68.59
2024-03-25 15:53:52,1153.96,68.67
2024-03-25 15:53:53,1159.17,68.67
2024-03-25 15:53:54,1157.87,68.67
2024-03-25 15:53:55,1156.57,68.67
2024-03-25 15:53:56,1148.75,68.67
2024-03-25 15:53:57,1150.05,68.67
2024-03-25 15:53:58,1153.96,68.67
2024-03-25 15:53:59,1151.35,68.67
2024-03-25 15:54:00,1148.75,68.67
2024-03-25 15:54:01,1148.75,68.67
2024-03-25 15:54:02,1148.75,68.67
2024-03-25 15:54:03,1151.35,68.67
2024-03-25 15:54:04,1156.57,68.73
2024-03-25 15:54:05,1153.96,68.73
2024-03-25 15:54:06,1156.57,68.73
2024-03-25 15:54:07,1153.96,68.73
2024-03-25 15:54:08,1155.26,68.73
2024-03-25 15:54:09,1150.05,68.73
2024-03-25 15:54:10,1147.44,68.73
2024-03-25 15:54:11,1153.96,68.73
2024-03-25 15:54:12,1153.96,68.73
2024-03-25 15:54:13,1148.75,68.73
2024-03-25 15:54:14,1155.26,68.73
2024-03-25 15:54:15,1153.96,68.73
2024-03-25 15:54:16,1155.26,68.73
2024-03-25 15:54:17,1153.96,68.73
2024-03-25 15:54:18,1153.96,68.75
2024-03-25 15:54:19,1155.26,68.75
2024-03-25 15:54:20,1155.26,68.75
2024-03-25 15:54:21,1151.35,68.75
2024-03-25 15:54:22,1156.57,68.75
2024-03-25 15:54:23,1150.05,68.75
2024-03-25 15:54:24,1155.26,68.75
2024-03-25 15:54:25,1148.75,68.75
2024-03-25 15:54:26,1153.96,68.75
2024-03-25 15:54:27,1148.75,68.75
2024-03-25 15:54:28,1151.35,68.75
2024-03-25 15:54:29,1151.35,68.75
2024-03-25 15:54:30,1152.66,68.75
2024-03-25 15:54:31,1153.96,68.75
2024-03-25 15:54:32,1159.17,68.81
2024-03-25 15:54:33,1156.57,68.81
2024-03-25 15:54:34,1156.57,68.81
2024-03-25 15:54:35,1155.26,68.81
2024-03-25 15:54:36,1155.26,68.81
2024-03-25 15:54:37,1148.75,68.81
2024-03-25 15:54:38,1155.26,68.81
2024-03-25 15:54:39,1155.26,68.81
2024-03-25 15:54:40,1150.05,68.81
2024-03-25 15:54:41,1153.96,68.81
2024-03-25 15:54:42,1151.35,68.81
2024-03-25 15:54:43,1151.35,68.81
2024-03-25 15:54:44,1153.96,68.81
2024-03-25 15:54:45,1146.14,68.81
2024-03-25 15:54:46,1151.35,68.81
2024-03-25 15:54:47,1153.96,68.81
2024-03-25 15:54:48,1155.26,68.81
2024-03-25 15:54:49,1153.96,68.81
2024-03-25 15:54:50,1161.78,68.87
2024-03-25 15:54:51,1159.17,68.87
2024-03-25 15:54:52,1157.87,68.87
2024-03-25 15:54:53,1151.35,68.87
2024-03-25 15:54:54,1156.57,68.87
2024-03-25 15:54:55,1156.57,68.87
2024-03-25 15:54:56,1148.75,68.87
2024-03-25 15:54:57,1153.96,68.87
2024-03-25 15:54:58,1155.26,68.87
2024-03-25 15:54:59,1155.26,68.87
2024-03-25 15:55:00,1155.26,68.87
2024-03-25 15:55:01,1147.44,68.87
2024-03-25 15:55:02,1148.75,68.87
2024-03-25 15:55:03,1155.26,68.87
2024-03-25 15:55:04,1151.35,68.87
2024-03-25 15:55:05,1153.96,68.87
2024-03-25 15:55:06,1155.26,68.87
2024-03-25 15:55:07,1155.26,68.87
2024-03-25 15:55:08,1147.44,68.87
2024-03-25 15:55:09,1153.96,68.87
2024-03-25 15:55:10,1153.96,68.87
2024-03-25 15:55:11,1148.75,68.87
2024-03-25 15:55:12,1153.96,68.87
2024-03-25 15:55:13,1153.96,68.87
2024-03-25 15:55:14,1153.96,68.92
2024-03-25 15:55:15,1159.17,68.92
2024-03-25 15:55:16,1159.17,68.92
2024-03-25 15:55:17,1157.87,68.92
2024-03-25 15:55:18,1153.96,68.92
2024-03-25 15:55:19,1157.87,68.92
2024-03-25 15:55:20,1155.26,68.92
2024-03-25 15:55:21,1156.57,68.92
2024-03-25 15:55:22,1157.87,68.92
2024-03-25 15:55:23,1155.26,68.92
