time,力值曲线,位移曲线
2024-01-04 11:22:23,642.75,-0.86
2024-01-04 11:22:24,616.59,-0.86
2024-01-04 11:22:25,800.06,-0.8
2024-01-04 11:22:26,655.84,-0.59
2024-01-04 11:22:27,639.48,-0.59
2024-01-04 11:22:28,855.91,-0.39
2024-01-04 11:22:29,665.65,-0.39
2024-01-04 11:22:30,662.38,-0.39
2024-01-04 11:22:31,678.75,-0.23
2024-01-04 11:22:32,678.75,-0.24
2024-01-04 11:22:33,714.78,-0.09
2024-01-04 11:22:34,691.85,-0.09
2024-01-04 11:22:35,892.09,-0.03
2024-01-04 11:22:36,704.95,0.02
2024-01-04 11:22:37,704.95,0.02
2024-01-04 11:22:38,721.33,0.14
2024-01-04 11:22:39,708.22,0.14
2024-01-04 11:22:40,734.44,0.27
2024-01-04 11:22:41,721.33,0.27
2024-01-04 11:22:42,921.71,0.38
2024-01-04 11:22:43,734.44,0.38
2024-01-04 11:22:44,724.61,0.38
2024-01-04 11:22:45,744.28,0.49
2024-01-04 11:22:46,734.44,0.49
2024-01-04 11:22:47,744.28,0.62
2024-01-04 11:22:48,734.44,0.62
2024-01-04 11:22:49,767.24,0.74
2024-01-04 11:22:50,747.56,0.74
2024-01-04 11:22:51,918.42,0.78
2024-01-04 11:22:52,757.39,0.87
2024-01-04 11:22:53,750.84,0.87
2024-01-04 11:22:54,760.68,0.99
2024-01-04 11:22:55,757.39,0.99
2024-01-04 11:22:56,773.8,1.12
2024-01-04 11:22:57,760.68,1.12
2024-01-04 11:22:58,951.36,1.19
2024-01-04 11:22:59,763.96,1.24
2024-01-04 11:23:00,760.68,1.24
2024-01-04 11:23:01,777.08,1.37
2024-01-04 11:23:02,770.52,1.37
2024-01-04 11:23:03,786.93,1.48
2024-01-04 11:23:04,773.8,1.48
2024-01-04 11:23:05,964.54,1.59
2024-01-04 11:23:06,780.36,1.59
2024-01-04 11:23:07,767.24,1.59
2024-01-04 11:23:08,786.93,1.7
2024-01-04 11:23:09,780.36,1.7
2024-01-04 11:23:10,790.21,1.82
2024-01-04 11:23:11,786.93,1.82
2024-01-04 11:23:12,796.77,1.89
2024-01-04 11:23:13,786.93,1.88
2024-01-04 11:23:14,971.13,1.94
2024-01-04 11:23:15,786.93,1.94
2024-01-04 11:23:16,773.8,1.94
2024-01-04 11:23:17,793.49,2.0
2024-01-04 11:23:18,783.64,2.0
2024-01-04 11:23:19,793.49,2.08
2024-01-04 11:23:20,786.93,2.07
2024-01-04 11:23:21,803.34,2.14
2024-01-04 11:23:22,790.21,2.14
2024-01-04 11:23:23,816.48,2.24
2024-01-04 11:23:24,796.77,2.23
2024-01-04 11:23:25,981.02,2.25
2024-01-04 11:23:26,1030.51,2.64
2024-01-04 11:23:27,1056.93,3.03
2024-01-04 11:23:28,1076.75,3.43
2024-01-04 11:23:29,1073.44,3.83
2024-01-04 11:23:30,1083.36,4.21
2024-01-04 11:23:31,1096.58,4.61
2024-01-04 11:23:32,1106.5,5.0
2024-01-04 11:23:33,1099.89,5.39
2024-01-04 11:23:34,1093.27,5.78
2024-01-04 11:23:35,1109.81,6.18
2024-01-04 11:23:36,1113.11,6.56
2024-01-04 11:23:37,1119.73,6.96
2024-01-04 11:23:38,1113.11,7.34
2024-01-04 11:23:39,1116.42,7.74
2024-01-04 11:23:40,1129.66,8.13
2024-01-04 11:23:41,1126.35,8.52
2024-01-04 11:23:42,1126.35,8.92
2024-01-04 11:23:43,1136.27,9.3
2024-01-04 11:23:44,1146.2,9.7
2024-01-04 11:23:45,1142.89,10.08
2024-01-04 11:23:46,1136.27,10.48
2024-01-04 11:23:47,1159.44,10.86
2024-01-04 11:23:48,1159.44,11.26
2024-01-04 11:23:49,1152.82,11.64
2024-01-04 11:23:50,1162.75,12.03
2024-01-04 11:23:51,964.54,12.26
2024-01-04 11:23:52,938.18,12.26
2024-01-04 11:23:53,934.88,12.26
2024-01-04 11:23:54,915.13,12.25
2024-01-04 11:23:55,918.42,12.25
2024-01-04 11:23:56,898.67,12.25
2024-01-04 11:23:57,898.67,12.24
2024-01-04 11:23:58,901.96,12.24
2024-01-04 11:23:59,898.67,12.24
