time,力值曲线,位移曲线
2025-06-29 06:48:19,301.34,0.44
2025-06-29 06:48:20,280.18,0.58
2025-06-29 06:48:21,314.36,1.06
2025-06-29 06:48:22,285.06,1.18
2025-06-29 06:48:23,294.83,1.64
2025-06-29 06:48:24,311.11,1.69
2025-06-29 06:48:25,288.32,1.78
2025-06-29 06:48:26,288.32,1.85
2025-06-29 06:48:27,294.83,1.99
2025-06-29 06:48:28,294.83,2.13
2025-06-29 06:48:29,294.83,2.13
2025-06-29 06:48:30,294.83,2.26
2025-06-29 06:48:31,296.46,2.4
2025-06-29 06:48:32,294.83,2.4
2025-06-29 06:48:33,298.09,2.54
2025-06-29 06:48:34,296.46,2.54
2025-06-29 06:48:35,293.2,2.54
2025-06-29 06:48:36,294.83,2.54
2025-06-29 06:48:37,294.83,2.54
2025-06-29 06:48:38,294.83,2.54
2025-06-29 06:48:39,294.83,2.54
2025-06-29 06:48:40,294.83,2.54
2025-06-29 06:48:41,293.2,2.54
2025-06-29 06:48:42,291.58,2.54
2025-06-29 06:48:43,294.83,2.54
2025-06-29 06:48:44,293.2,2.54
2025-06-29 06:48:45,294.83,2.54
2025-06-29 06:48:46,294.83,2.54
2025-06-29 06:48:47,294.83,2.54
2025-06-29 06:48:48,294.83,2.54
2025-06-29 06:48:49,382.57,3.05
2025-06-29 06:48:50,416.6,3.62
2025-06-29 06:48:51,434.4,4.2
2025-06-29 06:48:52,440.88,4.8
2025-06-29 06:48:53,442.49,5.38
2025-06-29 06:48:54,453.81,5.95
2025-06-29 06:48:55,432.79,6.48
2025-06-29 06:48:56,424.69,6.48
2025-06-29 06:48:57,423.08,6.48
2025-06-29 06:48:58,421.46,6.48
2025-06-29 06:48:59,469.97,6.67
2025-06-29 06:49:00,484.51,7.24
2025-06-29 06:49:01,490.97,7.82
2025-06-29 06:49:02,502.26,8.4
2025-06-29 06:49:03,511.94,8.97
2025-06-29 06:49:04,515.16,9.55
2025-06-29 06:49:05,524.83,10.1
2025-06-29 06:49:06,539.33,10.68
2025-06-29 06:49:07,507.1,11.16
2025-06-29 06:49:08,502.26,11.16
2025-06-29 06:49:09,502.26,11.16
2025-06-29 06:49:10,502.26,11.16
2025-06-29 06:49:11,549.0,11.37
2025-06-29 06:49:12,560.26,11.95
2025-06-29 06:49:13,577.96,12.52
2025-06-29 06:49:14,585.99,13.08
2025-06-29 06:49:15,602.06,13.65
