time,3051（500kN）力值曲线,3051（500kN）位移曲线
2023-12-26 08:27:39,668.93,-0.88
2023-12-26 08:27:40,665.65,-0.57
2023-12-26 08:27:41,678.75,-0.27
2023-12-26 08:27:42,678.75,0.05
2023-12-26 08:27:43,678.75,0.35
2023-12-26 08:27:44,682.02,0.66
2023-12-26 08:27:45,691.85,0.96
2023-12-26 08:27:46,685.30,1.28
2023-12-26 08:27:47,704.95,1.58
2023-12-26 08:27:48,708.22,1.89
2023-12-26 08:27:49,704.95,2.19
2023-12-26 08:27:50,708.22,2.50
2023-12-26 08:27:51,704.95,2.81
2023-12-26 08:27:52,698.40,3.11
2023-12-26 08:27:53,708.22,3.42
2023-12-26 08:27:54,714.78,3.72
2023-12-26 08:27:55,718.05,4.03
2023-12-26 08:27:56,721.33,4.34
2023-12-26 08:27:57,724.61,4.65
2023-12-26 08:27:58,721.33,4.95
2023-12-26 08:27:59,724.61,5.26
2023-12-26 08:28:00,731.16,5.56
2023-12-26 08:28:01,731.16,5.88
2023-12-26 08:28:02,734.44,6.18
2023-12-26 08:28:03,734.44,6.49
2023-12-26 08:28:04,741.00,6.79
2023-12-26 08:28:05,744.28,7.11
2023-12-26 08:28:06,760.68,7.41
2023-12-26 08:28:07,757.39,7.71
2023-12-26 08:28:08,750.84,8.02
2023-12-26 08:28:09,747.56,8.32
2023-12-26 08:28:10,773.80,8.64
2023-12-26 08:28:11,763.96,8.94
2023-12-26 08:28:12,777.08,9.25
2023-12-26 08:28:13,770.52,9.55
2023-12-26 08:28:14,780.36,9.86
2023-12-26 08:28:15,763.96,10.17
2023-12-26 08:28:16,786.93,10.48
2023-12-26 08:28:17,793.49,10.78
2023-12-26 08:28:18,783.64,11.09
2023-12-26 08:28:19,793.49,11.39
2023-12-26 08:28:20,796.77,11.71
2023-12-26 08:28:21,796.77,12.01
2023-12-26 08:28:22,803.34,12.32
2023-12-26 08:28:23,816.48,12.62
2023-12-26 08:28:24,813.19,12.94
2023-12-26 08:28:25,813.19,13.24
2023-12-26 08:28:26,823.05,13.55
2023-12-26 08:28:27,819.76,13.85
2023-12-26 08:28:28,829.62,14.16
2023-12-26 08:28:29,839.47,14.47
2023-12-26 08:28:30,829.62,14.77
2023-12-26 08:28:31,826.33,15.08
2023-12-26 08:28:32,836.19,15.38
2023-12-26 08:28:33,839.47,15.69
2023-12-26 08:28:34,842.76,16.00
2023-12-26 08:28:35,849.33,16.31
2023-12-26 08:28:36,849.33,16.61
2023-12-26 08:28:37,855.91,16.92
2023-12-26 08:28:38,852.62,17.22
2023-12-26 08:28:39,869.06,17.54
2023-12-26 08:28:40,875.64,17.84
2023-12-26 08:28:41,862.48,18.15
2023-12-26 08:28:42,869.06,18.45
