time,3073（YDC1200-200型kN）力值曲线,3073（YDC1200-200型kN）位移曲线
2024-08-30 21:29:18,221.03,1.60
2024-08-30 21:29:19,248.29,3.32
2024-08-30 21:29:20,278.19,5.02
2024-08-30 21:29:21,310.86,6.65
2024-08-30 21:29:22,341.94,8.20
2024-08-30 21:29:23,370.54,9.74
2024-08-30 21:29:24,399.62,11.21
2024-08-30 21:29:25,433.86,12.67
2024-08-30 21:29:26,465.53,14.05
2024-08-30 21:29:27,495.29,15.38
2024-08-30 21:29:28,531.24,16.74
2024-08-30 21:29:29,560.29,17.98
2024-08-30 21:29:30,587.20,19.21
2024-08-30 21:29:31,593.97,19.80
2024-08-30 21:29:32,591.43,19.80
2024-08-30 21:29:33,588.89,19.80
2024-08-30 21:29:34,588.89,19.80
2024-08-30 21:29:35,585.50,19.80
2024-08-30 21:29:36,587.20,19.80
2024-08-30 21:29:37,584.66,19.80
2024-08-30 21:29:38,585.50,19.80
2024-08-30 21:29:39,584.66,19.80
2024-08-30 21:29:40,584.66,19.80
2024-08-30 21:29:41,584.66,19.80
2024-08-30 21:29:42,583.81,19.80
2024-08-30 21:29:43,582.97,19.80
2024-08-30 21:29:44,582.97,19.80
2024-08-30 21:29:45,582.13,19.80
2024-08-30 21:29:46,581.28,19.80
2024-08-30 21:29:47,581.28,19.80
2024-08-30 21:29:48,580.44,19.80
2024-08-30 21:29:49,581.28,19.80
2024-08-30 21:29:50,580.44,19.80
2024-08-30 21:29:51,575.38,19.80
2024-08-30 21:29:52,577.07,19.80
2024-08-30 21:29:53,579.60,19.80
2024-08-30 21:29:54,577.91,19.80
2024-08-30 21:29:55,577.07,19.80
2024-08-30 21:29:56,577.07,19.80
2024-08-30 21:29:57,577.91,19.80
2024-08-30 21:29:58,577.91,19.80
2024-08-30 21:29:59,576.23,19.80
2024-08-30 21:30:00,572.02,19.80
2024-08-30 21:30:01,572.02,19.80
2024-08-30 21:30:02,573.70,19.80
2024-08-30 21:30:03,576.23,19.80
2024-08-30 21:30:04,573.70,19.80
2024-08-30 21:30:05,576.23,19.80
2024-08-30 21:30:06,576.23,19.80
2024-08-30 21:30:07,576.23,19.80
2024-08-30 21:30:08,574.54,19.80
2024-08-30 21:30:09,575.38,19.80
2024-08-30 21:30:10,572.02,19.80
2024-08-30 21:30:11,574.54,19.80
2024-08-30 21:30:12,572.02,19.80
2024-08-30 21:30:13,572.02,19.80
2024-08-30 21:30:14,572.02,19.80
2024-08-30 21:30:15,572.02,19.80
2024-08-30 21:30:16,572.02,19.80
2024-08-30 21:30:17,566.99,19.80
2024-08-30 21:30:18,567.83,19.80
2024-08-30 21:30:19,572.02,19.80
2024-08-30 21:30:20,572.02,19.80
2024-08-30 21:30:21,571.18,19.80
2024-08-30 21:30:22,569.50,19.80
2024-08-30 21:30:23,568.66,19.80
2024-08-30 21:30:24,570.34,19.80
2024-08-30 21:30:25,567.83,19.80
2024-08-30 21:30:26,568.66,19.80
2024-08-30 21:30:27,570.34,19.80
2024-08-30 21:30:28,568.66,19.80
2024-08-30 21:30:29,568.66,19.80
2024-08-30 21:30:30,565.31,19.80
2024-08-30 21:30:31,568.66,19.80
2024-08-30 21:30:32,568.66,19.80
2024-08-30 21:30:33,565.31,19.80
2024-08-30 21:30:34,568.66,19.80
2024-08-30 21:30:35,568.66,19.80
2024-08-30 21:30:36,565.31,19.80
2024-08-30 21:30:37,565.31,19.80
2024-08-30 21:30:38,568.66,19.80
2024-08-30 21:30:39,566.15,19.80
2024-08-30 21:30:40,568.66,19.80
2024-08-30 21:30:41,566.15,19.80
2024-08-30 21:30:42,566.15,19.80
2024-08-30 21:30:43,566.99,19.80
2024-08-30 21:30:44,568.66,19.80
2024-08-30 21:30:45,566.99,19.80
2024-08-30 21:30:46,566.99,19.80
2024-08-30 21:30:47,568.66,19.80
2024-08-30 21:30:48,567.83,19.80
2024-08-30 21:30:49,567.83,19.80
2024-08-30 21:30:50,565.31,19.80
2024-08-30 21:30:51,565.31,19.80
2024-08-30 21:30:52,561.96,19.80
2024-08-30 21:30:53,566.99,19.80
2024-08-30 21:30:54,564.47,19.80
2024-08-30 21:30:55,561.96,19.80
2024-08-30 21:30:56,564.47,19.80
2024-08-30 21:30:57,566.15,19.80
2024-08-30 21:30:58,563.64,19.80
2024-08-30 21:30:59,564.47,19.80
2024-08-30 21:31:00,566.15,19.80
2024-08-30 21:31:01,566.15,19.80
2024-08-30 21:31:02,563.64,19.80
2024-08-30 21:31:03,565.31,19.80
2024-08-30 21:31:04,560.29,19.80
2024-08-30 21:31:05,562.80,19.80
2024-08-30 21:31:06,563.64,19.80
2024-08-30 21:31:07,560.29,19.80
2024-08-30 21:31:08,563.64,19.80
2024-08-30 21:31:09,564.47,19.80
2024-08-30 21:31:10,561.96,19.80
2024-08-30 21:31:11,561.13,19.80
2024-08-30 21:31:12,564.47,19.80
2024-08-30 21:31:13,563.64,19.80
2024-08-30 21:31:14,563.64,19.80
2024-08-30 21:31:15,403.48,16.08
2024-08-30 21:31:16,161.99,6.81
2024-08-30 21:31:17,36.72,2.94
2024-08-30 21:31:18,30.72,2.94
2024-08-30 21:31:19,28.34,2.94
2024-08-30 21:31:20,25.36,2.94
2024-08-30 21:31:21,24.17,2.94
2024-08-30 21:31:22,22.98,2.94
2024-08-30 21:31:23,23.58,2.94
2024-08-30 21:31:24,22.39,2.94
2024-08-30 21:31:25,22.39,2.94
2024-08-30 21:31:26,21.80,2.94
