time,3074（YDC1200-200型kN）力值曲线,3074（YDC1200-200型kN）位移曲线
2024-09-09 09:15:48,216.58,-0.14
2024-09-09 09:15:49,250.32,-0.14
2024-09-09 09:15:50,283.36,-0.14
2024-09-09 09:15:51,312.63,-0.14
2024-09-09 09:15:52,344.68,-0.14
2024-09-09 09:15:53,374.26,-0.14
2024-09-09 09:15:54,409.78,-0.14
2024-09-09 09:15:55,442.80,-0.14
2024-09-09 09:15:56,474.78,-0.14
2024-09-09 09:15:57,504.82,-0.14
2024-09-09 09:15:58,535.30,-0.14
2024-09-09 09:15:59,572.97,-0.14
2024-09-09 09:16:00,579.73,-0.14
2024-09-09 09:16:01,575.50,-0.14
2024-09-09 09:16:02,596.74,-0.14
2024-09-09 09:16:03,592.47,-0.14
2024-09-09 09:16:04,595.03,-0.14
2024-09-09 09:16:05,592.47,-0.14
2024-09-09 09:16:06,591.62,-0.14
2024-09-09 09:16:07,590.77,-0.14
2024-09-09 09:16:08,587.37,-0.14
2024-09-09 09:16:09,589.07,-0.14
2024-09-09 09:16:10,588.22,-0.14
2024-09-09 09:16:11,587.37,-0.14
2024-09-09 09:16:12,583.12,-0.14
2024-09-09 09:16:13,584.82,-0.14
2024-09-09 09:16:14,583.12,-0.14
2024-09-09 09:16:15,583.97,-0.14
2024-09-09 09:16:16,579.73,-0.14
2024-09-09 09:16:17,583.12,-0.14
2024-09-09 09:16:18,581.43,-0.14
2024-09-09 09:16:19,583.12,-0.14
2024-09-09 09:16:20,583.12,-0.14
2024-09-09 09:16:21,581.43,-0.14
2024-09-09 09:16:22,577.20,-0.14
2024-09-09 09:16:23,581.43,-0.14
2024-09-09 09:16:24,581.43,-0.14
2024-09-09 09:16:25,578.89,-0.14
2024-09-09 09:16:26,580.58,-0.14
2024-09-09 09:16:27,579.73,-0.14
2024-09-09 09:16:28,578.89,-0.14
2024-09-09 09:16:29,576.35,-0.14
2024-09-09 09:16:30,579.73,-0.14
2024-09-09 09:16:31,573.81,-0.14
2024-09-09 09:16:32,579.73,-0.14
2024-09-09 09:16:33,573.81,-0.14
2024-09-09 09:16:34,578.04,-0.14
2024-09-09 09:16:35,576.35,-0.14
2024-09-09 09:16:36,576.35,-0.14
2024-09-09 09:16:37,577.20,-0.14
2024-09-09 09:16:38,573.81,-0.14
2024-09-09 09:16:39,577.20,-0.14
2024-09-09 09:16:40,575.50,-0.14
2024-09-09 09:16:41,576.35,-0.14
2024-09-09 09:16:42,576.35,-0.14
2024-09-09 09:16:43,572.97,-0.14
2024-09-09 09:16:44,574.66,-0.14
2024-09-09 09:16:45,572.97,-0.14
2024-09-09 09:16:46,572.13,-0.14
2024-09-09 09:16:47,574.66,-0.14
2024-09-09 09:16:48,571.28,-0.14
2024-09-09 09:16:49,571.28,-0.14
2024-09-09 09:16:50,572.97,-0.14
2024-09-09 09:16:51,572.97,-0.14
2024-09-09 09:16:52,573.81,-0.14
2024-09-09 09:16:53,572.97,-0.14
2024-09-09 09:16:54,572.97,-0.14
2024-09-09 09:16:55,572.13,-0.14
2024-09-09 09:16:56,568.75,-0.14
2024-09-09 09:16:57,567.91,-0.14
2024-09-09 09:16:58,570.44,-0.14
2024-09-09 09:16:59,570.44,-0.14
2024-09-09 09:17:00,565.38,-0.14
2024-09-09 09:17:01,569.60,-0.14
2024-09-09 09:17:02,569.60,-0.14
2024-09-09 09:17:03,567.07,-0.14
2024-09-09 09:17:04,566.23,-0.14
2024-09-09 09:17:05,566.23,-0.14
2024-09-09 09:17:06,565.38,-0.14
2024-09-09 09:17:07,564.54,-0.14
2024-09-09 09:17:08,567.07,-0.14
2024-09-09 09:17:09,565.38,-0.14
2024-09-09 09:17:10,563.70,-0.14
2024-09-09 09:17:11,566.23,-0.14
2024-09-09 09:17:12,566.23,-0.14
2024-09-09 09:17:13,565.38,-0.14
2024-09-09 09:17:14,564.54,-0.14
2024-09-09 09:17:15,530.33,-0.14
2024-09-09 09:17:16,513.84,-0.14
2024-09-09 09:17:17,497.47,-0.14
2024-09-09 09:17:18,482.05,-0.14
2024-09-09 09:17:19,435.68,-0.14
2024-09-09 09:17:20,401.22,-0.14
2024-09-09 09:17:21,368.91,-0.14
2024-09-09 09:17:22,335.67,-0.14
2024-09-09 09:17:23,312.63,-0.14
2024-09-09 09:17:24,287.71,-0.14
2024-09-09 09:17:25,247.48,-0.14
2024-09-09 09:17:26,166.69,-0.14
2024-09-09 09:17:27,84.62,-0.14
2024-09-09 09:17:28,14.17,-0.14
2024-09-09 09:17:29,12.39,-0.14
2024-09-09 09:17:30,12.39,-0.14
2024-09-09 09:17:31,11.20,-0.14
2024-09-09 09:17:32,10.02,-0.14
2024-09-09 09:17:33,10.61,-0.14
2024-09-09 09:17:34,9.43,-0.14
2024-09-09 09:17:35,10.02,-0.14
2024-09-09 09:17:36,10.02,-0.14
2024-09-09 09:17:37,8.84,-0.14
