time,3073（YDC1200-200型kN）力值曲线,3073（YDC1200-200型kN）位移曲线
2024-08-29 19:23:59,227.98,1.66
2024-08-29 19:24:00,257.48,3.38
2024-08-29 19:24:01,290.46,5.02
2024-08-29 19:24:02,324.11,6.65
2024-08-29 19:24:03,354.68,8.26
2024-08-29 19:24:04,384.26,9.80
2024-08-29 19:24:05,421.34,11.27
2024-08-29 19:24:06,450.42,12.77
2024-08-29 19:24:07,484.78,14.16
2024-08-29 19:24:08,519.74,15.53
2024-08-29 19:24:09,551.12,16.84
2024-08-29 19:24:10,584.66,18.13
2024-08-29 19:24:11,617.86,19.36
2024-08-29 19:24:12,625.59,20.38
2024-08-29 19:24:13,652.41,21.16
2024-08-29 19:24:14,647.20,21.16
2024-08-29 19:24:15,645.46,21.16
2024-08-29 19:24:16,643.73,21.16
2024-08-29 19:24:17,638.53,21.16
2024-08-29 19:24:18,642.86,21.16
2024-08-29 19:24:19,635.93,21.16
2024-08-29 19:24:20,636.80,21.16
2024-08-29 19:24:21,633.34,21.16
2024-08-29 19:24:22,636.80,21.16
2024-08-29 19:24:23,636.80,21.16
2024-08-29 19:24:24,635.93,21.16
2024-08-29 19:24:25,632.48,21.16
2024-08-29 19:24:26,629.03,21.16
2024-08-29 19:24:27,633.34,21.16
2024-08-29 19:24:28,633.34,21.16
2024-08-29 19:24:29,629.89,21.16
2024-08-29 19:24:30,627.31,21.16
2024-08-29 19:24:31,631.62,21.16
2024-08-29 19:24:32,631.62,21.16
2024-08-29 19:24:33,629.03,21.16
2024-08-29 19:24:34,629.89,21.16
2024-08-29 19:24:35,629.03,21.16
2024-08-29 19:24:36,628.17,21.16
2024-08-29 19:24:37,629.03,21.16
2024-08-29 19:24:38,626.45,21.16
2024-08-29 19:24:39,626.45,21.16
2024-08-29 19:24:40,625.59,21.16
2024-08-29 19:24:41,623.01,21.16
2024-08-29 19:24:42,625.59,21.16
2024-08-29 19:24:43,625.59,21.16
2024-08-29 19:24:44,620.43,21.16
2024-08-29 19:24:45,625.59,21.16
2024-08-29 19:24:46,620.43,21.16
2024-08-29 19:24:47,625.59,21.16
2024-08-29 19:24:48,620.43,21.16
2024-08-29 19:24:49,622.15,21.16
2024-08-29 19:24:50,620.43,21.16
2024-08-29 19:24:51,618.71,21.16
2024-08-29 19:24:52,623.01,21.16
2024-08-29 19:24:53,622.15,21.16
2024-08-29 19:24:54,623.01,21.16
2024-08-29 19:24:55,622.15,21.16
2024-08-29 19:24:56,621.29,21.16
2024-08-29 19:24:57,622.15,21.16
2024-08-29 19:24:58,620.43,21.16
2024-08-29 19:24:59,619.57,21.16
2024-08-29 19:25:00,621.29,21.16
2024-08-29 19:25:01,621.29,21.16
2024-08-29 19:25:02,617.86,21.16
2024-08-29 19:25:03,619.57,21.16
2024-08-29 19:25:04,617.86,21.16
2024-08-29 19:25:05,616.14,21.16
2024-08-29 19:25:06,619.57,21.16
2024-08-29 19:25:07,619.57,21.16
2024-08-29 19:25:08,617.86,21.16
2024-08-29 19:25:09,614.43,21.16
2024-08-29 19:25:10,619.57,21.16
2024-08-29 19:25:11,618.71,21.16
2024-08-29 19:25:12,620.43,21.16
2024-08-29 19:25:13,615.29,21.16
2024-08-29 19:25:14,619.57,21.16
2024-08-29 19:25:15,614.43,21.16
2024-08-29 19:25:16,619.57,21.16
2024-08-29 19:25:17,619.57,21.16
2024-08-29 19:25:18,618.71,21.16
2024-08-29 19:25:19,617.86,21.16
2024-08-29 19:25:20,617.86,21.16
2024-08-29 19:25:21,617.86,21.16
2024-08-29 19:25:22,614.43,21.16
2024-08-29 19:25:23,613.57,21.16
2024-08-29 19:25:24,615.29,21.16
2024-08-29 19:25:25,614.43,21.16
2024-08-29 19:25:26,617.86,21.16
2024-08-29 19:25:27,617.86,21.16
2024-08-29 19:25:28,617.86,21.16
2024-08-29 19:25:29,617.00,21.16
2024-08-29 19:25:30,611.01,21.16
2024-08-29 19:25:31,613.57,21.16
2024-08-29 19:25:32,507.47,19.70
2024-08-29 19:25:33,188.16,11.84
2024-08-29 19:25:34,27.74,4.26
2024-08-29 19:25:35,26.55,4.26
2024-08-29 19:25:36,24.76,4.26
2024-08-29 19:25:37,25.36,4.26
2024-08-29 19:25:38,24.76,4.26
2024-08-29 19:25:39,25.36,4.26
2024-08-29 19:25:40,24.17,4.26
2024-08-29 19:25:41,24.76,4.26
2024-08-29 19:25:42,22.39,4.26
2024-08-29 19:25:43,21.20,4.26
