time,3073（YDC1200-200型kN）力值曲线,3073（YDC1200-200型kN）位移曲线
2024-08-31 12:58:15,185.45,0.93
2024-08-31 12:58:16,195.63,1.83
2024-08-31 12:58:17,208.62,2.71
2024-08-31 12:58:18,222.42,3.49
2024-08-31 12:58:19,248.29,4.91
2024-08-31 12:58:20,271.74,6.60
2024-08-31 12:58:21,295.53,8.26
2024-08-31 12:58:22,321.89,9.85
2024-08-31 12:58:23,344.93,11.32
2024-08-31 12:58:24,350.17,12.05
2024-08-31 12:58:25,349.42,12.05
2024-08-31 12:58:26,345.67,12.05
2024-08-31 12:58:27,347.17,12.05
2024-08-31 12:58:28,346.42,12.05
2024-08-31 12:58:29,346.42,12.05
2024-08-31 12:58:30,347.17,12.05
2024-08-31 12:58:31,346.42,12.05
2024-08-31 12:58:32,345.67,12.05
2024-08-31 12:58:33,344.93,12.05
2024-08-31 12:58:34,345.67,12.05
2024-08-31 12:58:35,344.18,12.05
2024-08-31 12:58:36,341.94,12.05
2024-08-31 12:58:37,341.94,12.05
2024-08-31 12:58:38,344.18,12.05
2024-08-31 12:58:39,367.51,12.67
2024-08-31 12:58:40,385.02,13.44
2024-08-31 12:58:41,409.67,14.67
2024-08-31 12:58:42,435.43,16.13
2024-08-31 12:58:43,459.95,17.58
2024-08-31 12:58:44,484.78,19.02
2024-08-31 12:58:45,505.85,20.24
2024-08-31 12:58:46,527.13,21.35
2024-08-31 12:58:47,519.74,22.74
2024-08-31 12:58:48,541.99,24.07
2024-08-31 12:58:49,552.79,25.28
2024-08-31 12:58:50,536.20,25.88
2024-08-31 12:58:51,525.48,25.88
2024-08-31 12:58:52,515.64,25.88
2024-08-31 12:58:53,492.86,25.88
2024-08-31 12:58:54,472.73,25.88
2024-08-31 12:58:55,470.33,25.88
2024-08-31 12:58:56,469.53,25.88
2024-08-31 12:58:57,463.94,25.88
2024-08-31 12:58:58,466.33,25.88
2024-08-31 12:58:59,467.93,25.88
2024-08-31 12:59:00,466.33,25.88
2024-08-31 12:59:01,464.73,25.88
2024-08-31 12:59:02,467.13,25.88
2024-08-31 12:59:03,464.73,25.88
2024-08-31 12:59:04,465.53,25.88
2024-08-31 12:59:05,465.53,25.88
2024-08-31 12:59:06,466.33,25.88
2024-08-31 12:59:07,465.53,25.88
2024-08-31 12:59:08,464.73,25.88
2024-08-31 12:59:09,463.94,25.88
2024-08-31 12:59:10,463.94,25.88
2024-08-31 12:59:11,463.94,25.88
2024-08-31 12:59:12,463.14,25.88
2024-08-31 12:59:13,462.34,25.88
2024-08-31 12:59:14,463.94,25.88
2024-08-31 12:59:15,463.14,25.88
2024-08-31 12:59:16,463.94,25.88
2024-08-31 12:59:17,458.36,25.88
2024-08-31 12:59:18,460.75,25.88
2024-08-31 12:59:19,462.34,25.88
2024-08-31 12:59:20,463.14,25.88
2024-08-31 12:59:21,458.36,25.88
2024-08-31 12:59:22,460.75,25.88
2024-08-31 12:59:23,461.54,25.88
2024-08-31 12:59:24,460.75,25.88
2024-08-31 12:59:25,457.57,25.88
2024-08-31 12:59:26,460.75,25.88
2024-08-31 12:59:27,460.75,25.88
2024-08-31 12:59:28,458.36,25.88
2024-08-31 12:59:29,460.75,25.88
2024-08-31 12:59:30,455.98,25.88
2024-08-31 12:59:31,458.36,25.88
2024-08-31 12:59:32,460.75,25.88
2024-08-31 12:59:33,459.16,25.88
2024-08-31 12:59:34,457.57,25.88
2024-08-31 12:59:35,456.77,25.88
2024-08-31 12:59:36,459.16,25.88
2024-08-31 12:59:37,457.57,25.88
2024-08-31 12:59:38,459.16,25.88
2024-08-31 12:59:39,458.36,25.88
2024-08-31 12:59:40,459.16,25.88
2024-08-31 12:59:41,458.36,25.88
2024-08-31 12:59:42,458.36,25.88
2024-08-31 12:59:43,457.57,25.88
2024-08-31 12:59:44,457.57,25.88
2024-08-31 12:59:45,457.57,25.88
2024-08-31 12:59:46,456.77,25.88
2024-08-31 12:59:47,455.98,25.88
2024-08-31 12:59:48,455.98,25.88
2024-08-31 12:59:49,456.77,25.88
2024-08-31 12:59:50,455.18,25.88
2024-08-31 12:59:51,452.80,25.88
2024-08-31 12:59:52,452.80,25.88
2024-08-31 12:59:53,455.18,25.88
2024-08-31 12:59:54,455.18,25.88
2024-08-31 12:59:55,453.59,25.88
2024-08-31 12:59:56,455.18,25.88
2024-08-31 12:59:57,450.42,25.88
2024-08-31 12:59:58,455.18,25.88
2024-08-31 12:59:59,452.80,25.88
2024-08-31 13:00:00,452.01,25.88
2024-08-31 13:00:01,453.59,25.88
2024-08-31 13:00:02,453.59,25.88
2024-08-31 13:00:03,450.42,25.88
2024-08-31 13:00:04,452.01,25.88
2024-08-31 13:00:05,453.59,25.88
2024-08-31 13:00:06,453.59,25.88
2024-08-31 13:00:07,452.01,25.88
2024-08-31 13:00:08,451.22,25.88
2024-08-31 13:00:09,386.55,24.49
2024-08-31 13:00:10,345.67,22.65
2024-08-31 13:00:11,306.47,20.82
2024-08-31 13:00:12,263.17,18.97
2024-08-31 13:00:13,205.19,16.79
2024-08-31 13:00:14,123.34,13.65
2024-08-31 13:00:15,77.07,11.63
2024-08-31 13:00:16,31.92,9.64
2024-08-31 13:00:17,28.34,9.64
2024-08-31 13:00:18,25.95,9.64
2024-08-31 13:00:19,24.76,9.64
2024-08-31 13:00:20,24.17,9.64
2024-08-31 13:00:21,24.17,9.64
2024-08-31 13:00:22,22.98,9.64
2024-08-31 13:00:23,22.98,9.64
2024-08-31 13:00:24,21.80,9.64
2024-08-31 13:00:25,22.39,9.64
