time,3074（YDC-1000型kN）力值曲线,3074（YDC-1000型kN）位移曲线
2024-08-29 12:33:02,239.70,1.60
2024-08-29 12:33:03,265.32,3.38
2024-08-29 12:33:04,297.93,5.08
2024-08-29 12:33:05,325.97,6.70
2024-08-29 12:33:06,340.92,7.67
2024-08-29 12:33:07,374.26,9.32
2024-08-29 12:33:08,402.00,10.90
2024-08-29 12:33:09,412.90,11.73
2024-08-29 12:33:10,422.29,12.15
2024-08-29 12:33:11,440.42,12.82
2024-08-29 12:33:12,451.54,13.54
2024-08-29 12:33:13,469.95,14.26
2024-08-29 12:33:14,473.98,14.67
2024-08-29 12:33:15,485.29,15.07
2024-08-29 12:33:16,494.22,15.58
2024-08-29 12:33:17,508.92,16.13
2024-08-29 12:33:18,517.95,16.69
2024-08-29 12:33:19,510.56,16.74
2024-08-29 12:33:20,522.07,16.94
2024-08-29 12:33:21,535.30,17.38
2024-08-29 12:33:22,542.79,17.83
2024-08-29 12:33:23,554.47,18.33
2024-08-29 12:33:24,569.60,18.87
2024-08-29 12:33:25,577.20,19.36
2024-08-29 12:33:26,589.07,19.90
2024-08-29 12:33:27,599.30,20.48
2024-08-29 12:33:28,612.15,21.06
2024-08-29 12:33:29,604.43,21.26
2024-08-29 12:33:30,612.15,21.40
2024-08-29 12:33:31,633.73,21.93
2024-08-29 12:33:32,624.21,21.98
2024-08-29 12:33:33,620.75,22.07
2024-08-29 12:33:34,625.93,22.07
2024-08-29 12:33:35,625.07,22.07
2024-08-29 12:33:36,622.48,22.07
2024-08-29 12:33:37,618.17,22.07
2024-08-29 12:33:38,616.45,22.07
2024-08-29 12:33:39,622.48,22.07
2024-08-29 12:33:40,617.31,22.07
2024-08-29 12:33:41,620.75,22.07
2024-08-29 12:33:42,619.03,22.07
2024-08-29 12:33:43,619.89,22.07
2024-08-29 12:33:44,619.03,22.07
2024-08-29 12:33:45,619.03,22.07
2024-08-29 12:33:46,619.03,22.07
2024-08-29 12:33:47,613.87,22.07
2024-08-29 12:33:48,618.17,22.07
2024-08-29 12:33:49,616.45,22.07
2024-08-29 12:33:50,615.59,22.07
2024-08-29 12:33:51,613.01,22.07
2024-08-29 12:33:52,612.15,22.07
2024-08-29 12:33:53,616.45,22.07
2024-08-29 12:33:54,614.73,22.07
2024-08-29 12:33:55,611.29,22.07
2024-08-29 12:33:56,612.15,22.07
2024-08-29 12:33:57,612.15,22.07
2024-08-29 12:33:58,615.59,22.07
2024-08-29 12:33:59,613.87,22.07
2024-08-29 12:34:00,607.86,22.07
2024-08-29 12:34:01,614.73,22.07
2024-08-29 12:34:02,613.01,22.07
2024-08-29 12:34:03,612.15,22.07
2024-08-29 12:34:04,613.87,22.07
2024-08-29 12:34:05,613.87,22.07
2024-08-29 12:34:06,612.15,22.07
2024-08-29 12:34:07,613.01,22.07
2024-08-29 12:34:08,612.15,22.07
2024-08-29 12:34:09,611.29,22.07
2024-08-29 12:34:10,610.43,22.07
2024-08-29 12:34:11,613.01,22.07
2024-08-29 12:34:12,611.29,22.07
2024-08-29 12:34:13,612.15,22.07
2024-08-29 12:34:14,611.29,22.07
2024-08-29 12:34:15,610.43,22.07
2024-08-29 12:34:16,612.15,22.07
2024-08-29 12:34:17,608.71,22.07
2024-08-29 12:34:18,610.43,22.07
2024-08-29 12:34:19,610.43,22.07
2024-08-29 12:34:20,611.29,22.07
2024-08-29 12:34:21,607.00,22.07
2024-08-29 12:34:22,607.86,22.07
2024-08-29 12:34:23,609.57,22.07
2024-08-29 12:34:24,609.57,22.07
2024-08-29 12:34:25,608.71,22.07
2024-08-29 12:34:26,605.29,22.07
2024-08-29 12:34:27,605.29,22.07
2024-08-29 12:34:28,606.14,22.07
2024-08-29 12:34:29,608.71,22.07
2024-08-29 12:34:30,610.43,22.07
2024-08-29 12:34:31,607.00,22.07
2024-08-29 12:34:32,609.57,22.07
2024-08-29 12:34:33,606.14,22.07
2024-08-29 12:34:34,609.57,22.07
2024-08-29 12:34:35,604.43,22.07
2024-08-29 12:34:36,608.71,22.07
2024-08-29 12:34:37,607.86,22.07
2024-08-29 12:34:38,607.00,22.07
2024-08-29 12:34:39,604.43,22.07
2024-08-29 12:34:40,605.29,22.07
2024-08-29 12:34:41,607.00,22.07
2024-08-29 12:34:42,607.00,22.07
2024-08-29 12:34:43,607.00,22.07
2024-08-29 12:34:44,607.86,22.07
2024-08-29 12:34:45,607.86,22.07
2024-08-29 12:34:46,607.86,22.07
2024-08-29 12:34:47,607.86,22.07
2024-08-29 12:34:48,607.86,22.07
2024-08-29 12:34:49,607.86,22.07
2024-08-29 12:34:50,606.14,22.07
2024-08-29 12:34:51,604.43,22.07
2024-08-29 12:34:52,606.14,22.07
2024-08-29 12:34:53,601.01,22.07
2024-08-29 12:34:54,606.14,22.07
2024-08-29 12:34:55,603.57,22.07
2024-08-29 12:34:56,604.43,22.07
2024-08-29 12:34:57,604.43,22.07
2024-08-29 12:34:58,606.14,22.07
