time,3073（YDC1200-200型kN）力值曲线,3073（YDC1200-200型kN）位移曲线
2024-08-30 20:07:48,224.50,1.60
2024-08-30 20:07:49,258.90,3.27
2024-08-30 20:07:50,291.18,4.91
2024-08-30 20:07:51,319.68,6.49
2024-08-30 20:07:52,346.42,8.04
2024-08-30 20:07:53,376.63,9.59
2024-08-30 20:07:54,414.33,11.06
2024-08-30 20:07:55,438.58,12.46
2024-08-30 20:07:56,467.13,13.85
2024-08-30 20:07:57,501.78,15.22
2024-08-30 20:07:58,525.48,16.54
2024-08-30 20:07:59,550.29,17.83
2024-08-30 20:08:00,586.35,19.07
2024-08-30 20:08:01,566.99,19.21
2024-08-30 20:08:02,568.66,19.21
2024-08-30 20:08:03,562.80,19.21
2024-08-30 20:08:04,564.47,19.21
2024-08-30 20:08:05,559.46,19.21
2024-08-30 20:08:06,560.29,19.21
2024-08-30 20:08:07,560.29,19.21
2024-08-30 20:08:08,561.96,19.21
2024-08-30 20:08:09,556.95,19.21
2024-08-30 20:08:10,560.29,19.21
2024-08-30 20:08:11,559.46,19.21
2024-08-30 20:08:12,557.79,19.21
2024-08-30 20:08:13,557.79,19.21
2024-08-30 20:08:14,558.62,19.21
2024-08-30 20:08:15,557.79,19.21
2024-08-30 20:08:16,556.12,19.21
2024-08-30 20:08:17,553.62,19.21
2024-08-30 20:08:18,551.95,19.21
2024-08-30 20:08:19,551.95,19.21
2024-08-30 20:08:20,553.62,19.21
2024-08-30 20:08:21,553.62,19.21
2024-08-30 20:08:22,548.63,19.21
2024-08-30 20:08:23,549.46,19.21
2024-08-30 20:08:24,551.95,19.21
2024-08-30 20:08:25,551.95,19.21
2024-08-30 20:08:26,547.79,19.21
2024-08-30 20:08:27,551.12,19.21
2024-08-30 20:08:28,551.95,19.21
2024-08-30 20:08:29,551.12,19.21
2024-08-30 20:08:30,551.12,19.21
2024-08-30 20:08:31,551.95,19.21
2024-08-30 20:08:32,547.79,19.21
2024-08-30 20:08:33,551.12,19.21
2024-08-30 20:08:34,546.96,19.21
2024-08-30 20:08:35,549.46,19.21
2024-08-30 20:08:36,93.36,12.25
2024-08-30 20:08:37,27.74,8.36
2024-08-30 20:08:38,27.14,8.36
2024-08-30 20:08:39,27.14,8.36
2024-08-30 20:08:40,27.14,8.36
2024-08-30 20:08:41,26.55,8.36
2024-08-30 20:08:42,25.95,8.36
2024-08-30 20:08:43,25.95,8.36
2024-08-30 20:08:44,24.76,8.36
2024-08-30 20:08:45,25.36,8.36
2024-08-30 20:08:46,25.36,8.36
