time,3073（YDC1200-200型kN）力值曲线,3073（YDC1200-200型kN）位移曲线
2024-08-30 08:11:54,242.66,1.60
2024-08-30 08:11:55,270.31,3.27
2024-08-30 08:11:56,305.73,4.91
2024-08-30 08:11:57,339.70,6.49
2024-08-30 08:11:58,368.27,8.04
2024-08-30 08:11:59,401.16,9.53
2024-08-30 08:12:00,435.43,11.00
2024-08-30 08:12:01,464.73,12.46
2024-08-30 08:12:02,494.48,13.85
2024-08-30 08:12:03,533.72,15.22
2024-08-30 08:12:04,565.31,16.54
2024-08-30 08:12:05,599.07,17.78
2024-08-30 08:12:06,605.88,18.72
2024-08-30 08:12:07,617.86,19.11
2024-08-30 08:12:08,620.43,19.31
2024-08-30 08:12:09,618.71,19.31
2024-08-30 08:12:10,616.14,19.31
2024-08-30 08:12:11,614.43,19.31
2024-08-30 08:12:12,615.29,19.31
2024-08-30 08:12:13,610.15,19.31
2024-08-30 08:12:14,613.57,19.31
2024-08-30 08:12:15,611.86,19.31
2024-08-30 08:12:16,611.86,19.31
2024-08-30 08:12:17,612.72,19.31
2024-08-30 08:12:18,607.59,19.31
2024-08-30 08:12:19,606.74,19.31
2024-08-30 08:12:20,605.88,19.31
2024-08-30 08:12:21,609.30,19.31
2024-08-30 08:12:22,610.15,19.31
2024-08-30 08:12:23,607.59,19.31
2024-08-30 08:12:24,608.44,19.31
2024-08-30 08:12:25,607.59,19.31
2024-08-30 08:12:26,606.74,19.31
2024-08-30 08:12:27,605.88,19.31
2024-08-30 08:12:28,603.33,19.31
2024-08-30 08:12:29,602.47,19.31
2024-08-30 08:12:30,600.77,19.31
2024-08-30 08:12:31,599.92,19.31
2024-08-30 08:12:32,600.77,19.31
2024-08-30 08:12:33,604.18,19.31
2024-08-30 08:12:34,604.18,19.31
2024-08-30 08:12:35,604.18,19.31
2024-08-30 08:12:36,604.18,19.31
2024-08-30 08:12:37,600.77,19.31
2024-08-30 08:12:38,601.62,19.31
2024-08-30 08:12:39,600.77,19.31
2024-08-30 08:12:40,602.47,19.31
2024-08-30 08:12:41,600.77,19.31
2024-08-30 08:12:42,597.37,19.31
2024-08-30 08:12:43,600.77,19.31
2024-08-30 08:12:44,595.67,19.31
2024-08-30 08:12:45,599.07,19.31
2024-08-30 08:12:46,598.22,19.31
2024-08-30 08:12:47,600.77,19.31
2024-08-30 08:12:48,597.37,19.31
2024-08-30 08:12:49,599.92,19.31
2024-08-30 08:12:50,600.77,19.31
2024-08-30 08:12:51,600.77,19.31
2024-08-30 08:12:52,599.92,19.31
2024-08-30 08:12:53,599.92,19.31
2024-08-30 08:12:54,597.37,19.31
2024-08-30 08:12:55,213.43,13.49
2024-08-30 08:12:56,22.39,7.19
2024-08-30 08:12:57,22.39,7.19
2024-08-30 08:12:58,20.61,7.19
2024-08-30 08:12:59,21.20,7.19
2024-08-30 08:13:00,20.61,7.19
2024-08-30 08:13:01,20.61,7.19
2024-08-30 08:13:02,20.02,7.19
2024-08-30 08:13:03,20.02,7.19
2024-08-30 08:13:04,20.02,7.19
2024-08-30 08:13:05,20.02,7.19
