time,3072（YDC-1000型kN）力值曲线,3072（YDC-1000型kN）位移曲线
2024-08-31 17:41:45,145.87,1.04
2024-08-31 17:41:46,167.28,2.22
2024-08-31 17:41:47,182.66,3.38
2024-08-31 17:41:48,209.59,4.53
2024-08-31 17:41:49,233.36,5.62
2024-08-31 17:41:50,252.33,6.76
2024-08-31 17:41:51,272.26,7.83
2024-08-31 17:41:52,302.97,8.90
2024-08-31 17:41:53,322.73,10.01
2024-08-31 17:41:54,348.12,11.06
2024-08-31 17:41:55,369.94,12.05
2024-08-31 17:41:56,397.57,13.08
2024-08-31 17:41:57,419.15,14.11
2024-08-31 17:41:58,444.22,15.12
2024-08-31 17:41:59,471.24,16.08
2024-08-31 17:42:00,491.95,17.04
2024-08-31 17:42:01,526.35,18.03
2024-08-31 17:42:02,547.59,18.97
2024-08-31 17:42:03,572.48,19.90
2024-08-31 17:42:04,598.51,20.82
2024-08-31 17:42:05,622.19,21.69
2024-08-31 17:42:06,630.14,22.45
2024-08-31 17:42:07,627.48,22.45
2024-08-31 17:42:08,630.14,22.45
2024-08-31 17:42:09,627.48,22.45
2024-08-31 17:42:10,622.19,22.45
2024-08-31 17:42:11,622.19,22.45
2024-08-31 17:42:12,619.55,22.45
2024-08-31 17:42:13,623.95,22.45
2024-08-31 17:42:14,625.72,22.45
2024-08-31 17:42:15,623.07,22.45
2024-08-31 17:42:16,623.07,22.45
2024-08-31 17:42:17,621.31,22.45
2024-08-31 17:42:18,616.91,22.45
2024-08-31 17:42:19,621.31,22.45
2024-08-31 17:42:20,622.19,22.45
2024-08-31 17:42:21,615.15,22.45
2024-08-31 17:42:22,620.43,22.45
2024-08-31 17:42:23,621.31,22.45
2024-08-31 17:42:24,615.15,22.45
2024-08-31 17:42:25,613.39,22.45
2024-08-31 17:42:26,617.79,22.45
2024-08-31 17:42:27,616.03,22.45
2024-08-31 17:42:28,619.55,22.45
2024-08-31 17:42:29,619.55,22.45
2024-08-31 17:42:30,617.79,22.45
2024-08-31 17:42:31,615.15,22.45
2024-08-31 17:42:32,617.79,22.45
2024-08-31 17:42:33,618.67,22.45
2024-08-31 17:42:34,616.91,22.45
2024-08-31 17:42:35,618.67,22.45
2024-08-31 17:42:36,616.91,22.45
2024-08-31 17:42:37,616.03,22.45
2024-08-31 17:42:38,616.03,22.45
2024-08-31 17:42:39,617.79,22.45
2024-08-31 17:42:40,617.79,22.45
2024-08-31 17:42:41,618.67,22.45
2024-08-31 17:42:42,619.55,22.45
2024-08-31 17:42:43,613.39,22.45
2024-08-31 17:42:44,617.79,22.45
2024-08-31 17:42:45,611.64,22.45
2024-08-31 17:42:46,616.03,22.45
2024-08-31 17:42:47,614.27,22.45
2024-08-31 17:42:48,615.15,22.45
2024-08-31 17:42:49,613.39,22.45
2024-08-31 17:42:50,611.64,22.45
2024-08-31 17:42:51,614.27,22.45
2024-08-31 17:42:52,612.52,22.45
2024-08-31 17:42:53,615.15,22.45
2024-08-31 17:42:54,612.52,22.45
2024-08-31 17:42:55,616.03,22.45
2024-08-31 17:42:56,611.64,22.45
2024-08-31 17:42:57,612.52,22.45
2024-08-31 17:42:58,611.64,22.45
2024-08-31 17:42:59,614.27,22.45
2024-08-31 17:43:00,616.03,22.45
2024-08-31 17:43:01,616.03,22.45
2024-08-31 17:43:02,612.52,22.45
2024-08-31 17:43:03,610.76,22.45
2024-08-31 17:43:04,611.64,22.45
2024-08-31 17:43:05,615.15,22.45
2024-08-31 17:43:06,614.27,22.45
2024-08-31 17:43:07,612.52,22.45
2024-08-31 17:43:08,524.66,21.16
2024-08-31 17:43:09,407.13,18.23
2024-08-31 17:43:10,250.13,14.36
2024-08-31 17:43:11,83.51,10.74
2024-08-31 17:43:12,-32.26,7.03
2024-08-31 17:43:13,-32.86,7.03
2024-08-31 17:43:14,-34.64,7.03
2024-08-31 17:43:15,-35.24,7.03
2024-08-31 17:43:16,-37.61,7.03
2024-08-31 17:43:17,-38.80,7.03
2024-08-31 17:43:18,-38.80,7.03
2024-08-31 17:43:19,-38.80,7.03
2024-08-31 17:43:20,-38.80,7.03
2024-08-31 17:43:21,-40.57,7.03
