time,3071（YDC-1000kN）力值曲线,3071（YDC-1000kN）位移曲线
2024-08-28 16:41:42,202.75,1.77
2024-08-28 16:41:43,233.43,3.54
2024-08-28 16:41:44,262.66,5.29
2024-08-28 16:41:45,288.88,6.97
2024-08-28 16:41:46,313.36,8.58
2024-08-28 16:41:47,346.33,10.17
2024-08-28 16:41:48,376.93,11.68
2024-08-28 16:41:49,410.39,13.13
2024-08-28 16:41:50,421.93,14.26
2024-08-28 16:41:51,417.30,14.26
2024-08-28 16:41:52,414.99,14.26
2024-08-28 16:41:53,414.23,14.26
2024-08-28 16:41:54,411.92,14.26
2024-08-28 16:41:55,411.92,14.26
2024-08-28 16:41:56,411.92,14.26
2024-08-28 16:41:57,408.85,14.26
2024-08-28 16:41:58,450.72,15.12
2024-08-28 16:41:59,483.94,16.49
2024-08-28 16:42:00,521.78,17.78
2024-08-28 16:42:01,551.24,19.02
2024-08-28 16:42:02,577.79,20.24
2024-08-28 16:42:03,581.13,20.97
2024-08-28 16:42:04,576.12,20.97
2024-08-28 16:42:05,572.79,20.97
2024-08-28 16:42:06,569.46,20.97
2024-08-28 16:42:07,571.95,20.97
2024-08-28 16:42:08,565.30,20.97
2024-08-28 16:42:09,569.46,20.97
2024-08-28 16:42:10,564.47,20.97
2024-08-28 16:42:11,562.82,20.97
2024-08-28 16:42:12,566.96,20.97
2024-08-28 16:42:13,562.82,20.97
2024-08-28 16:42:14,564.47,20.97
2024-08-28 16:42:15,562.82,20.97
2024-08-28 16:42:16,564.47,20.97
2024-08-28 16:42:17,564.47,20.97
2024-08-28 16:42:18,559.50,20.97
2024-08-28 16:42:19,560.33,20.97
2024-08-28 16:42:20,562.82,20.97
2024-08-28 16:42:21,562.82,20.97
2024-08-28 16:42:22,557.85,20.97
2024-08-28 16:42:23,561.16,20.97
2024-08-28 16:42:24,561.16,20.97
2024-08-28 16:42:25,560.33,20.97
2024-08-28 16:42:26,557.85,20.97
2024-08-28 16:42:27,560.33,20.97
2024-08-28 16:42:28,556.20,20.97
2024-08-28 16:42:29,558.68,20.97
2024-08-28 16:42:30,556.20,20.97
2024-08-28 16:42:31,554.54,20.97
2024-08-28 16:42:32,557.85,20.97
2024-08-28 16:42:33,552.07,20.97
2024-08-28 16:42:34,556.20,20.97
2024-08-28 16:42:35,557.85,20.97
2024-08-28 16:42:36,552.89,20.97
2024-08-28 16:42:37,553.72,20.97
2024-08-28 16:42:38,553.72,20.97
2024-08-28 16:42:39,557.02,20.97
2024-08-28 16:42:40,554.54,20.97
2024-08-28 16:42:41,556.20,20.97
2024-08-28 16:42:42,557.02,20.97
2024-08-28 16:42:43,551.24,20.97
2024-08-28 16:42:44,551.24,20.97
2024-08-28 16:42:45,556.20,20.97
2024-08-28 16:42:46,556.20,20.97
2024-08-28 16:42:47,554.54,20.97
2024-08-28 16:42:48,554.54,20.97
2024-08-28 16:42:49,556.20,20.97
2024-08-28 16:42:50,554.54,20.97
2024-08-28 16:42:51,554.54,20.97
2024-08-28 16:42:52,552.89,20.97
2024-08-28 16:42:53,554.54,20.97
2024-08-28 16:42:54,555.37,20.97
2024-08-28 16:42:55,554.54,20.97
2024-08-28 16:42:56,550.42,20.97
2024-08-28 16:42:57,554.54,20.97
2024-08-28 16:42:58,552.07,20.97
2024-08-28 16:42:59,554.54,20.97
2024-08-28 16:43:00,552.89,20.97
2024-08-28 16:43:01,551.24,20.97
2024-08-28 16:43:02,554.54,20.97
2024-08-28 16:43:03,552.07,20.97
2024-08-28 16:43:04,547.95,20.97
2024-08-28 16:43:05,549.60,20.97
2024-08-28 16:43:06,552.07,20.97
2024-08-28 16:43:07,550.42,20.97
2024-08-28 16:43:08,549.60,20.97
2024-08-28 16:43:09,552.89,20.97
2024-08-28 16:43:10,551.24,20.97
2024-08-28 16:43:11,551.24,20.97
2024-08-28 16:43:12,548.77,20.97
2024-08-28 16:43:13,552.07,20.97
2024-08-28 16:43:14,549.60,20.97
2024-08-28 16:43:15,551.24,20.97
2024-08-28 16:43:16,547.95,20.97
2024-08-28 16:43:17,550.42,20.97
2024-08-28 16:43:18,548.77,20.97
2024-08-28 16:43:19,551.24,20.97
2024-08-28 16:43:20,549.60,20.97
2024-08-28 16:43:21,546.30,20.97
2024-08-28 16:43:22,493.53,20.53
2024-08-28 16:43:23,334.53,18.43
2024-08-28 16:43:24,180.67,15.78
2024-08-28 16:43:25,44.76,13.70
2024-08-28 16:43:26,42.98,13.70
2024-08-28 16:43:27,42.98,13.70
2024-08-28 16:43:28,42.39,13.70
2024-08-28 16:43:29,42.39,13.70
2024-08-28 16:43:30,41.20,13.70
2024-08-28 16:43:31,40.02,13.70
2024-08-28 16:43:32,41.20,13.70
2024-08-28 16:43:33,41.20,13.70
2024-08-28 16:43:34,41.20,13.70
