time,3073（YDC1200-200型kN）力值曲线,3073（YDC1200-200型kN）位移曲线
2024-08-31 15:01:11,266.02,0.93
2024-08-31 15:01:12,299.90,1.99
2024-08-31 15:01:13,305.00,3.05
2024-08-31 15:01:14,311.59,4.04
2024-08-31 15:01:15,341.19,4.91
2024-08-31 15:01:16,372.82,5.89
2024-08-31 15:01:17,372.82,6.81
2024-08-31 15:01:18,387.32,7.78
2024-08-31 15:01:19,422.12,8.68
2024-08-31 15:01:20,443.31,9.59
2024-08-31 15:01:21,444.10,10.48
2024-08-31 15:01:22,459.16,10.85
2024-08-31 15:01:23,455.18,10.95
2024-08-31 15:01:24,475.94,11.68
2024-08-31 15:01:25,486.39,12.25
2024-08-31 15:01:26,506.66,12.87
2024-08-31 15:01:27,500.97,13.08
2024-08-31 15:01:28,514.00,13.80
2024-08-31 15:01:29,528.77,14.16
2024-08-31 15:01:30,556.12,14.97
2024-08-31 15:01:31,551.95,15.33
2024-08-31 15:01:32,570.34,16.08
2024-08-31 15:01:33,599.92,16.84
2024-08-31 15:01:34,597.37,17.19
2024-08-31 15:01:35,601.62,17.58
2024-08-31 15:01:36,613.57,17.98
2024-08-31 15:01:37,634.21,18.48
2024-08-31 15:01:38,623.01,18.72
2024-08-31 15:01:39,629.89,18.82
2024-08-31 15:01:40,629.89,18.82
2024-08-31 15:01:41,623.87,18.82
2024-08-31 15:01:42,628.17,18.82
2024-08-31 15:01:43,625.59,18.82
2024-08-31 15:01:44,625.59,18.82
2024-08-31 15:01:45,624.73,18.82
2024-08-31 15:01:46,625.59,18.82
2024-08-31 15:01:47,624.73,18.82
2024-08-31 15:01:48,622.15,18.82
2024-08-31 15:01:49,624.73,18.82
2024-08-31 15:01:50,617.00,18.82
2024-08-31 15:01:51,623.01,18.82
2024-08-31 15:01:52,622.15,18.82
2024-08-31 15:01:53,622.15,18.82
2024-08-31 15:01:54,622.15,18.82
2024-08-31 15:01:55,622.15,18.82
2024-08-31 15:01:56,617.86,18.82
2024-08-31 15:01:57,621.29,18.82
2024-08-31 15:01:58,621.29,18.82
2024-08-31 15:01:59,618.71,18.82
2024-08-31 15:02:00,617.86,18.82
2024-08-31 15:02:01,617.86,18.82
2024-08-31 15:02:02,617.86,18.82
2024-08-31 15:02:03,619.57,18.82
2024-08-31 15:02:04,620.43,18.82
2024-08-31 15:02:05,616.14,18.82
2024-08-31 15:02:06,618.71,18.82
2024-08-31 15:02:07,619.57,18.82
2024-08-31 15:02:08,619.57,18.82
2024-08-31 15:02:09,617.86,18.82
2024-08-31 15:02:10,617.86,18.82
2024-08-31 15:02:11,613.57,18.82
2024-08-31 15:02:12,617.86,18.82
2024-08-31 15:02:13,618.71,18.82
2024-08-31 15:02:14,617.86,18.82
2024-08-31 15:02:15,617.86,18.82
2024-08-31 15:02:16,616.14,18.82
2024-08-31 15:02:17,612.72,18.82
2024-08-31 15:02:18,616.14,18.82
2024-08-31 15:02:19,617.00,18.82
2024-08-31 15:02:20,617.00,18.82
2024-08-31 15:02:21,614.43,18.82
2024-08-31 15:02:22,616.14,18.82
2024-08-31 15:02:23,614.43,18.82
2024-08-31 15:02:24,616.14,18.82
2024-08-31 15:02:25,611.86,18.82
2024-08-31 15:02:26,615.29,18.82
2024-08-31 15:02:27,615.29,18.82
2024-08-31 15:02:28,614.43,18.82
2024-08-31 15:02:29,616.14,18.82
2024-08-31 15:02:30,611.01,18.82
2024-08-31 15:02:31,614.43,18.82
2024-08-31 15:02:32,614.43,18.82
2024-08-31 15:02:33,609.30,18.82
2024-08-31 15:02:34,614.43,18.82
2024-08-31 15:02:35,613.57,18.82
2024-08-31 15:02:36,559.46,18.62
2024-08-31 15:02:37,269.59,11.27
2024-08-31 15:02:38,39.72,2.38
2024-08-31 15:02:39,33.12,2.38
2024-08-31 15:02:40,29.53,2.38
2024-08-31 15:02:41,26.55,2.38
2024-08-31 15:02:42,24.76,2.38
2024-08-31 15:02:43,23.58,2.38
2024-08-31 15:02:44,22.39,2.38
2024-08-31 15:02:45,22.39,2.38
2024-08-31 15:02:46,21.80,2.38
2024-08-31 15:02:47,21.80,2.38
