time,3071（YDC-1000kN）力值曲线,3071（YDC-1000kN）位移曲线
2024-08-31 16:17:50,218.35,1.66
2024-08-31 16:17:51,257.05,3.43
2024-08-31 16:17:52,295.32,5.08
2024-08-31 16:17:53,333.79,6.65
2024-08-31 16:17:54,373.17,8.15
2024-08-31 16:17:55,412.69,9.64
2024-08-31 16:17:56,450.72,11.00
2024-08-31 16:17:57,489.53,12.31
2024-08-31 16:17:58,525.85,13.59
2024-08-31 16:17:59,563.64,14.82
2024-08-31 16:18:00,602.13,15.98
2024-08-31 16:18:01,640.43,17.09
2024-08-31 16:18:02,631.86,17.33
2024-08-31 16:18:03,631.01,17.33
2024-08-31 16:18:04,628.44,17.33
2024-08-31 16:18:05,625.88,17.33
2024-08-31 16:18:06,625.03,17.33
2024-08-31 16:18:07,625.88,17.33
2024-08-31 16:18:08,624.18,17.33
2024-08-31 16:18:09,618.22,17.33
2024-08-31 16:18:10,620.77,17.33
2024-08-31 16:18:11,619.07,17.33
2024-08-31 16:18:12,619.92,17.33
2024-08-31 16:18:13,617.37,17.33
2024-08-31 16:18:14,618.22,17.33
2024-08-31 16:18:15,615.67,17.33
2024-08-31 16:18:16,613.12,17.33
2024-08-31 16:18:17,609.73,17.33
2024-08-31 16:18:18,615.67,17.33
2024-08-31 16:18:19,613.12,17.33
2024-08-31 16:18:20,613.97,17.33
2024-08-31 16:18:21,611.43,17.33
2024-08-31 16:18:22,613.97,17.33
2024-08-31 16:18:23,612.28,17.33
2024-08-31 16:18:24,609.73,17.33
2024-08-31 16:18:25,613.12,17.33
2024-08-31 16:18:26,609.73,17.33
2024-08-31 16:18:27,611.43,17.33
2024-08-31 16:18:28,610.58,17.33
2024-08-31 16:18:29,604.66,17.33
2024-08-31 16:18:30,609.73,17.33
2024-08-31 16:18:31,608.89,17.33
2024-08-31 16:18:32,608.04,17.33
2024-08-31 16:18:33,608.04,17.33
2024-08-31 16:18:34,609.73,17.33
2024-08-31 16:18:35,603.81,17.33
2024-08-31 16:18:36,605.50,17.33
2024-08-31 16:18:37,608.04,17.33
2024-08-31 16:18:38,602.13,17.33
2024-08-31 16:18:39,608.89,17.33
2024-08-31 16:18:40,608.89,17.33
2024-08-31 16:18:41,607.20,17.33
2024-08-31 16:18:42,606.35,17.33
2024-08-31 16:18:43,601.28,17.33
2024-08-31 16:18:44,607.20,17.33
2024-08-31 16:18:45,606.35,17.33
2024-08-31 16:18:46,602.13,17.33
2024-08-31 16:18:47,606.35,17.33
2024-08-31 16:18:48,606.35,17.33
2024-08-31 16:18:49,606.35,17.33
2024-08-31 16:18:50,605.50,17.33
2024-08-31 16:18:51,606.35,17.33
2024-08-31 16:18:52,605.50,17.33
2024-08-31 16:18:53,598.75,17.33
2024-08-31 16:18:54,604.66,17.33
2024-08-31 16:18:55,604.66,17.33
2024-08-31 16:18:56,605.50,17.33
2024-08-31 16:18:57,601.28,17.33
2024-08-31 16:18:58,605.50,17.33
2024-08-31 16:18:59,604.66,17.33
2024-08-31 16:19:00,604.66,17.33
2024-08-31 16:19:01,601.28,17.33
2024-08-31 16:19:02,604.66,17.33
2024-08-31 16:19:03,597.07,17.33
2024-08-31 16:19:04,602.97,17.33
2024-08-31 16:19:05,602.13,17.33
2024-08-31 16:19:06,604.66,17.33
2024-08-31 16:19:07,602.97,17.33
2024-08-31 16:19:08,602.97,17.33
2024-08-31 16:19:09,599.60,17.33
2024-08-31 16:19:10,599.60,17.33
2024-08-31 16:19:11,597.07,17.33
2024-08-31 16:19:12,600.44,17.33
2024-08-31 16:19:13,599.60,17.33
2024-08-31 16:19:14,597.07,17.33
2024-08-31 16:19:15,600.44,17.33
2024-08-31 16:19:16,602.13,17.33
2024-08-31 16:19:17,599.60,17.33
2024-08-31 16:19:18,602.13,17.33
2024-08-31 16:19:19,601.28,17.33
2024-08-31 16:19:20,600.44,17.33
2024-08-31 16:19:21,597.91,17.33
2024-08-31 16:19:22,602.13,17.33
2024-08-31 16:19:23,600.44,17.33
2024-08-31 16:19:24,600.44,17.33
2024-08-31 16:19:25,601.28,17.33
2024-08-31 16:19:26,600.44,17.33
2024-08-31 16:19:27,599.60,17.33
2024-08-31 16:19:28,596.23,17.33
2024-08-31 16:19:29,600.44,17.33
2024-08-31 16:19:30,599.60,17.33
2024-08-31 16:19:31,600.44,17.33
2024-08-31 16:19:32,596.23,17.33
2024-08-31 16:19:33,594.54,17.33
2024-08-31 16:19:34,599.60,17.33
2024-08-31 16:19:35,600.44,17.33
2024-08-31 16:19:36,597.07,17.33
2024-08-31 16:19:37,600.44,17.33
2024-08-31 16:19:38,597.07,17.33
2024-08-31 16:19:39,599.60,17.33
2024-08-31 16:19:40,599.60,17.33
2024-08-31 16:19:41,600.44,17.33
2024-08-31 16:19:42,599.60,17.33
2024-08-31 16:19:43,596.23,17.33
2024-08-31 16:19:44,594.54,17.33
2024-08-31 16:19:45,599.60,17.33
2024-08-31 16:19:46,599.60,17.33
2024-08-31 16:19:47,599.60,17.33
2024-08-31 16:19:48,599.60,17.33
2024-08-31 16:19:49,595.38,17.33
2024-08-31 16:19:50,598.75,17.33
2024-08-31 16:19:51,599.60,17.33
2024-08-31 16:19:52,597.91,17.33
2024-08-31 16:19:53,599.60,17.33
2024-08-31 16:19:54,598.75,17.33
2024-08-31 16:19:55,599.60,17.33
2024-08-31 16:19:56,595.38,17.33
2024-08-31 16:19:57,593.70,17.33
2024-08-31 16:19:58,598.75,17.33
2024-08-31 16:19:59,598.75,17.33
2024-08-31 16:20:00,594.54,17.33
2024-08-31 16:20:01,598.75,17.33
2024-08-31 16:20:02,598.75,17.33
2024-08-31 16:20:03,596.23,17.33
2024-08-31 16:20:04,596.23,17.33
2024-08-31 16:20:05,594.54,17.33
2024-08-31 16:20:06,597.91,17.33
2024-08-31 16:20:07,592.02,17.33
2024-08-31 16:20:08,592.86,17.33
2024-08-31 16:20:09,595.38,17.33
2024-08-31 16:20:10,597.91,17.33
2024-08-31 16:20:11,596.23,17.33
2024-08-31 16:20:12,597.91,17.33
2024-08-31 16:20:13,597.07,17.33
2024-08-31 16:20:14,596.23,17.33
2024-08-31 16:20:15,597.07,17.33
2024-08-31 16:20:16,593.70,17.33
2024-08-31 16:20:17,595.38,17.33
2024-08-31 16:20:18,596.23,17.33
2024-08-31 16:20:19,592.86,17.33
2024-08-31 16:20:20,597.91,17.33
2024-08-31 16:20:21,597.91,17.33
2024-08-31 16:20:22,596.23,17.33
2024-08-31 16:20:23,595.38,17.33
2024-08-31 16:20:24,594.54,17.33
2024-08-31 16:20:25,596.23,17.33
2024-08-31 16:20:26,574.45,17.24
2024-08-31 16:20:27,379.95,14.72
2024-08-31 16:20:28,182.66,11.63
2024-08-31 16:20:29,52.52,8.58
2024-08-31 16:20:30,49.53,8.58
2024-08-31 16:20:31,48.34,8.58
2024-08-31 16:20:32,47.14,8.58
2024-08-31 16:20:33,45.95,8.58
2024-08-31 16:20:34,44.76,8.58
2024-08-31 16:20:35,44.17,8.58
2024-08-31 16:20:36,42.39,8.58
2024-08-31 16:20:37,42.98,8.58
2024-08-31 16:20:38,42.39,8.58
