time,3072（YDC-1000型kN）力值曲线,3072（YDC-1000型kN）位移曲线
2024-08-31 17:11:15,144.50,1.04
2024-08-31 17:11:16,162.42,2.22
2024-08-31 17:11:17,185.47,3.32
2024-08-31 17:11:18,210.31,4.48
2024-08-31 17:11:19,235.53,5.62
2024-08-31 17:11:20,253.79,6.70
2024-08-31 17:11:21,278.21,7.78
2024-08-31 17:11:22,308.27,8.90
2024-08-31 17:11:23,328.85,9.95
2024-08-31 17:11:24,351.22,11.00
2024-08-31 17:11:25,380.94,12.05
2024-08-31 17:11:26,405.53,13.03
2024-08-31 17:11:27,423.98,14.05
2024-08-31 17:11:28,456.46,15.02
2024-08-31 17:11:29,478.68,15.98
2024-08-31 17:11:30,505.31,16.99
2024-08-31 17:11:31,531.43,17.93
2024-08-31 17:11:32,557.86,18.87
2024-08-31 17:11:33,590.67,19.80
2024-08-31 17:11:34,610.76,20.68
2024-08-31 17:11:35,647.88,21.59
2024-08-31 17:11:36,641.66,22.07
2024-08-31 17:11:37,634.56,22.07
2024-08-31 17:11:38,634.56,22.07
2024-08-31 17:11:39,630.14,22.07
2024-08-31 17:11:40,634.56,22.07
2024-08-31 17:11:41,626.60,22.07
2024-08-31 17:11:42,631.02,22.07
2024-08-31 17:11:43,629.25,22.07
2024-08-31 17:11:44,630.14,22.07
2024-08-31 17:11:45,630.14,22.07
2024-08-31 17:11:46,623.95,22.07
2024-08-31 17:11:47,628.37,22.07
2024-08-31 17:11:48,625.72,22.07
2024-08-31 17:11:49,622.19,22.07
2024-08-31 17:11:50,623.95,22.07
2024-08-31 17:11:51,621.31,22.07
2024-08-31 17:11:52,624.84,22.07
2024-08-31 17:11:53,624.84,22.07
2024-08-31 17:11:54,623.95,22.07
2024-08-31 17:11:55,623.95,22.07
2024-08-31 17:11:56,619.55,22.07
2024-08-31 17:11:57,623.95,22.07
2024-08-31 17:11:58,619.55,22.07
2024-08-31 17:11:59,619.55,22.07
2024-08-31 17:12:00,623.07,22.07
2024-08-31 17:12:01,622.19,22.07
2024-08-31 17:12:02,620.43,22.07
2024-08-31 17:12:03,622.19,22.07
2024-08-31 17:12:04,620.43,22.07
2024-08-31 17:12:05,621.31,22.07
2024-08-31 17:12:06,622.19,22.07
2024-08-31 17:12:07,620.43,22.07
2024-08-31 17:12:08,621.31,22.07
2024-08-31 17:12:09,620.43,22.07
2024-08-31 17:12:10,620.43,22.07
2024-08-31 17:12:11,620.43,22.07
2024-08-31 17:12:12,619.55,22.07
2024-08-31 17:12:13,616.03,22.07
2024-08-31 17:12:14,618.67,22.07
2024-08-31 17:12:15,614.27,22.07
2024-08-31 17:12:16,508.66,20.72
2024-08-31 17:12:17,304.48,18.33
2024-08-31 17:12:18,142.45,16.08
2024-08-31 17:12:19,-11.81,13.54
2024-08-31 17:12:20,-22.68,13.54
2024-08-31 17:12:21,-29.87,13.54
2024-08-31 17:12:22,-32.86,13.54
2024-08-31 17:12:23,-36.42,13.54
2024-08-31 17:12:24,-37.02,13.54
2024-08-31 17:12:25,-38.20,13.54
2024-08-31 17:12:26,-39.39,13.54
2024-08-31 17:12:27,-38.80,13.54
2024-08-31 17:12:28,-40.57,13.54
